AnnoA;ClasseNUMERO;SedeR;ResidenzaR;Isc
2024/2025;LM-14;TOSCANA;LOMBARDIA;12
2024/2025;LM-14;PIEMONTE;LAZIO;12
2024/2025;LM-12;VENETO;CAMPANIA;12
2024/2025;LM-12;TOSCANA;LAZIO;12
2024/2025;LM-12;TOSCANA;PUGLIA;12
2024/2025;LM-12;VENETO;SICILIA;12
2024/2025;LM-13;EMILIA ROMAGNA;PIEMONTE;12
2024/2025;LM-13;CAMPANIA;CALABRIA;12
2024/2025;LM-12;PIEMONTE;REGIONE ESTERA;12
2024/2025;LM-12;EMILIA ROMAGNA;SICILIA;12
2024/2025;LM-12;EMILIA ROMAGNA;MARCHE;12
2024/2025;LM/SNT3;LAZIO;SICILIA;12
2024/2025;LM/SNT3;LAZIO;CALABRIA;12
2024/2025;LM/SNT1;MARCHE;EMILIA ROMAGNA;12
2024/2025;L-9;PUGLIA;BASILICATA;12
2024/2025;LM/DS;PIEMONTE;REGIONE ESTERA;12
2024/2025;LM/SC-GIUR;EMILIA ROMAGNA;PIEMONTE;12
2024/2025;LM/SC-GIUR;CAMPANIA;CAMPANIA;12
2024/2025;L-9;PIEMONTE;Provincia autonoma di TRENTO;12
2024/2025;L-35;ABRUZZO;LAZIO;12
2024/2025;L-33;TOSCANA;MARCHE;12
2024/2025;L-35;Provincia autonoma di TRENTO;MARCHE;12
2024/2025;L-35;TOSCANA;CALABRIA;12
2024/2025;L-35;PIEMONTE;CALABRIA;12
2024/2025;L-35;PIEMONTE;TOSCANA;12
2024/2025;L-33;ABRUZZO;BASILICATA;12
2024/2025;L-32;TOSCANA;EMILIA ROMAGNA;12
2024/2025;L-33;EMILIA ROMAGNA;MOLISE;12
2024/2025;L-33;LAZIO;LIGURIA;12
2024/2025;L-33;Provincia autonoma di BOLZANO;EMILIA ROMAGNA;12
2024/2025;L-33;MARCHE;MOLISE;12
2024/2025;L-33;LOMBARDIA;Provincia autonoma di BOLZANO;12
2024/2025;L-31;Provincia autonoma di BOLZANO;VENETO;12
2024/2025;L-31;UMBRIA;ABRUZZO;12
2024/2025;L-31;VENETO;MARCHE;12
2024/2025;L-32;PIEMONTE;CALABRIA;12
2024/2025;L-31;EMILIA ROMAGNA;FRIULI VENEZIA GIULIA;12
2024/2025;L-31;BASILICATA;CAMPANIA;12
2024/2025;L-31;LAZIO;MARCHE;12
2024/2025;L-30;LOMBARDIA;MARCHE;12
2024/2025;L-30;VENETO;LAZIO;12
2024/2025;L-30;VENETO;TOSCANA;12
2024/2025;L-30;FRIULI VENEZIA GIULIA;EMILIA ROMAGNA;12
2024/2025;L-3;TOSCANA;PIEMONTE;12
2024/2025;L-30;EMILIA ROMAGNA;LAZIO;12
2024/2025;L-3;TOSCANA;ABRUZZO;12
2024/2025;L-3;LOMBARDIA;FRIULI VENEZIA GIULIA;12
2024/2025;L-27;TOSCANA;UMBRIA;12
2024/2025;L-27;PIEMONTE;REGIONE ESTERA;12
2024/2025;L-29;LAZIO;CALABRIA;12
2024/2025;L-29;LOMBARDIA;EMILIA ROMAGNA;12
2024/2025;L-29;LOMBARDIA;PIEMONTE;12
2024/2025;L-24;UMBRIA;REGIONE ESTERA;12
2024/2025;L-24;TOSCANA;SARDEGNA;12
2024/2025;L-25;FRIULI VENEZIA GIULIA;SICILIA;12
2024/2025;L-26;TOSCANA;LIGURIA;12
2024/2025;L-26;TOSCANA;SICILIA;12
2024/2025;L-26;UMBRIA;TOSCANA;12
2024/2025;L-26;LAZIO;UMBRIA;12
2024/2025;L-26;PIEMONTE;LIGURIA;12
2024/2025;L-41;EMILIA ROMAGNA;ABRUZZO;12
2024/2025;L-40;UMBRIA;SARDEGNA;12
2024/2025;L-40;UMBRIA;VENETO;12
2024/2025;L-41;LAZIO;CAMPANIA;12
2024/2025;L-41;VENETO;ABRUZZO;12
2024/2025;L-42;TOSCANA;LOMBARDIA;12
2024/2025;L-42;VENETO;REGIONE ESTERA;12
2024/2025;L-5;LOMBARDIA;SARDEGNA;12
2024/2025;L-5;LAZIO;REGIONE ESTERA;12
2024/2025;L-5;UMBRIA;LAZIO;12
2024/2025;L-5;VENETO;Provincia autonoma di BOLZANO;12
2024/2025;L-7;LAZIO;UMBRIA;12
2024/2025;L-7;FRIULI VENEZIA GIULIA;REGIONE ESTERA;12
2024/2025;L-7;Provincia autonoma di TRENTO;EMILIA ROMAGNA;12
2024/2025;L-7;LOMBARDIA;VENETO;12
2024/2025;L-8;EMILIA ROMAGNA;LIGURIA;12
2024/2025;L-7;TOSCANA;LAZIO;12
2024/2025;L-8;LOMBARDIA;CAMPANIA;12
2024/2025;L-8;MARCHE;CAMPANIA;12
2024/2025;L-8;LOMBARDIA;SARDEGNA;12
2024/2025;L-8;MARCHE;SICILIA;12
2024/2025;L-8;VENETO;CAMPANIA;12
2024/2025;L-37;EMILIA ROMAGNA;UMBRIA;12
2024/2025;L-39;ABRUZZO;MOLISE;12
2024/2025;L-38;TOSCANA;SARDEGNA;12
2024/2025;L-36;MARCHE;LOMBARDIA;12
2024/2025;L-36;EMILIA ROMAGNA;Provincia autonoma di BOLZANO;12
2024/2025;L-35;TOSCANA;REGIONE ESTERA;12
2024/2025;L-36;CAMPANIA;LOMBARDIA;12
2024/2025;L-4;PIEMONTE;BASILICATA;12
2024/2025;L-40;UMBRIA;BASILICATA;12
2024/2025;L-40;UMBRIA;CALABRIA;12
2024/2025;L-40;EMILIA ROMAGNA;SARDEGNA;12
2024/2025;L-40;LAZIO;CAMPANIA;12
2024/2025;L-40;ABRUZZO;PIEMONTE;12
2024/2025;L-39;EMILIA ROMAGNA;BASILICATA;12
2024/2025;L-39;PIEMONTE;VALLE D'AOSTA;12
2024/2025;L-4;LIGURIA;EMILIA ROMAGNA;12
2024/2025;L-4;LAZIO;CAMPANIA;12
2024/2025;L-4;LOMBARDIA;Provincia autonoma di TRENTO;12
2023/2024;LM-56;EMILIA ROMAGNA;FRIULI VENEZIA GIULIA;12
2023/2024;LM-56;LAZIO;LOMBARDIA;12
2023/2024;LM-57;LOMBARDIA;CALABRIA;12
2023/2024;LM-56;TOSCANA;SICILIA;12
2023/2024;LM-56;TOSCANA;CAMPANIA;12
2023/2024;LM-56;TOSCANA;LAZIO;12
2023/2024;LM-54;EMILIA ROMAGNA;PIEMONTE;12
2023/2024;LM-53;PIEMONTE;LIGURIA;12
2023/2024;LM-53;VENETO;FRIULI VENEZIA GIULIA;12
2023/2024;LM-52;UMBRIA;LAZIO;12
2023/2024;LM-53;LOMBARDIA;PUGLIA;12
2023/2024;LM-52;VENETO;MARCHE;12
2023/2024;LM-59;EMILIA ROMAGNA;CAMPANIA;12
2023/2024;LM-57;LOMBARDIA;VENETO;12
2023/2024;LM-59;TOSCANA;VENETO;12
2023/2024;LM-6;CAMPANIA;CALABRIA;12
2023/2024;LM-59;TOSCANA;CAMPANIA;12
2023/2024;LM-6;FRIULI VENEZIA GIULIA;TOSCANA;12
2023/2024;LM-6;EMILIA ROMAGNA;Provincia autonoma di TRENTO;12
2023/2024;LM-60;PIEMONTE;LAZIO;12
2023/2024;LM-60;LIGURIA;LIGURIA;12
2023/2024;LM-6;VENETO;SICILIA;12
2023/2024;LM-60;EMILIA ROMAGNA;LAZIO;12
2023/2024;LM-6;PIEMONTE;VALLE D'AOSTA;12
2023/2024;LM-6;SICILIA;REGIONE ESTERA;12
2023/2024;LM-6;LAZIO;EMILIA ROMAGNA;12
2023/2024;LM-51;TOSCANA;UMBRIA;12
2023/2024;LM-52;EMILIA ROMAGNA;LIGURIA;12
2023/2024;LM-52;EMILIA ROMAGNA;FRIULI VENEZIA GIULIA;12
2023/2024;LM-52;LOMBARDIA;MARCHE;12
2023/2024;LM-52;LIGURIA;PIEMONTE;12
2023/2024;LM-52;MARCHE;ABRUZZO;12
2023/2024;LM-51;LAZIO;FRIULI VENEZIA GIULIA;12
2023/2024;LM-51;LAZIO;LIGURIA;12
2023/2024;LM-50;PIEMONTE;LOMBARDIA;12
2023/2024;LM-51;CAMPANIA;CALABRIA;12
2023/2024;LM-51;ABRUZZO;SICILIA;12
2023/2024;LM-4cu;ABRUZZO;BASILICATA;12
2023/2024;LM-49;VENETO;REGIONE ESTERA;12
2023/2024;LM-49;VENETO;EMILIA ROMAGNA;12
2023/2024;LM-4cu;LOMBARDIA;TOSCANA;12
2023/2024;LM-4cu;LOMBARDIA;PUGLIA;12
2023/2024;LM-46;VENETO;LOMBARDIA;12
2023/2024;LM-46;CAMPANIA;PUGLIA;12
2023/2024;LM-46;CALABRIA;CAMPANIA;12
2023/2024;LM-46;LAZIO;MARCHE;12
2023/2024;LM-46;PUGLIA;SICILIA;12
2023/2024;LM-41;PUGLIA;MOLISE;12
2023/2024;LM-40;EMILIA ROMAGNA;TOSCANA;12
2023/2024;LM-40;PIEMONTE;LOMBARDIA;12
2023/2024;LM-40;PIEMONTE;PUGLIA;12
2023/2024;LM-40;LOMBARDIA;EMILIA ROMAGNA;12
2023/2024;LM-40;TOSCANA;CALABRIA;12
2023/2024;LM-40;VENETO;LOMBARDIA;12
2023/2024;LM-41;CAMPANIA;FRIULI VENEZIA GIULIA;12
2023/2024;LM-45;LOMBARDIA;EMILIA ROMAGNA;12
2023/2024;LM-45;LOMBARDIA;VENETO;12
2023/2024;LM-44;PIEMONTE;ABRUZZO;12
2023/2024;LM-44;LOMBARDIA;FRIULI VENEZIA GIULIA;12
2023/2024;LM-44;FRIULI VENEZIA GIULIA;VENETO;12
2023/2024;LM-42;PUGLIA;LOMBARDIA;12
2023/2024;LM-42;PUGLIA;REGIONE ESTERA;12
2023/2024;LM-42;SICILIA;VENETO;12
2023/2024;LM-42;SICILIA;LAZIO;12
2023/2024;LM-42;UMBRIA;CAMPANIA;12
2023/2024;LM-43;TOSCANA;CAMPANIA;12
2023/2024;LM-43;TOSCANA;LIGURIA;12
2023/2024;LM-42;PIEMONTE;EMILIA ROMAGNA;12
2023/2024;LM-42;MARCHE;SICILIA;12
2023/2024;LM-36;VENETO;FRIULI VENEZIA GIULIA;12
2023/2024;LM-35;Provincia autonoma di TRENTO;REGIONE ESTERA;12
2023/2024;LM-35;PIEMONTE;VENETO;12
2023/2024;LM-34;LIGURIA;LOMBARDIA;12
2023/2024;LM-35;EMILIA ROMAGNA;LOMBARDIA;12
2023/2024;LM-35;CALABRIA;REGIONE ESTERA;12
2023/2024;LM-32;Provincia autonoma di TRENTO;LOMBARDIA;12
2023/2024;LM-32;VENETO;LOMBARDIA;12
2023/2024;LM-33;PIEMONTE;Provincia autonoma di TRENTO;12
2023/2024;LM-33;PIEMONTE;FRIULI VENEZIA GIULIA;12
2023/2024;LM-33;LOMBARDIA;CALABRIA;12
2023/2024;LM-37;PIEMONTE;VALLE D'AOSTA;12
2023/2024;LM-37;TOSCANA;CALABRIA;12
2023/2024;LM-37;VENETO;TOSCANA;12
2023/2024;LM-38;PIEMONTE;VENETO;12
2023/2024;LM-4;LOMBARDIA;SARDEGNA;12
2023/2024;LM-4;PIEMONTE;BASILICATA;12
2023/2024;LM-4;TOSCANA;SARDEGNA;12
2023/2024;LM-4;FRIULI VENEZIA GIULIA;VENETO;12
2023/2024;LM-39;EMILIA ROMAGNA;BASILICATA;12
2023/2024;L-5;LOMBARDIA;LAZIO;12
2023/2024;L-5;TOSCANA;LOMBARDIA;12
2023/2024;L-5;UMBRIA;TOSCANA;12
2023/2024;L-42;TOSCANA;UMBRIA;12
2023/2024;L-42;VENETO;Provincia autonoma di TRENTO;12
2023/2024;L-42;VENETO;REGIONE ESTERA;12
2023/2024;L-5;LOMBARDIA;CALABRIA;12
2023/2024;L-5;LAZIO;LOMBARDIA;12
2023/2024;L-8;EMILIA ROMAGNA;LIGURIA;12
2023/2024;L-8;Provincia autonoma di TRENTO;REGIONE ESTERA;12
2023/2024;L-8;MARCHE;LAZIO;12
2023/2024;L-9;CAMPANIA;SARDEGNA;12
2023/2024;L-9;PIEMONTE;Provincia autonoma di TRENTO;12
2023/2024;LM-13;LAZIO;TOSCANA;12
2023/2024;LM-12;PIEMONTE;EMILIA ROMAGNA;12
2023/2024;LM-12;VENETO;CAMPANIA;12
2023/2024;LM-12;EMILIA ROMAGNA;PUGLIA;12
2023/2024;LM-12;CALABRIA;CALABRIA;12
2023/2024;LM-12;LOMBARDIA;ABRUZZO;12
2023/2024;LM-14;EMILIA ROMAGNA;BASILICATA;12
2023/2024;LM-14;ABRUZZO;LAZIO;12
2023/2024;LM-13;UMBRIA;MOLISE;12
2023/2024;LM-14;EMILIA ROMAGNA;LIGURIA;12
2023/2024;LM-14;LOMBARDIA;CAMPANIA;12
2023/2024;LM-14;LOMBARDIA;LIGURIA;12
2023/2024;LM-13;TOSCANA;MOLISE;12
2023/2024;LM-13;PUGLIA;CALABRIA;12
2023/2024;LM/SNT2;LAZIO;PUGLIA;12
2023/2024;LM/SNT1;LOMBARDIA;PIEMONTE;12
2023/2024;LM/SNT3;SICILIA;CALABRIA;12
2023/2024;LM-1;VENETO;Provincia autonoma di TRENTO;12
2023/2024;LM-1;PIEMONTE;PUGLIA;12
2023/2024;LM-1;BASILICATA;CAMPANIA;12
2023/2024;LM/DS;TOSCANA;SICILIA;12
2023/2024;LM/GASTR;PIEMONTE;LOMBARDIA;12
2023/2024;LM/SNT1;LAZIO;SICILIA;12
2023/2024;LM/DS;PIEMONTE;REGIONE ESTERA;12
2023/2024;LM-17;LAZIO;MARCHE;12
2023/2024;LM-17;LAZIO;UMBRIA;12
2023/2024;LM-17;TOSCANA;EMILIA ROMAGNA;12
2023/2024;LM-17;TOSCANA;LAZIO;12
2023/2024;LM-18;TOSCANA;ABRUZZO;12
2023/2024;LM-17;VENETO;TOSCANA;12
2023/2024;LM-17;VENETO;FRIULI VENEZIA GIULIA;12
2023/2024;LM-18;EMILIA ROMAGNA;CAMPANIA;12
2023/2024;LM-15;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;12
2023/2024;LM-14;MARCHE;EMILIA ROMAGNA;12
2023/2024;LM-14;TOSCANA;BASILICATA;12
2023/2024;LM-16;LOMBARDIA;SARDEGNA;12
2023/2024;LM-16;Provincia autonoma di TRENTO;PUGLIA;12
2023/2024;LM-16;EMILIA ROMAGNA;ABRUZZO;12
2023/2024;LM-16;LAZIO;MARCHE;12
2023/2024;LM-20;LOMBARDIA;FRIULI VENEZIA GIULIA;12
2023/2024;LM-2;TOSCANA;PIEMONTE;12
2023/2024;LM-2;EMILIA ROMAGNA;SARDEGNA;12
2023/2024;LM-2;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;12
2023/2024;LM-18;VENETO;EMILIA ROMAGNA;12
2023/2024;LM-19;VENETO;EMILIA ROMAGNA;12
2023/2024;LM-21;LIGURIA;LOMBARDIA;12
2023/2024;LM-21;TOSCANA;LAZIO;12
2023/2024;LM-21;TOSCANA;VENETO;12
2023/2024;LM-21;VENETO;LAZIO;12
2023/2024;LM-22;LAZIO;REGIONE ESTERA;12
2023/2024;LM-22;LOMBARDIA;MARCHE;12
2023/2024;LM-22;LOMBARDIA;SICILIA;12
2023/2024;LM-22;EMILIA ROMAGNA;CALABRIA;12
2023/2024;LM-23;EMILIA ROMAGNA;TOSCANA;12
2023/2024;LM-23;PIEMONTE;UMBRIA;12
2023/2024;LM-24;LOMBARDIA;ABRUZZO;12
2023/2024;LM-24;ABRUZZO;MOLISE;12
2023/2024;LM-25;PIEMONTE;VENETO;12
2023/2024;LM-25;LOMBARDIA;CALABRIA;12
2023/2024;LM-28;SICILIA;REGIONE ESTERA;12
2023/2024;LM-27;Provincia autonoma di TRENTO;REGIONE ESTERA;12
2023/2024;LM-29;PIEMONTE;MARCHE;12
2023/2024;LM-29;LOMBARDIA;PUGLIA;12
2023/2024;LM-29;LOMBARDIA;VENETO;12
2023/2024;LM-29;MARCHE;ABRUZZO;12
2023/2024;LM-30;PIEMONTE;BASILICATA;12
2023/2024;LM-30;PIEMONTE;LOMBARDIA;12
2023/2024;LM-30;PIEMONTE;EMILIA ROMAGNA;12
2023/2024;LM-30;EMILIA ROMAGNA;MARCHE;12
2023/2024;LM-30;EMILIA ROMAGNA;EMILIA ROMAGNA;12
2023/2024;LM-30;EMILIA ROMAGNA;CALABRIA;12
2023/2024;LM-30;LOMBARDIA;FRIULI VENEZIA GIULIA;12
2023/2024;LM-32;EMILIA ROMAGNA;LAZIO;12
2023/2024;LM-32;CAMPANIA;BASILICATA;12
2023/2024;LM-31;LAZIO;BASILICATA;12
2023/2024;LM-31;EMILIA ROMAGNA;LIGURIA;12
2023/2024;LM-31;MARCHE;PUGLIA;12
2023/2024;L-27;EMILIA ROMAGNA;LAZIO;12
2023/2024;L-27;EMILIA ROMAGNA;LIGURIA;12
2023/2024;L-27;LAZIO;BASILICATA;12
2023/2024;L-28;CALABRIA;REGIONE ESTERA;12
2023/2024;L-29;SICILIA;CALABRIA;12
2023/2024;L-29;LAZIO;CALABRIA;12
2023/2024;L-29;LOMBARDIA;PIEMONTE;12
2023/2024;L-25;PIEMONTE;SICILIA;12
2023/2024;L-25;MOLISE;PUGLIA;12
2023/2024;L-25;LAZIO;TOSCANA;12
2023/2024;L-25;FRIULI VENEZIA GIULIA;SICILIA;12
2023/2024;L-25;VENETO;EMILIA ROMAGNA;12
2023/2024;L-26;EMILIA ROMAGNA;TOSCANA;12
2023/2024;L-26;TOSCANA;SICILIA;12
2023/2024;L-26;UMBRIA;MARCHE;12
2023/2024;L-30;VENETO;LAZIO;12
2023/2024;L-31;BASILICATA;CAMPANIA;12
2023/2024;L-31;EMILIA ROMAGNA;LIGURIA;12
2023/2024;L-30;LOMBARDIA;CAMPANIA;12
2023/2024;L-30;LOMBARDIA;TOSCANA;12
2023/2024;L-30;LAZIO;MOLISE;12
2023/2024;L-30;FRIULI VENEZIA GIULIA;EMILIA ROMAGNA;12
2023/2024;L-30;Provincia autonoma di TRENTO;MARCHE;12
2023/2024;L-30;TOSCANA;PIEMONTE;12
2023/2024;L-3;PIEMONTE;CAMPANIA;12
2023/2024;L-3;PIEMONTE;BASILICATA;12
2023/2024;L-30;EMILIA ROMAGNA;BASILICATA;12
2023/2024;L-30;EMILIA ROMAGNA;UMBRIA;12
2023/2024;L-30;EMILIA ROMAGNA;FRIULI VENEZIA GIULIA;12
2023/2024;L-23;PUGLIA;BASILICATA;12
2023/2024;L-23;MARCHE;ABRUZZO;12
2023/2024;L-22;PIEMONTE;SARDEGNA;12
2023/2024;L-24;LAZIO;FRIULI VENEZIA GIULIA;12
2023/2024;L-24;EMILIA ROMAGNA;Provincia autonoma di TRENTO;12
2023/2024;L-24;ABRUZZO;TOSCANA;12
2023/2024;L-24;PIEMONTE;LAZIO;12
2023/2024;L-24;LOMBARDIA;SARDEGNA;12
2023/2024;L-24;Provincia autonoma di TRENTO;PIEMONTE;12
2023/2024;L-24;VENETO;BASILICATA;12
2023/2024;L-2;TOSCANA;SICILIA;12
2023/2024;L-20;LOMBARDIA;MOLISE;12
2023/2024;L-20;PIEMONTE;LAZIO;12
2023/2024;L-20;VENETO;Provincia autonoma di BOLZANO;12
2023/2024;L-22;ABRUZZO;CALABRIA;12
2023/2024;L-20;UMBRIA;PUGLIA;12
2023/2024;L-22;MARCHE;VENETO;12
2023/2024;L-33;CAMPANIA;LAZIO;12
2023/2024;L-32;TOSCANA;PUGLIA;12
2023/2024;L-32;TOSCANA;REGIONE ESTERA;12
2023/2024;L-32;TOSCANA;LAZIO;12
2023/2024;L-32;LAZIO;CAMPANIA;12
2023/2024;L-31;LOMBARDIA;VALLE D'AOSTA;12
2023/2024;L-31;PIEMONTE;CAMPANIA;12
2023/2024;L-32;LAZIO;ABRUZZO;12
2023/2024;L-36;MARCHE;LOMBARDIA;12
2023/2024;L-34;FRIULI VENEZIA GIULIA;VENETO;12
2023/2024;L-34;EMILIA ROMAGNA;REGIONE ESTERA;12
2023/2024;L-33;Provincia autonoma di BOLZANO;LOMBARDIA;12
2023/2024;L-35;PIEMONTE;SICILIA;12
2023/2024;L-35;Provincia autonoma di TRENTO;MARCHE;12
2023/2024;L-35;LOMBARDIA;VENETO;12
2023/2024;L-35;LOMBARDIA;LIGURIA;12
2023/2024;L-35;EMILIA ROMAGNA;MOLISE;12
2023/2024;L-35;LAZIO;MOLISE;12
2023/2024;L-37;EMILIA ROMAGNA;SICILIA;12
2023/2024;L-37;TOSCANA;EMILIA ROMAGNA;12
2023/2024;L-38;ABRUZZO;UMBRIA;12
2023/2024;L-38;EMILIA ROMAGNA;PIEMONTE;12
2023/2024;L-37;EMILIA ROMAGNA;PIEMONTE;12
2023/2024;L-36;Provincia autonoma di TRENTO;TOSCANA;12
2023/2024;L-39;PIEMONTE;PUGLIA;12
2023/2024;L-39;MARCHE;PUGLIA;12
2023/2024;L-39;MARCHE;ABRUZZO;12
2023/2024;L-4;LAZIO;SICILIA;12
2023/2024;L-4;LOMBARDIA;BASILICATA;12
2023/2024;L-4;LAZIO;CAMPANIA;12
2023/2024;L-4;EMILIA ROMAGNA;TOSCANA;12
2023/2024;L-39;TOSCANA;BASILICATA;12
2023/2024;L-4;PIEMONTE;ABRUZZO;12
2023/2024;L-4;LOMBARDIA;Provincia autonoma di TRENTO;12
2023/2024;L-4;Provincia autonoma di BOLZANO;EMILIA ROMAGNA;12
2023/2024;L-4;VENETO;ABRUZZO;12
2023/2024;L-40;LOMBARDIA;VENETO;12
2023/2024;L-40;LAZIO;LOMBARDIA;12
2023/2024;L-42;TOSCANA;MARCHE;12
2023/2024;L-42;EMILIA ROMAGNA;MOLISE;12
2023/2024;L-41;LAZIO;CAMPANIA;12
2023/2024;L-41;EMILIA ROMAGNA;SICILIA;12
2023/2024;L-41;EMILIA ROMAGNA;CAMPANIA;12
2023/2024;L-40;UMBRIA;ABRUZZO;12
2023/2024;L/SNT1;ABRUZZO;SICILIA;12
2023/2024;L/GASTR;VENETO;LOMBARDIA;12
2023/2024;L/DS;CAMPANIA;PUGLIA;12
2023/2024;99999;TOSCANA;LOMBARDIA;12
2023/2024;99999;TOSCANA;SARDEGNA;12
2023/2024;99999;SICILIA;TOSCANA;12
2023/2024;99999;MARCHE;TOSCANA;12
2023/2024;L/SNT1;VENETO;SARDEGNA;12
2023/2024;L/SNT2;CALABRIA;SICILIA;12
2023/2024;L/SNT1;MOLISE;SICILIA;12
2023/2024;L/SNT1;MOLISE;ABRUZZO;12
2023/2024;L/SNT1;LOMBARDIA;BASILICATA;12
2023/2024;99999;EMILIA ROMAGNA;LAZIO;12
2023/2024;99999;EMILIA ROMAGNA;SICILIA;12
2023/2024;99999;EMILIA ROMAGNA;PIEMONTE;12
2023/2024;99999;EMILIA ROMAGNA;Provincia autonoma di BOLZANO;12
2023/2024;99999;CAMPANIA;EMILIA ROMAGNA;12
2023/2024;99999;LAZIO;MARCHE;12
2023/2024;99999;LAZIO;SARDEGNA;12
2023/2024;99999;LAZIO;TOSCANA;12
2023/2024;L/SNT2;MARCHE;ABRUZZO;12
2023/2024;L/SNT2;LOMBARDIA;LIGURIA;12
2023/2024;L/SNT2;TOSCANA;LIGURIA;12
2023/2024;L/SNT3;VENETO;PUGLIA;12
2023/2024;L/SNT3;VENETO;EMILIA ROMAGNA;12
2023/2024;L/SNT4;LOMBARDIA;PIEMONTE;12
2023/2024;L-10;PUGLIA;CAMPANIA;12
2023/2024;L-11;LOMBARDIA;MARCHE;12
2023/2024;L-1;VENETO;CALABRIA;12
2023/2024;L-1;TOSCANA;FRIULI VENEZIA GIULIA;12
2023/2024;L-13;LOMBARDIA;LIGURIA;12
2023/2024;L-13;EMILIA ROMAGNA;MOLISE;12
2023/2024;L-13;EMILIA ROMAGNA;SARDEGNA;12
2023/2024;L-12;SARDEGNA;REGIONE ESTERA;12
2023/2024;L-12;EMILIA ROMAGNA;LAZIO;12
2023/2024;L-12;EMILIA ROMAGNA;PIEMONTE;12
2023/2024;L-12;EMILIA ROMAGNA;UMBRIA;12
2023/2024;L-12;CAMPANIA;SICILIA;12
2023/2024;L-12;EMILIA ROMAGNA;ABRUZZO;12
2023/2024;L-11;MARCHE;MOLISE;12
2023/2024;L-11;MARCHE;SICILIA;12
2023/2024;L-11;UMBRIA;CAMPANIA;12
2023/2024;L-11;PUGLIA;REGIONE ESTERA;12
2023/2024;L-11;TOSCANA;PIEMONTE;12
2023/2024;L-15;LAZIO;ABRUZZO;12
2023/2024;L-15;LAZIO;UMBRIA;12
2023/2024;L-14;MARCHE;VENETO;12
2023/2024;L-14;PIEMONTE;LAZIO;12
2023/2024;L-13;PIEMONTE;VENETO;12
2023/2024;L-13;TOSCANA;SARDEGNA;12
2023/2024;L-14;EMILIA ROMAGNA;Provincia autonoma di TRENTO;12
2023/2024;L-18;VENETO;CALABRIA;12
2023/2024;L-18;PUGLIA;CAMPANIA;12
2023/2024;L-18;Provincia autonoma di TRENTO;EMILIA ROMAGNA;12
2023/2024;L-18;VENETO;TOSCANA;12
2023/2024;L-19;LIGURIA;LOMBARDIA;12
2023/2024;L-19;LAZIO;LOMBARDIA;12
2023/2024;L-19;EMILIA ROMAGNA;UMBRIA;12
2023/2024;L-19;FRIULI VENEZIA GIULIA;VENETO;12
2023/2024;L-19;LOMBARDIA;TOSCANA;12
2023/2024;L-19;TOSCANA;CALABRIA;12
2023/2024;L-19;PIEMONTE;PUGLIA;12
2023/2024;L-17;PIEMONTE;VENETO;12
2023/2024;L-17;VENETO;PUGLIA;12
2023/2024;L-17;VENETO;PIEMONTE;12
2023/2024;L-17;TOSCANA;SICILIA;12
2023/2024;L-17;TOSCANA;MARCHE;12
2023/2024;L-17;PIEMONTE;BASILICATA;12
2023/2024;L-16;PIEMONTE;VALLE D'AOSTA;12
2023/2024;L-18;PIEMONTE;MARCHE;12
2023/2024;L-18;PIEMONTE;LAZIO;11
2023/2024;L-18;PIEMONTE;CAMPANIA;11
2023/2024;L-18;Provincia autonoma di BOLZANO;LAZIO;11
2023/2024;L-18;MARCHE;LAZIO;11
2023/2024;L-17;CALABRIA;SICILIA;11
2023/2024;L-16;LAZIO;LOMBARDIA;11
2023/2024;L-16;LAZIO;ABRUZZO;11
2023/2024;L-16;LAZIO;CALABRIA;11
2023/2024;L-16;LOMBARDIA;VENETO;11
2023/2024;L-17;PIEMONTE;CALABRIA;11
2023/2024;L-17;TOSCANA;LIGURIA;11
2023/2024;L-17;TOSCANA;CAMPANIA;11
2023/2024;L-19;SICILIA;LOMBARDIA;11
2023/2024;L-19;MARCHE;VENETO;11
2023/2024;L-2;LOMBARDIA;ABRUZZO;11
2023/2024;L-2;MARCHE;ABRUZZO;11
2023/2024;L-2;LOMBARDIA;MARCHE;11
2023/2024;L-2;PIEMONTE;PUGLIA;11
2023/2024;L-19;LAZIO;MARCHE;11
2023/2024;L-19;ABRUZZO;MARCHE;11
2023/2024;L-18;VENETO;ABRUZZO;11
2023/2024;L-18;VALLE D'AOSTA;PIEMONTE;11
2023/2024;L-14;LAZIO;MOLISE;11
2023/2024;L-14;EMILIA ROMAGNA;MOLISE;11
2023/2024;L-13;TOSCANA;VENETO;11
2023/2024;L-13;TOSCANA;REGIONE ESTERA;11
2023/2024;L-13;TOSCANA;ABRUZZO;11
2023/2024;L-13;VENETO;ABRUZZO;11
2023/2024;L-14;Provincia autonoma di TRENTO;MARCHE;11
2023/2024;L-14;TOSCANA;Provincia autonoma di TRENTO;11
2023/2024;L-14;TOSCANA;REGIONE ESTERA;11
2023/2024;L-14;PUGLIA;LAZIO;11
2023/2024;L-14;PUGLIA;CALABRIA;11
2023/2024;L-15;LAZIO;MARCHE;11
2023/2024;L-14;VENETO;SICILIA;11
2023/2024;L-15;MOLISE;PUGLIA;11
2023/2024;L-15;SICILIA;CALABRIA;11
2023/2024;L-11;UMBRIA;PUGLIA;11
