AnnoA;AteneoNOME;AteneoCOD;SESSO;Imm
1998/1999;Napoli Parthenope;6302;F;1358
1998/1999;Napoli Parthenope;6302;M;1587
1998/1999;Napoli Vanvitelli;6306;F;2147
1998/1999;Napoli Vanvitelli;6306;M;1883
1998/1999;Padova;2801;F;6014
1998/1999;Padova;2801;M;4654
1998/1999;Palermo;8201;F;6175
1998/1999;Palermo;8201;M;4901
1998/1999;Palermo ISEF;8202;F;150
1998/1999;Palermo ISEF;8202;M;150
1998/1999;Parma;3401;F;2439
1998/1999;Parma;3401;M;2056
1998/1999;Pavia;1801;F;1679
1998/1999;Pavia;1801;M;1395
1998/1999;Perugia;5401;F;2767
1998/1999;Perugia;5401;M;2034
1998/1999;Perugia ISEF;5402;F;64
1998/1999;Perugia ISEF;5402;M;107
1998/1999;Perugia Stranieri;5403;F;167
1998/1999;Perugia Stranieri;5403;M;134
1998/1999;Piemonte Orientale;201;F;719
1998/1999;Piemonte Orientale;201;M;477
1998/1999;Pisa;5001;F;3683
1998/1999;Pisa;5001;M;3624
1998/1999;Reggio Calabria;8001;F;378
1998/1999;Reggio Calabria;8001;M;693
1998/1999;Roma Biomedico;5808;F;55
1998/1999;Roma Biomedico;5808;M;20
1998/1999;Roma Foro Italico;5806;F;162
1998/1999;Roma Foro Italico;5806;M;196
1998/1999;Roma La Sapienza;5801;F;10753
1998/1999;Roma La Sapienza;5801;M;7816
1998/1999;Roma Luiss;5805;F;489
1998/1999;Roma Luiss;5805;M;510
1998/1999;Roma LUMSA;5803;F;688
1998/1999;Roma LUMSA;5803;M;281
1998/1999;Roma Tor Vergata;5802;F;2418
1998/1999;Roma Tor Vergata;5802;M;2665
1998/1999;Roma Tre;5807;F;3072
1998/1999;Roma Tre;5807;M;2055
1998/1999;Roma UNINT;5809;F;95
1998/1999;Roma UNINT;5809;M;23
1998/1999;Salento;7501;F;3435
1998/1999;Salento;7501;M;1920
1998/1999;Salerno;6501;F;2439
1998/1999;Salerno;6501;M;1936
1998/1999;Sannio;6201;F;455
1998/1999;Sannio;6201;M;574
1998/1999;Sassari;9001;F;1720
1998/1999;Sassari;9001;M;969
1998/1999;Siena;5201;F;1776
1998/1999;Siena;5201;M;1236
1998/1999;Siena Stranieri;5202;F;14
1998/1999;Siena Stranieri;5202;M;3
1998/1999;Teramo;6701;F;909
1998/1999;Teramo;6701;M;895
1998/1999;Torino;101;F;5755
1998/1999;Torino;101;M;3583
1998/1999;Torino ISEF;103;F;150
1998/1999;Torino ISEF;103;M;202
1998/1999;Torino Politecnico;102;F;789
1998/1999;Torino Politecnico;102;M;2470
1998/1999;Trento;2201;F;1317
1998/1999;Trento;2201;M;1348
1998/1999;Trieste;3201;F;2055
1998/1999;Trieste;3201;M;1513
1998/1999;Tuscia;5601;F;783
1998/1999;Tuscia;5601;M;1047
1998/1999;Udine;3001;F;1305
1998/1999;Udine;3001;M;1168
1998/1999;Urbino;4101;F;2272
1998/1999;Urbino;4101;M;1406
1998/1999;Urbino ISEF;4102;F;100
1998/1999;Urbino ISEF;4102;M;152
1998/1999;Venezia Iuav;2702;F;393
1998/1999;Venezia Iuav;2702;M;481
1998/1999;Verona;2301;F;2081
1998/1999;Verona;2301;M;960
