AnnoA;CorsoTIPO;AnnoNascita;SESSO;Isc
2011/2012;Laurea - dm 270/04;1964;F;233
2011/2012;Laurea Magistrale - dm 270/04;1974;F;228
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1982;F;220
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1983;F;219
2011/2012;Laurea - dm 270/04;1963;F;217
2011/2012;Laurea Magistrale - dm 270/04;1975;M;210
2011/2012;Laurea - dm 270/04;1962;F;206
2011/2012;Laurea - dm 270/04;1963;M;205
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1981;F;202
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1985;F;202
2011/2012;Laurea Magistrale - dm 270/04;1973;F;196
2011/2012;Laurea Magistrale - dm 270/04;1976;M;194
2011/2012;Laurea Magistrale - dm 270/04;1969;F;191
2011/2012;Laurea Magistrale - dm 270/04;1972;F;188
2011/2012;Laurea Magistrale - dm 270/04;1971;F;180
2011/2012;Laurea Magistrale - dm 270/04;1968;F;180
2011/2012;Laurea - dm 270/04;1962;M;180
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1986;M;180
2011/2012;Laurea Magistrale - dm 270/04;1967;F;178
2011/2012;Laurea Magistrale - dm 270/04;1965;F;175
2011/2012;Laurea Magistrale - dm 270/04;1966;F;175
2011/2012;Laurea Magistrale - dm 270/04;1970;F;173
2011/2012;Laurea Magistrale - dm 270/04;1974;M;168
2011/2012;Laurea - dm 270/04;1960;F;168
2011/2012;Laurea - dm 270/04;1961;M;168
2011/2012;Laurea Magistrale - dm 270/04;1964;F;160
2011/2012;Laurea Magistrale - dm 270/04;1973;M;159
2011/2012;Laurea - dm 270/04;1961;F;152
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1980;F;151
2011/2012;Laurea Magistrale - dm 270/04;1972;M;147
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1979;F;146
2011/2012;Laurea - dm 270/04;1960;M;146
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1978;F;140
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1985;M;137
2011/2012;Laurea Magistrale - dm 270/04;1971;M;136
2011/2012;Laurea Magistrale - dm 270/04;1966;M;133
2011/2012;Laurea Magistrale - dm 270/04;1963;F;131
2011/2012;Laurea - dm 270/04;1959;M;130
2011/2012;Laurea Magistrale - dm 270/04;1965;M;129
2011/2012;Laurea Magistrale - dm 270/04;1969;M;129
2011/2012;Laurea Magistrale - dm 270/04;1970;M;129
2011/2012;Laurea Magistrale - dm 270/04;1962;F;127
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1977;F;123
2011/2012;Laurea Magistrale - dm 270/04;1968;M;117
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1984;M;117
2011/2012;Laurea  - dm 509/99;1992;M;115
2011/2012;Laurea Magistrale - dm 270/04;1967;M;111
2011/2012;Laurea Magistrale - dm 270/04;1964;M;110
2011/2012;Laurea Magistrale - dm 270/04;1961;F;104
2011/2012;Laurea - dm 270/04;1959;F;104
2011/2012;Laurea Magistrale - dm 270/04;1960;F;102
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1975;F;102
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1976;F;101
2011/2012;Laurea Magistrale - dm 270/04;1963;M;96
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1974;F;95
2011/2012;Laurea Specialistica - dm 509/99;1989;M;94
2011/2012;Laurea - dm 270/04;1958;M;91
2011/2012;Laurea - dm 270/04;1956;M;90
2011/2012;Laurea - dm 270/04;1958;F;85
2011/2012;Laurea - dm 270/04;1957;M;85
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1983;M;83
2011/2012;Laurea - dm 270/04;1957;F;81
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1973;F;81
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1982;M;79
2011/2012;Laurea  - dm 509/99;1990;M;77
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1981;M;74
2011/2012;Laurea Magistrale - dm 270/04;1962;M;74
2011/2012;Laurea  - dm 509/99;1991;M;73
2011/2012;Laurea Specialistica - dm 509/99;1988;M;72
2011/2012;Laurea Magistrale - dm 270/04;1960;M;72
2011/2012;Laurea Magistrale - dm 270/04;1959;F;70
2011/2012;Laurea Magistrale - dm 270/04;1961;M;69
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1980;M;68
2011/2012;Laurea Magistrale - dm 270/04;1958;M;67
2011/2012;Laurea Magistrale - dm 270/04;1958;F;66
2011/2012;Laurea - dm 270/04;1955;M;60
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1979;M;58
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1978;M;58
2011/2012;Laurea - dm 270/04;1956;F;57
2011/2012;Laurea Magistrale - dm 270/04;1959;M;53
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1976;M;53
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1972;F;50
2011/2012;Laurea - dm 270/04;1954;M;50
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1972;M;49
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1977;M;49
2011/2012;Laurea Magistrale - dm 270/04;1957;F;48
2011/2012;Laurea Magistrale - dm 270/04;1956;F;47
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1975;M;46
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1971;F;45
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1974;M;42
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1973;M;41
2011/2012;Laurea Magistrale - dm 270/04;1957;M;41
2011/2012;Laurea Magistrale - dm 270/04;1956;M;40
2011/2012;Laurea - dm 270/04;1952;M;40
2011/2012;Laurea - dm 270/04;1951;M;40
2011/2012;Laurea  - dm 509/99;1992;F;40
2011/2012;Laurea Specialistica - dm 509/99;1987;M;38
2011/2012;Laurea - dm 270/04;1955;F;36
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1969;F;36
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1968;F;36
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1971;M;35
2011/2012;Laurea - dm 270/04;1953;M;33
2011/2012;Laurea Magistrale - dm 270/04;1955;F;32
2011/2012;Laurea - dm 270/04;1948;M;32
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1969;M;31
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1970;F;31
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1968;M;30
2011/2012;Laurea Magistrale - dm 270/04;1955;M;29
2011/2012;Laurea - dm 270/04;1994;M;29
2011/2012;Laurea  - dm 509/99;1989;M;28
2011/2012;Laurea Magistrale - dm 270/04;1954;M;28
2011/2012;Laurea - dm 270/04;1950;M;27
2011/2012;Laurea - dm 270/04;1954;F;26
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1970;M;26
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1967;F;26
2011/2012;Laurea - dm 270/04;1994;F;26
2011/2012;Laurea - dm 270/04;1951;F;25
2011/2012;Laurea Magistrale - dm 270/04;1991;F;24
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1965;F;23
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1964;F;22
2011/2012;Laurea - dm 270/04;1953;F;22
2011/2012;Laurea Magistrale - dm 270/04;1952;M;22
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1966;F;21
2011/2012;Laurea Specialistica - dm 509/99;1986;M;21
2011/2012;Laurea  - dm 509/99;1991;F;20
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1966;M;20
2011/2012;Laurea - dm 270/04;1947;M;20
2011/2012;Laurea - dm 270/04;1952;F;19
2011/2012;Laurea Magistrale - dm 270/04;1954;F;19
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1965;M;19
2011/2012;Laurea Specialistica - dm 509/99;1989;F;19
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1967;M;18
2011/2012;Laurea Magistrale - dm 270/04;1953;M;17
2011/2012;Laurea Magistrale - dm 270/04;1950;M;17
2011/2012;Laurea Magistrale - dm 270/04;1953;F;16
2011/2012;Laurea Specialistica - dm 509/99;1990;M;16
2011/2012;Laurea  - dm 509/99;1990;F;15
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1960;M;15
2011/2012;Laurea Magistrale - dm 270/04;1948;M;15
2011/2012;Laurea - dm 270/04;1949;M;15
2011/2012;Laurea - dm 270/04;1945;M;15
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1964;M;14
2011/2012;Laurea Magistrale - dm 270/04;1991;M;14
2011/2012;Laurea - dm 270/04;1948;F;13
2011/2012;Laurea Magistrale - dm 270/04;1951;M;13
2011/2012;Laurea Magistrale - dm 270/04;1949;M;12
2011/2012;Laurea - dm 270/04;1946;M;12
2011/2012;Laurea - dm 270/04;1943;M;11
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1961;M;11
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1959;F;11
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;F;11
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;M;11
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1963;F;11
2011/2012;Laurea  - dm 509/99;1993;M;11
2011/2012;Laurea  - dm 509/99;1988;M;11
2011/2012;Laurea  - dm 509/99;1989;F;10
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1963;M;10
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1961;F;10
2011/2012;Laurea - dm 270/04;1944;M;10
2011/2012;Laurea Magistrale - dm 270/04;1947;M;10
2011/2012;Laurea Magistrale - dm 270/04;1951;F;9
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1958;M;9
2011/2012;Laurea Magistrale - dm 270/04;1952;F;9
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1957;M;8
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1960;F;8
2011/2012;Laurea Magistrale - dm 270/04;1950;F;8
2011/2012;Laurea Specialistica - dm 509/99;1988;F;8
2011/2012;Laurea Magistrale - dm 270/04;1992;M;8
2011/2012;Laurea - dm 270/04;1950;F;7
2011/2012;Laurea Magistrale - dm 270/04;1946;M;7
2011/2012;Laurea - dm 270/04;1945;F;6
2011/2012;Laurea - dm 270/04;1940;M;6
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1959;M;6
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1953;M;6
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1956;F;6
2011/2012;Laurea Specialistica - dm 509/99;1985;M;6
2011/2012;Laurea  - dm 509/99;1993;F;5
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1994;M;5
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1956;M;5
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1958;F;5
2011/2012;Laurea Magistrale - dm 270/04;1944;M;5
2011/2012;Laurea - dm 270/04;1942;M;5
2011/2012;Laurea - dm 270/04;1936;M;5
2011/2012;Laurea Magistrale - dm 270/04;1946;F;5
2011/2012;Laurea - dm 270/04;1947;F;5
2011/2012;Laurea - dm 270/04;1949;F;5
2011/2012;Laurea Specialistica - dm 509/99;1967;M;5
2011/2012;Laurea Specialistica - dm 509/99;1970;M;5
2011/2012;Laurea Specialistica - dm 509/99;1974;M;5
2011/2012;Laurea Specialistica - dm 509/99;1975;M;4
2011/2012;Laurea Specialistica - dm 509/99;1976;M;4
2011/2012;Laurea Specialistica - dm 509/99;1977;M;4
2011/2012;Laurea Specialistica - dm 509/99;1978;M;4
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1949;F;4
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1949;M;4
2011/2012;Laurea Magistrale - dm 270/04;1949;F;4
2011/2012;Laurea Magistrale - dm 270/04;1948;F;4
2011/2012;Laurea Magistrale - dm 270/04;1945;M;4
2011/2012;Laurea - dm 270/04;1946;F;4
2011/2012;Laurea - dm 270/04;1935;M;4
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1955;M;4
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1994;F;4
2011/2012;Laurea  - dm 509/99;1986;M;4
2011/2012;Laurea Specialistica - dm 509/99;1984;M;4
2011/2012;Laurea  - dm 509/99;1981;M;3
2011/2012;Laurea  - dm 509/99;1987;F;3
2011/2012;Laurea Specialistica - dm 509/99;1987;F;3
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1954;M;3
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1952;M;3
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1951;M;3
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1957;F;3
2011/2012;Laurea Magistrale - dm 270/04;1938;M;3
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1943;M;3
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1947;M;3
2011/2012;Laurea Magistrale - dm 270/04;1947;F;3
2011/2012;Laurea  - dm 509/99;1978;M;3
2011/2012;Laurea Specialistica - dm 509/99;1972;M;3
2011/2012;Laurea Specialistica - dm 509/99;1979;M;3
2011/2012;Laurea Specialistica - dm 509/99;1981;M;3
2011/2012;Laurea  - dm 509/99;1976;M;3
2011/2012;Laurea  - dm 509/99;1971;M;3
2011/2012;Laurea Specialistica - dm 509/99;1969;M;3
2011/2012;Laurea Specialistica - dm 509/99;1971;M;3
2011/2012;Laurea  - dm 509/99;1968;M;3
2011/2012;Laurea  - dm 509/99;1970;M;2
2011/2012;Laurea  - dm 509/99;1962;M;2
2011/2012;Laurea Specialistica - dm 509/99;1968;M;2
2011/2012;Laurea Specialistica - dm 509/99;1973;M;2
2011/2012;Laurea  - dm 509/99;1982;M;2
2011/2012;Laurea  - dm 509/99;1980;F;2
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1947;F;2
2011/2012;Laurea - dm 270/04;1943;F;2
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1950;M;2
2011/2012;Laurea - dm 270/04;1944;F;2
2011/2012;Laurea Magistrale - dm 270/04;1943;F;2
2011/2012;Laurea Magistrale - dm 270/04;1943;M;2
2011/2012;Laurea Magistrale - dm 270/04;1940;M;2
2011/2012;Laurea - dm 270/04;1941;M;2
2011/2012;Laurea Magistrale - dm 270/04;1941;M;2
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1941;M;2
2011/2012;Laurea - dm 270/04;1938;M;2
2011/2012;Laurea - dm 270/04;1939;M;2
2011/2012;Laurea Magistrale - dm 270/04;1939;M;2
2011/2012;Laurea - dm 270/04;1932;M;2
2011/2012;Laurea - dm 270/04;1937;M;2
2011/2012;Laurea Specialistica - dm 509/99;1957;M;2
2011/2012;Laurea Specialistica - dm 509/99;1960;M;2
2011/2012;Laurea  - dm 509/99;1987;M;2
2011/2012;Laurea Specialistica - dm 509/99;1983;M;2
2011/2012;Laurea Magistrale - dm 270/04;1992;F;2
2011/2012;Laurea Specialistica - dm 509/99;1990;F;2
2011/2012;Laurea Magistrale - dm 270/04;1993;F;1
2011/2012;Laurea Specialistica - dm 509/99;1980;M;1
2011/2012;Laurea  - dm 509/99;1985;M;1
2011/2012;Laurea  - dm 509/99;1988;F;1
2011/2012;Laurea Specialistica - dm 509/99;1961;M;1
2011/2012;Laurea  - dm 509/99;1962;F;1
2011/2012;Laurea Specialistica - dm 509/99;1958;M;1
2011/2012;Laurea  - dm 509/99;1959;M;1
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1951;F;1
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1952;F;1
2011/2012;Laurea  - dm 509/99;1954;M;1
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1953;F;1
2011/2012;Laurea Specialistica - dm 509/99;1954;M;1
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1955;F;1
2011/2012;Laurea Specialistica - dm 509/99;1955;M;1
2011/2012;Laurea Magistrale - dm 270/04;1937;M;1
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1937;M;1
2011/2012;Laurea Magistrale - dm 270/04;1936;M;1
2011/2012;Laurea - dm 270/04;1934;M;1
2011/2012;Laurea - dm 270/04;1936;F;1
2011/2012;Laurea - dm 270/04;1940;F;1
2011/2012;Laurea Magistrale - dm 270/04;1939;F;1
2011/2012;Laurea Magistrale - dm 270/04;1938;F;1
2011/2012;Laurea - dm 270/04;1939;F;1
2011/2012;Laurea - dm 270/04;1942;F;1
2011/2012;Laurea Magistrale - dm 270/04;1941;F;1
2011/2012;Laurea - dm 270/04;1941;F;1
2011/2012;Laurea Magistrale - dm 270/04;1940;F;1
2011/2012;Laurea Magistrale - dm 270/04;1942;M;1
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1944;F;1
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1948;M;1
2011/2012;Laurea Specialistica - dm 509/99;1948;M;1
2011/2012;Laurea Magistrale a Ciclo Unico - dm 270/04;1946;M;1
2011/2012;Laurea  - dm 509/99;1980;M;1
2011/2012;Laurea  - dm 509/99;1979;M;1
2011/2012;Laurea  - dm 509/99;1974;M;1
2011/2012;Laurea  - dm 509/99;1975;F;1
2011/2012;Laurea  - dm 509/99;1977;M;1
2011/2012;Laurea  - dm 509/99;1969;M;1
2011/2012;Laurea Specialistica - dm 509/99;1965;M;1
2011/2012;Laurea  - dm 509/99;1966;M;1
2011/2012;Laurea Specialistica - dm 509/99;1963;M;1
2011/2012;Laurea  - dm 509/99;1964;M;1
2011/2012;Laurea Specialistica - dm 509/99;1962;M;1
2011/2012;Laurea  - dm 509/99;1965;M;1
2011/2012;Laurea Magistrale - dm 270/04;1928;M;1
2011/2012;Laurea - dm 270/04;1930;M;1
2011/2012;Laurea - dm 270/04;1932;F;1
2010/2011;Laurea - dm 270/04;1991;F;78469
2010/2011;Laurea - dm 270/04;1991;M;61383
2010/2011;Laurea - dm 270/04;1990;F;23630
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1991;F;22368
2010/2011;Laurea - dm 270/04;1990;M;21899
2010/2011;Laurea Magistrale - dm 270/04;1988;F;15992
2010/2011;Laurea Magistrale - dm 270/04;1987;F;14309
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1991;M;12872
2010/2011;Laurea Magistrale - dm 270/04;1988;M;11332
2010/2011;Laurea Magistrale - dm 270/04;1987;M;9939
2010/2011;Laurea - dm 270/04;1989;M;9701
2010/2011;Laurea - dm 270/04;1989;F;8242
2010/2011;Laurea Magistrale - dm 270/04;1986;F;8165
2010/2011;Laurea  - dm 509/99;1991;F;6653
2010/2011;Laurea Magistrale - dm 270/04;1986;M;6570
2010/2011;Laurea - dm 270/04;1992;F;6010
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1990;F;5124
2010/2011;Laurea - dm 270/04;1988;M;4978
2010/2011;Laurea Magistrale - dm 270/04;1985;F;4783
2010/2011;Laurea - dm 270/04;1992;M;4704
2010/2011;Laurea Magistrale - dm 270/04;1985;M;4137
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1990;M;4123
2010/2011;Laurea - dm 270/04;1988;F;4097
2010/2011;Laurea  - dm 509/99;1990;F;3954
2010/2011;Laurea - dm 270/04;1987;M;3192
2010/2011;Laurea Magistrale - dm 270/04;1984;F;2992
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1992;F;2865
2010/2011;Laurea Magistrale - dm 270/04;1984;M;2744
2010/2011;Laurea - dm 270/04;1987;F;2590
2010/2011;Laurea  - dm 509/99;1991;M;2529
2010/2011;Laurea - dm 270/04;1986;M;2330
2010/2011;Laurea  - dm 509/99;1990;M;1978
2010/2011;Laurea Magistrale - dm 270/04;1983;F;1902
2010/2011;Laurea - dm 270/04;1986;F;1832
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1992;M;1773
2010/2011;Laurea - dm 270/04;1985;M;1733
2010/2011;Laurea Magistrale - dm 270/04;1983;M;1732
2010/2011;Laurea - dm 270/04;1985;F;1494
2010/2011;Laurea - dm 270/04;1984;M;1391
2010/2011;Laurea Magistrale - dm 270/04;1982;F;1323
2010/2011;Corso di Laurea - vecchio ordinamento;1991;F;1240
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1989;M;1196
2010/2011;Laurea Magistrale - dm 270/04;1982;M;1190
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1989;F;1187
2010/2011;Laurea  - dm 509/99;1989;F;1176
2010/2011;Laurea Magistrale - dm 270/04;1989;F;1154
2010/2011;Laurea - dm 270/04;1984;F;1142
2010/2011;Laurea - dm 270/04;1983;M;1072
2010/2011;Laurea - dm 270/04;1983;F;970
2010/2011;Laurea - dm 270/04;1982;M;927
2010/2011;Laurea  - dm 509/99;1989;M;922
2010/2011;Laurea Magistrale - dm 270/04;1989;M;852
2010/2011;Laurea - dm 270/04;1982;F;809
2010/2011;Laurea - dm 270/04;1981;M;805
2010/2011;Laurea Magistrale - dm 270/04;1981;F;762
2010/2011;Laurea - dm 270/04;1980;M;753
2010/2011;Laurea Magistrale - dm 270/04;1981;M;724
2010/2011;Laurea - dm 270/04;1978;M;682
2010/2011;Laurea - dm 270/04;1981;F;663
2010/2011;Laurea - dm 270/04;1980;F;658
2010/2011;Laurea - dm 270/04;1979;M;656
2010/2011;Laurea - dm 270/04;1977;F;633
2010/2011;Laurea - dm 270/04;1974;M;631
2010/2011;Laurea - dm 270/04;1977;M;630
2010/2011;Laurea - dm 270/04;1975;M;628
2010/2011;Laurea  - dm 509/99;1988;F;626
2010/2011;Laurea - dm 270/04;1979;F;600
2010/2011;Laurea  - dm 509/99;1988;M;593
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1988;F;589
2010/2011;Laurea - dm 270/04;1978;F;587
2010/2011;Laurea - dm 270/04;1976;F;562
2010/2011;Laurea - dm 270/04;1974;F;557
2010/2011;Laurea - dm 270/04;1973;M;557
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1988;M;556
2010/2011;Laurea - dm 270/04;1976;M;542
2010/2011;Laurea - dm 270/04;1975;F;521
2010/2011;Laurea Magistrale - dm 270/04;1980;F;519
2010/2011;Laurea - dm 270/04;1973;F;519
2010/2011;Laurea - dm 270/04;1972;M;496
2010/2011;Laurea - dm 270/04;1972;F;483
2010/2011;Laurea - dm 270/04;1970;M;480
2010/2011;Laurea - dm 270/04;1971;M;475
2010/2011;Laurea Magistrale - dm 270/04;1980;M;475
2010/2011;Laurea - dm 270/04;1971;F;473
2010/2011;Corso di Laurea - vecchio ordinamento;1990;F;472
2010/2011;Laurea  - dm 509/99;1987;F;466
2010/2011;Laurea - dm 270/04;1968;M;448
2010/2011;Laurea - dm 270/04;1969;M;447
2010/2011;Laurea - dm 270/04;1967;M;438
2010/2011;Laurea - dm 270/04;1967;F;426
2010/2011;Laurea - dm 270/04;1966;M;416
2010/2011;Laurea - dm 270/04;1969;F;413
2010/2011;Laurea Magistrale - dm 270/04;1979;F;413
2010/2011;Laurea - dm 270/04;1970;F;410
2010/2011;Laurea - dm 270/04;1968;F;405
2010/2011;Laurea - dm 270/04;1965;M;394
2010/2011;Laurea - dm 270/04;1966;F;393
2010/2011;Laurea  - dm 509/99;1987;M;391
2010/2011;Laurea - dm 270/04;1964;M;386
2010/2011;Laurea - dm 270/04;1964;F;377
2010/2011;Laurea - dm 270/04;1965;F;376
2010/2011;Laurea Magistrale - dm 270/04;1979;M;370
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1987;M;355
2010/2011;Laurea - dm 270/04;1963;M;354
2010/2011;Laurea  - dm 509/99;1986;F;339
2010/2011;Laurea Magistrale - dm 270/04;1978;F;334
2010/2011;Laurea  - dm 509/99;1986;M;317
2010/2011;Laurea  - dm 509/99;1985;F;317
2010/2011;Laurea  - dm 509/99;1992;F;308
2010/2011;Laurea - dm 270/04;1963;F;306
2010/2011;Laurea Magistrale - dm 270/04;1978;M;290
2010/2011;Laurea  - dm 509/99;1984;F;282
2010/2011;Laurea Magistrale - dm 270/04;1977;F;281
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1987;F;280
2010/2011;Laurea - dm 270/04;1962;F;280
2010/2011;Laurea Magistrale - dm 270/04;1976;F;277
2010/2011;Laurea - dm 270/04;1962;M;271
2010/2011;Laurea Magistrale - dm 270/04;1977;M;269
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1986;M;267
2010/2011;Laurea - dm 270/04;1961;M;254
2010/2011;Laurea Magistrale - dm 270/04;1975;F;251
2010/2011;Laurea  - dm 509/99;1983;F;250
2010/2011;Laurea  - dm 509/99;1985;M;246
2010/2011;Laurea  - dm 509/99;1984;M;240
2010/2011;Laurea - dm 270/04;1961;F;235
2010/2011;Laurea - dm 270/04;1960;F;230
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1986;F;227
2010/2011;Laurea  - dm 509/99;1982;F;224
2010/2011;Laurea Magistrale - dm 270/04;1975;M;221
2010/2011;Laurea Magistrale - dm 270/04;1976;M;218
2010/2011;Laurea - dm 270/04;1960;M;215
2010/2011;Laurea  - dm 509/99;1983;M;207
2010/2011;Laurea Magistrale - dm 270/04;1974;F;206
2010/2011;Laurea  - dm 509/99;1981;F;198
2010/2011;Laurea Magistrale - dm 270/04;1971;F;191
2010/2011;Laurea Magistrale - dm 270/04;1972;F;188
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1985;M;187
2010/2011;Laurea Magistrale - dm 270/04;1973;F;186
2010/2011;Laurea Magistrale a Ciclo Unico - dm 270/04;1985;F;182
2010/2011;Corso di Laurea - vecchio ordinamento;1989;F;179
2010/2011;Laurea  - dm 509/99;1979;F;177
2010/2011;Laurea Magistrale - dm 270/04;1969;F;175
2010/2011;Laurea - dm 270/04;1959;M;175
2010/2011;Laurea - dm 270/04;1959;F;174
2010/2011;Laurea Magistrale - dm 270/04;1964;F;174
2010/2011;Laurea Magistrale - dm 270/04;1968;F;170
2010/2011;Laurea Magistrale - dm 270/04;1967;F;167
2010/2011;Laurea Magistrale - dm 270/04;1974;M;165
2010/2011;Laurea Magistrale - dm 270/04;1973;M;156
2010/2011;Laurea  - dm 509/99;1981;M;155
2010/2011;Laurea  - dm 509/99;1982;M;155
2010/2011;Laurea Magistrale - dm 270/04;1971;M;154
2010/2011;Laurea  - dm 509/99;1980;F;153
2010/2011;Laurea Magistrale - dm 270/04;1972;M;152
2010/2011;Laurea Specialistica - dm 509/99;1987;F;148
