ANNO_ACCADEMICO;COD_ISTITUTO;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_CORSI_SUP_VO;INTERVENTI_CORSI_ACCADEMICI_NO;INTERVENTI_CORSI_ACCADEMICI_NO_POST
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;013;Borse di studio - N. borse concesse;0;60;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;1;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;45;2
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;56;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;6;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;5;2
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;013;Borse di studio - N. borse concesse;0;6;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;6;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;32;2
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;37;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;041;Interventi a favore di studenti con disabilità - N. domande;37;0;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;042;Interventi a favore di studenti con disabilità - N. interventi concessi;37;0;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;072101072006;Accademie delle Belle Arti;;BARI;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;20;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;14;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;84;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);013;Borse di studio - N. borse concesse;0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;17;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;13;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);051;Attività di collaborazione a tempo parziale - N. collaborazioni;5;68;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
