ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSOCLASSE,CLASSI,ALUNNIMASCHI,ALUNNIFEMMINE
202425,PASL03801Q,SCUOLA SECONDARIA II GRADO,5,1,10,7
202425,CEMM80803R,SCUOLA SECONDARIA I GRADO,3,2,16,17
202425,BSTF033019,SCUOLA SECONDARIA II GRADO,5,10,171,18
202425,TOEE8AU02C,SCUOLA PRIMARIA,3,1,15,6
202425,PIEE81902Q,SCUOLA PRIMARIA,2,1,11,11
202425,CEEE893025,SCUOLA PRIMARIA,5,1,11,3
202425,CAEE82806Q,SCUOLA PRIMARIA,4,1,3,7
202425,PSEE815039,SCUOLA PRIMARIA,1,1,10,4
202425,SREE833031,SCUOLA PRIMARIA,3,2,19,17
202425,PRMM00600X,SCUOLA SECONDARIA I GRADO,2,6,86,64
202425,LEMM8AS01T,SCUOLA SECONDARIA I GRADO,2,10,117,101
202425,VAEE88003A,SCUOLA PRIMARIA,1,2,21,13
202425,CLEE822028,SCUOLA PRIMARIA,4,1,9,3
202425,MEEE857078,SCUOLA PRIMARIA,2,1,4,6
202425,BSMM89702N,SCUOLA SECONDARIA I GRADO,2,2,20,14
202425,LUEE84703N,SCUOLA PRIMARIA,3,2,12,20
202425,MIEE8BN038,SCUOLA PRIMARIA,4,2,10,15
202425,MTPM01101C,SCUOLA SECONDARIA II GRADO,2,4,29,43
202425,FIEE83602P,SCUOLA PRIMARIA,3,3,30,27
202425,RAEE80503V,SCUOLA PRIMARIA,4,1,9,15
202425,SVEE80101L,SCUOLA PRIMARIA,7,1,7,5
202425,SSEE84808B,SCUOLA PRIMARIA,2,1,7,6
202425,SSEE05201R,SCUOLA PRIMARIA,1,4,42,45
202425,TVEE85103R,SCUOLA PRIMARIA,5,2,20,19
202425,PDPS014016,SCUOLA SECONDARIA II GRADO,5,5,47,49
202425,RMEE892037,SCUOLA PRIMARIA,4,1,11,11
202425,SAEE8AA01X,SCUOLA PRIMARIA,2,3,20,17
202425,BOTD02150E,SCUOLA SECONDARIA II GRADO,3,1,2,8
202425,CTEE88901P,SCUOLA PRIMARIA,5,5,51,42
202425,CNMM80601V,SCUOLA SECONDARIA I GRADO,2,3,31,25
202425,MNTA013023,SCUOLA SECONDARIA II GRADO,2,2,30,6
202425,MIEE8DD017,SCUOLA PRIMARIA,3,5,74,41
202425,TPTH01801P,SCUOLA SECONDARIA II GRADO,2,3,53,4
202425,FIEE877032,SCUOLA PRIMARIA,3,1,5,3
202425,FGEE82902V,SCUOLA PRIMARIA,3,3,23,34
202425,VEEE809018,SCUOLA PRIMARIA,1,1,12,7
202425,VTEE818019,SCUOLA PRIMARIA,2,3,30,21
202425,PDPM01301B,SCUOLA SECONDARIA II GRADO,5,3,9,65
202425,AVPS02101T,SCUOLA SECONDARIA II GRADO,3,4,17,27
202425,VEEE841025,SCUOLA PRIMARIA,2,1,7,8
202425,BNRH012501,SCUOLA SECONDARIA II GRADO,5,1,2,3
202425,VEEE86401R,SCUOLA PRIMARIA,1,1,13,12
202425,NAEE8E101X,SCUOLA PRIMARIA,3,4,36,22
202425,PZEE84809P,SCUOLA PRIMARIA,5,1,11,12
202425,LEEE829018,SCUOLA PRIMARIA,3,3,26,26
202425,GORC00301R,SCUOLA SECONDARIA II GRADO,2,2,12,26
202425,PVEE82607N,SCUOLA PRIMARIA,2,1,1,0
202425,BSTD00101G,SCUOLA SECONDARIA II GRADO,2,2,6,26
202425,GEEE85603T,SCUOLA PRIMARIA,5,1,13,12
202425,CLTE01350L,SCUOLA SECONDARIA II GRADO,1,1,2,5
202425,PVEE81803E,SCUOLA PRIMARIA,2,2,15,15
202425,NAEE8HA01Q,SCUOLA PRIMARIA,4,2,16,14
202425,RMEE8EL02G,SCUOLA PRIMARIA,5,2,26,12
202425,MOEE80604R,SCUOLA PRIMARIA,7,2,13,8
202425,NAMM864011,SCUOLA SECONDARIA I GRADO,1,3,36,22
202425,CNTL02201L,SCUOLA SECONDARIA II GRADO,2,1,13,8
202425,MIEE8E8015,SCUOLA PRIMARIA,4,1,6,7
202425,BGEE892034,SCUOLA PRIMARIA,1,1,5,8
202425,MCEE812028,SCUOLA PRIMARIA,2,1,4,10
202425,RMEE8FK019,SCUOLA PRIMARIA,3,4,44,42
202425,CZPM02201E,SCUOLA SECONDARIA II GRADO,1,7,13,135
202425,RIEE808056,SCUOLA PRIMARIA,3,1,6,15
202425,VEPS00301T,SCUOLA SECONDARIA II GRADO,1,7,104,69
202425,REEE84503Q,SCUOLA PRIMARIA,5,2,15,14
202425,BNEE85401C,SCUOLA PRIMARIA,4,6,43,47
202425,REEE84001E,SCUOLA PRIMARIA,5,1,8,8
202425,AVEE87502P,SCUOLA PRIMARIA,4,1,3,8
202425,TORH02901B,SCUOLA SECONDARIA II GRADO,3,7,73,56
202425,PDEE85804E,SCUOLA PRIMARIA,3,2,21,19
202425,PVMM806037,SCUOLA SECONDARIA I GRADO,2,3,30,31
202425,VVEE82905E,SCUOLA PRIMARIA,2,1,2,3
202425,VIEE83201L,SCUOLA PRIMARIA,4,2,15,18
202425,AVTD009013,SCUOLA SECONDARIA II GRADO,5,2,9,4
202425,BOTD021016,SCUOLA SECONDARIA II GRADO,1,4,53,49
202425,CLRH00950B,SCUOLA SECONDARIA II GRADO,4,1,9,11
202425,PDTF007015,SCUOLA SECONDARIA II GRADO,2,3,47,3
202425,NATF11901G,SCUOLA SECONDARIA II GRADO,2,6,89,11
202425,AGEE819024,SCUOLA PRIMARIA,3,2,16,12
202425,KRRI01301V,SCUOLA SECONDARIA II GRADO,3,9,74,53
202425,PORC004028,SCUOLA SECONDARIA II GRADO,4,12,94,83
202425,RMEE8BR038,SCUOLA PRIMARIA,2,1,9,6
202425,PIMM84202Q,SCUOLA SECONDARIA I GRADO,1,1,6,6
202425,FRRH029015,SCUOLA SECONDARIA II GRADO,3,2,18,17
202425,NATD00901T,SCUOLA SECONDARIA II GRADO,1,4,44,38
202425,PRMM839028,SCUOLA SECONDARIA I GRADO,1,1,5,3
202425,ATMM80104G,SCUOLA SECONDARIA I GRADO,1,1,6,5
202425,ORMM82101P,SCUOLA SECONDARIA I GRADO,3,1,8,7
202425,FIMM820013,SCUOLA SECONDARIA I GRADO,3,4,41,48
202425,BRMM80801D,SCUOLA SECONDARIA I GRADO,3,4,38,36
202425,PAMM87301L,SCUOLA SECONDARIA I GRADO,1,3,36,25
202425,CEEE82502E,SCUOLA PRIMARIA,5,1,9,9
202425,LTTF00401R,SCUOLA SECONDARIA II GRADO,1,10,175,53
202425,SVPS030004,SCUOLA SECONDARIA II GRADO,3,12,93,173
202425,AVPS00801B,SCUOLA SECONDARIA II GRADO,3,2,8,19
202425,CBTA02401Q,SCUOLA SECONDARIA II GRADO,1,2,17,8
202425,RMEE8DE03N,SCUOLA PRIMARIA,4,1,16,7
202425,VRMM84601T,SCUOLA SECONDARIA I GRADO,3,2,22,20
202425,PCEE807054,SCUOLA PRIMARIA,1,1,2,6
202425,CEMM84001E,SCUOLA SECONDARIA I GRADO,1,4,34,35
202425,NOEE80703V,SCUOLA PRIMARIA,3,1,9,6
202425,BAEE859019,SCUOLA PRIMARIA,3,2,26,14
202425,AGTD02101B,SCUOLA SECONDARIA II GRADO,3,3,38,15
202425,MEEE87901V,SCUOLA PRIMARIA,1,3,24,20
202425,LTSL02000C,SCUOLA SECONDARIA II GRADO,2,8,52,115
202425,BGMM88102G,SCUOLA SECONDARIA I GRADO,2,2,20,11
202425,CHEE834011,SCUOLA PRIMARIA,2,5,52,54
202425,RMEE8FE02T,SCUOLA PRIMARIA,2,2,17,25
202425,PSMM810024,SCUOLA SECONDARIA I GRADO,3,2,22,21
202425,NAMM80302E,SCUOLA SECONDARIA I GRADO,1,2,12,15
202425,PCMM00200Q,SCUOLA SECONDARIA I GRADO,2,15,162,163
202425,CSEE8AV012,SCUOLA PRIMARIA,5,2,17,17
202425,SRRA004011,SCUOLA SECONDARIA II GRADO,1,1,16,0
202425,REEE822022,SCUOLA PRIMARIA,1,2,22,26
202425,LTMM826012,SCUOLA SECONDARIA I GRADO,1,1,8,7
202425,TOEE887026,SCUOLA PRIMARIA,1,3,25,42
202425,NAEE8DF01C,SCUOLA PRIMARIA,2,1,6,13
202425,SSEE836041,SCUOLA PRIMARIA,3,2,10,16
202425,GOEE81101P,SCUOLA PRIMARIA,4,1,8,2
202425,NAEE8FM012,SCUOLA PRIMARIA,1,1,12,8
202425,GREE816077,SCUOLA PRIMARIA,1,1,8,10
202425,MCEE01401X,SCUOLA PRIMARIA,5,1,13,7
202425,LCEE830039,SCUOLA PRIMARIA,4,1,15,11
202425,CSEE8AS03L,SCUOLA PRIMARIA,7,1,5,6
202425,ATEE820031,SCUOLA PRIMARIA,1,2,31,18
202425,PGEE86002N,SCUOLA PRIMARIA,1,1,11,8
202425,VVMM008008,SCUOLA SECONDARIA I GRADO,1,3,22,20
202425,TOMM810013,SCUOLA SECONDARIA I GRADO,2,5,33,40
202425,LUTD02301B,SCUOLA SECONDARIA II GRADO,3,4,33,38
202425,LCEE828039,SCUOLA PRIMARIA,2,1,8,9
202425,CSMM836012,SCUOLA SECONDARIA I GRADO,2,2,23,12
202425,VAEE84601R,SCUOLA PRIMARIA,4,2,19,21
202425,MCEE83103P,SCUOLA PRIMARIA,1,1,11,10
202425,PAEE8AK016,SCUOLA PRIMARIA,2,5,54,35
202425,PAEE8A2027,SCUOLA PRIMARIA,2,4,39,38
202425,BGEE8AF01C,SCUOLA PRIMARIA,1,2,18,25
202425,PVTF011018,SCUOLA SECONDARIA II GRADO,3,1,19,1
202425,PSEE82702E,SCUOLA PRIMARIA,5,3,34,28
202425,SSMM83003X,SCUOLA SECONDARIA I GRADO,3,1,10,12
202425,MSRI01451A,SCUOLA SECONDARIA II GRADO,5,1,2,3
202425,RMEE8EE016,SCUOLA PRIMARIA,5,3,29,28
202425,VIEE83904E,SCUOLA PRIMARIA,7,1,7,5
202425,TVMM84801T,SCUOLA SECONDARIA I GRADO,3,3,28,23
202425,SSEE851032,SCUOLA PRIMARIA,3,1,9,6
202425,RORA003016,SCUOLA SECONDARIA II GRADO,1,2,25,13
202425,BAEE869032,SCUOLA PRIMARIA,1,1,9,14
202425,RMPS114019,SCUOLA SECONDARIA II GRADO,1,5,80,41
202425,CZMM87401L,SCUOLA SECONDARIA I GRADO,3,9,92,80
202425,VIPM02301B,SCUOLA SECONDARIA II GRADO,4,3,15,64
202425,BTMM85401T,SCUOLA SECONDARIA I GRADO,1,4,46,44
202425,VIEE807021,SCUOLA PRIMARIA,4,2,18,18
202425,PGEE036073,SCUOLA PRIMARIA,5,1,7,6
202425,SAEE87707R,SCUOLA PRIMARIA,7,1,9,6
202425,SVEE81509V,SCUOLA PRIMARIA,4,2,19,24
202425,MIMM8CB01X,SCUOLA SECONDARIA I GRADO,1,7,89,72
202425,REEE82902R,SCUOLA PRIMARIA,5,2,21,14
202425,CBEE836014,SCUOLA PRIMARIA,2,1,12,7
202425,BSEE82602L,SCUOLA PRIMARIA,5,1,14,8
202425,FGEE879031,SCUOLA PRIMARIA,3,2,26,18
202425,FGEE82302X,SCUOLA PRIMARIA,5,1,9,8
202425,PGPC01801G,SCUOLA SECONDARIA II GRADO,4,2,1,15
202425,VTMM82901P,SCUOLA SECONDARIA I GRADO,2,5,63,50
202425,PAEE83003T,SCUOLA PRIMARIA,3,1,7,12
202425,TAPS006012,SCUOLA SECONDARIA II GRADO,2,5,34,39
202425,RMPS27000D,SCUOLA SECONDARIA II GRADO,3,10,137,104
202425,FIEE87401C,SCUOLA PRIMARIA,2,1,10,11
202425,LIEE82701X,SCUOLA PRIMARIA,5,2,28,19
202425,FREE86104T,SCUOLA PRIMARIA,3,1,9,11
202425,REMM848014,SCUOLA SECONDARIA I GRADO,1,7,81,71
202425,CSPS07201P,SCUOLA SECONDARIA II GRADO,1,4,39,36
202425,PGEE81701A,SCUOLA PRIMARIA,3,2,20,24
202425,VCEE805061,SCUOLA PRIMARIA,2,1,7,6
202425,CBEE83204X,SCUOLA PRIMARIA,4,1,8,5
202425,PAPC09000Q,SCUOLA SECONDARIA II GRADO,4,10,49,159
202425,BOEE839013,SCUOLA PRIMARIA,1,2,19,24
202425,VEEE80903A,SCUOLA PRIMARIA,5,2,23,23
202425,KRPS010005,SCUOLA SECONDARIA II GRADO,3,9,117,76
202425,CSMM84601L,SCUOLA SECONDARIA I GRADO,3,1,6,2
202425,FEEE803024,SCUOLA PRIMARIA,2,2,15,14
202425,CEEE86201C,SCUOLA PRIMARIA,4,2,14,19
202425,CTSD05401P,SCUOLA SECONDARIA II GRADO,4,1,0,9
202425,LCTF012018,SCUOLA SECONDARIA II GRADO,2,4,58,26
202425,TOPS22000X,SCUOLA SECONDARIA II GRADO,2,10,85,130
202425,NAMM8FY018,SCUOLA SECONDARIA I GRADO,3,7,69,55
202425,PZEE86405C,SCUOLA PRIMARIA,5,1,8,8
202425,CHPS00301T,SCUOLA SECONDARIA II GRADO,5,1,4,16
202425,LOEE807043,SCUOLA PRIMARIA,1,1,3,8
202425,SIPM011017,SCUOLA SECONDARIA II GRADO,1,1,8,8
202425,BORF00101B,SCUOLA SECONDARIA II GRADO,1,1,13,10
202425,SRSL00301C,SCUOLA SECONDARIA II GRADO,2,1,4,2
202425,CSEE873067,SCUOLA PRIMARIA,1,2,8,13
202425,FOTD00401Q,SCUOLA SECONDARIA II GRADO,1,5,68,54
202425,PCEE81104P,SCUOLA PRIMARIA,5,1,3,5
202425,VEEE871032,SCUOLA PRIMARIA,4,2,16,17
202425,CEEE82901R,SCUOLA PRIMARIA,2,2,12,12
202425,NATF190001,SCUOLA SECONDARIA II GRADO,5,8,120,31
202425,TREE81803X,SCUOLA PRIMARIA,2,1,5,2
202425,NAEE14301V,SCUOLA PRIMARIA,4,3,37,22
202425,TVEE869021,SCUOLA PRIMARIA,2,2,15,16
202425,CSMM85802X,SCUOLA SECONDARIA I GRADO,3,1,1,0
202425,TSEE81203C,SCUOLA PRIMARIA,1,2,28,11
202425,CNRC00451P,SCUOLA SECONDARIA II GRADO,5,2,11,31
202425,LTEE84902R,SCUOLA PRIMARIA,5,1,10,8
202425,PDEE87404C,SCUOLA PRIMARIA,4,1,14,6
202425,CEEE878012,SCUOLA PRIMARIA,3,1,14,12
202425,CAMM86302T,SCUOLA SECONDARIA I GRADO,3,2,11,16
202425,CTEE89304D,SCUOLA PRIMARIA,5,2,25,21
202425,SVEE820034,SCUOLA PRIMARIA,2,1,3,5
202425,BSMM807015,SCUOLA SECONDARIA I GRADO,2,1,12,10
202425,TOEE824034,SCUOLA PRIMARIA,4,1,8,4
202425,BSTF01101C,SCUOLA SECONDARIA II GRADO,1,6,141,3
202425,CLMM83401C,SCUOLA SECONDARIA I GRADO,1,7,69,58
202425,MBEE87002N,SCUOLA PRIMARIA,3,1,13,10
202425,RGTD021014,SCUOLA SECONDARIA II GRADO,4,7,90,49
202425,SAEE888088,SCUOLA PRIMARIA,1,2,17,18
202425,ANTE00401A,SCUOLA SECONDARIA II GRADO,4,5,33,64
202425,TOEE89802L,SCUOLA PRIMARIA,4,2,31,9
202425,MIEE8FS01R,SCUOLA PRIMARIA,1,3,23,23
202425,TORC052017,SCUOLA SECONDARIA II GRADO,1,6,35,99
202425,PZSD030003,SCUOLA SECONDARIA II GRADO,4,8,34,93
202425,RMPC051018,SCUOLA SECONDARIA II GRADO,3,1,4,8
202425,REMM82201X,SCUOLA SECONDARIA I GRADO,3,5,39,63
202425,BTEE852028,SCUOLA PRIMARIA,5,3,22,23
202425,BGMM83701C,SCUOLA SECONDARIA I GRADO,1,2,25,14
202425,BIEE816015,SCUOLA PRIMARIA,1,1,8,5
202425,CHEE839014,SCUOLA PRIMARIA,2,2,18,11
202425,ALEE824037,SCUOLA PRIMARIA,1,2,16,18
202425,RMSD11000B,SCUOLA SECONDARIA II GRADO,5,9,47,147
202425,LTMM82301E,SCUOLA SECONDARIA I GRADO,1,2,16,22
202425,RMEE848024,SCUOLA PRIMARIA,5,4,43,33
202425,FOEE813016,SCUOLA PRIMARIA,4,1,6,9
202425,CSRI073515,SCUOLA SECONDARIA II GRADO,3,3,34,16
202425,AVMM86002X,SCUOLA SECONDARIA I GRADO,1,1,5,4
202425,MIMM8GF01N,SCUOLA SECONDARIA I GRADO,1,6,62,51
202425,RCEE83911L,SCUOLA PRIMARIA,3,1,7,9
202425,PAEE8BS02T,SCUOLA PRIMARIA,4,3,28,24
202425,PGRI01301R,SCUOLA SECONDARIA II GRADO,1,2,22,15
202425,ANTF01602C,SCUOLA SECONDARIA II GRADO,5,2,25,11
202425,LOEE81603R,SCUOLA PRIMARIA,1,3,22,22
202425,SRPS150012,SCUOLA SECONDARIA II GRADO,2,2,13,16
202425,PAEE88101L,SCUOLA PRIMARIA,3,2,22,11
202425,NOPM010005,SCUOLA SECONDARIA II GRADO,4,7,17,124
202425,RMTD049017,SCUOLA SECONDARIA II GRADO,1,4,77,25
202425,AVPS02701R,SCUOLA SECONDARIA II GRADO,1,5,61,54
202425,ENMM816017,SCUOLA SECONDARIA I GRADO,1,3,31,26
202425,VREE844028,SCUOLA PRIMARIA,3,3,34,28
202425,MOMM811036,SCUOLA SECONDARIA I GRADO,2,1,7,3
202425,FREE80303R,SCUOLA PRIMARIA,1,1,9,8
202425,PIMM840013,SCUOLA SECONDARIA I GRADO,1,7,72,78
202425,NOEE82901N,SCUOLA PRIMARIA,4,4,47,44
202425,MTEE81801N,SCUOLA PRIMARIA,1,3,24,21
202425,PAEE8BF014,SCUOLA PRIMARIA,5,1,8,9
202425,RCMM83701C,SCUOLA SECONDARIA I GRADO,2,2,20,12
202425,CAEE848128,SCUOLA PRIMARIA,3,1,4,4
202425,CSEE85405R,SCUOLA PRIMARIA,1,1,10,8
202425,TOMM80501G,SCUOLA SECONDARIA I GRADO,3,2,28,18
202425,BGEE85803L,SCUOLA PRIMARIA,5,2,23,20
202425,CNEE841028,SCUOLA PRIMARIA,4,1,9,3
202425,SRPS14000A,SCUOLA SECONDARIA II GRADO,4,13,94,164
202425,SAEE8BA03L,SCUOLA PRIMARIA,5,1,9,15
202425,CATH02301D,SCUOLA SECONDARIA II GRADO,2,4,53,10
202425,TSEE81101E,SCUOLA PRIMARIA,2,2,20,10
202425,RAEE82701N,SCUOLA PRIMARIA,5,2,17,13
202425,MIEE8DL02R,SCUOLA PRIMARIA,2,2,15,19
202425,TPMM80901R,SCUOLA SECONDARIA I GRADO,3,2,18,24
202425,CAEE839044,SCUOLA PRIMARIA,3,1,10,4
202425,TVMM88103G,SCUOLA SECONDARIA I GRADO,2,2,24,9
202425,CSEE83201Q,SCUOLA PRIMARIA,3,1,5,9
202425,NARI051513,SCUOLA SECONDARIA II GRADO,5,3,25,19
202425,MCMM818026,SCUOLA SECONDARIA I GRADO,1,1,14,3
202425,CZRC01101G,SCUOLA SECONDARIA II GRADO,4,2,23,18
202425,CTTH007018,SCUOLA SECONDARIA II GRADO,3,7,111,21
202425,RIMM822028,SCUOLA SECONDARIA I GRADO,2,1,12,4
202425,BGRF00701C,SCUOLA SECONDARIA II GRADO,2,2,4,51
202425,ALEE80806C,SCUOLA PRIMARIA,2,1,8,3
202425,TSEE80401B,SCUOLA PRIMARIA,2,2,20,16
202425,TEMM04000A,SCUOLA SECONDARIA I GRADO,3,2,20,29
202425,FIPM00901V,SCUOLA SECONDARIA II GRADO,2,3,12,59
202425,FOPS00401X,SCUOLA SECONDARIA II GRADO,5,5,41,73
202425,ROMM811034,SCUOLA SECONDARIA I GRADO,1,2,14,10
202425,NOEE812018,SCUOLA PRIMARIA,5,1,12,9
202425,BSRC009507,SCUOLA SECONDARIA II GRADO,4,1,0,7
202425,BREE82201R,SCUOLA PRIMARIA,3,2,21,15
202425,VREE84301B,SCUOLA PRIMARIA,1,2,20,11
202425,CZEE856058,SCUOLA PRIMARIA,5,1,5,10
202425,PVMM808051,SCUOLA SECONDARIA I GRADO,2,1,11,7
202425,MIEE8CK019,SCUOLA PRIMARIA,2,1,10,11
202425,NOEE82502B,SCUOLA PRIMARIA,1,1,8,5
202425,PVEE80803X,SCUOLA PRIMARIA,2,1,3,4
202425,RMEE8FH04B,SCUOLA PRIMARIA,5,1,11,3
202425,MEEE82402Q,SCUOLA PRIMARIA,3,1,8,5
202425,RCMM83501R,SCUOLA SECONDARIA I GRADO,2,1,6,6
202425,BSEE886028,SCUOLA PRIMARIA,4,1,13,6
202425,CTSD05401P,SCUOLA SECONDARIA II GRADO,1,1,7,8
202425,TOEE8BR015,SCUOLA PRIMARIA,5,3,31,37
202425,CAMM846013,SCUOLA SECONDARIA I GRADO,1,2,18,22
202425,SAEE8BE096,SCUOLA PRIMARIA,7,2,9,9
202425,REEE844041,SCUOLA PRIMARIA,4,2,12,20
202425,FIEE863012,SCUOLA PRIMARIA,4,1,9,6
202425,NOEE81705G,SCUOLA PRIMARIA,1,1,9,10
202425,LOEE80202T,SCUOLA PRIMARIA,1,1,11,2
202425,TOEE83401L,SCUOLA PRIMARIA,5,1,8,6
202425,BSEE854072,SCUOLA PRIMARIA,1,1,8,10
202425,SIMM80802T,SCUOLA SECONDARIA I GRADO,1,2,14,20
202425,KRRA00650C,SCUOLA SECONDARIA II GRADO,4,1,10,2
202425,MIPM050003,SCUOLA SECONDARIA II GRADO,1,16,136,253
202425,VCMM80505V,SCUOLA SECONDARIA I GRADO,1,1,14,7
202425,MTEE823026,SCUOLA PRIMARIA,1,1,8,10
202425,AREE83904C,SCUOLA PRIMARIA,5,1,9,5
202425,MIEE895014,SCUOLA PRIMARIA,5,4,38,35
202425,FGEE84503T,SCUOLA PRIMARIA,3,1,8,12
202425,PZTH016011,SCUOLA SECONDARIA II GRADO,3,2,21,5
202425,CSEE873023,SCUOLA PRIMARIA,4,1,6,5
202425,NAMM8B301P,SCUOLA SECONDARIA I GRADO,3,5,44,30
202425,LUEE84704P,SCUOLA PRIMARIA,2,2,17,16
202425,SSEE025154,SCUOLA PRIMARIA,2,2,18,12
202425,CEEE828044,SCUOLA PRIMARIA,1,1,10,10
202425,FIEE86602E,SCUOLA PRIMARIA,5,1,11,10
202425,MEEE84203A,SCUOLA PRIMARIA,1,1,7,0
202425,PCEE805029,SCUOLA PRIMARIA,2,2,23,21
202425,FIMM820024,SCUOLA SECONDARIA I GRADO,2,2,23,19
202425,TARF04101G,SCUOLA SECONDARIA II GRADO,1,4,13,59
202425,GEEE804046,SCUOLA PRIMARIA,2,1,7,8
202425,FRMM84501Q,SCUOLA SECONDARIA I GRADO,2,4,24,30
202425,RISD01101R,SCUOLA SECONDARIA II GRADO,2,3,11,44
202425,MNEE81401X,SCUOLA PRIMARIA,5,2,21,29
202425,PAEE8BV03A,SCUOLA PRIMARIA,4,2,14,13
202425,PDEE89302Q,SCUOLA PRIMARIA,2,1,11,10
202425,PTEE81502B,SCUOLA PRIMARIA,2,3,25,34
202425,RMEE8F3026,SCUOLA PRIMARIA,4,3,34,29
202425,SREE811056,SCUOLA PRIMARIA,1,1,6,11
202425,AVEE881033,SCUOLA PRIMARIA,1,1,5,4
202425,RMPC06201P,SCUOLA SECONDARIA II GRADO,5,11,66,144
202425,BGMM834022,SCUOLA SECONDARIA I GRADO,2,2,18,21
202425,PZMM815023,SCUOLA SECONDARIA I GRADO,3,2,20,24
202425,CSEE87503Q,SCUOLA PRIMARIA,1,2,11,16
202425,FGMM82501D,SCUOLA SECONDARIA I GRADO,1,2,23,14
202425,CAEE09302Q,SCUOLA PRIMARIA,5,1,12,8
202425,TVEE870036,SCUOLA PRIMARIA,5,1,5,11
202425,MORC00601P,SCUOLA SECONDARIA II GRADO,3,2,16,38
202425,BGEE87202T,SCUOLA PRIMARIA,3,1,5,7
202425,NAMM8AR01G,SCUOLA SECONDARIA I GRADO,2,3,26,23
202425,PRTF002018,SCUOLA SECONDARIA II GRADO,1,8,126,58
202425,GEEE80502X,SCUOLA PRIMARIA,5,1,0,2
202425,CTEE8AZ07P,SCUOLA PRIMARIA,3,1,9,9
202425,ISEE832021,SCUOLA PRIMARIA,1,1,14,5
202425,MIEE8EC012,SCUOLA PRIMARIA,2,2,21,18
202425,FRPS02301C,SCUOLA SECONDARIA II GRADO,2,1,11,6
202425,VEEE87403D,SCUOLA PRIMARIA,4,2,16,19
202425,BREE83802B,SCUOLA PRIMARIA,5,3,33,24
202425,AREE83801D,SCUOLA PRIMARIA,5,2,24,26
202425,SAMM8A0046,SCUOLA SECONDARIA I GRADO,3,2,10,14
202425,RMEE8FT015,SCUOLA PRIMARIA,2,5,39,62
202425,REMM83101P,SCUOLA SECONDARIA I GRADO,1,6,68,51
202425,VIEE856015,SCUOLA PRIMARIA,4,3,25,22
202425,FRPM08000L,SCUOLA SECONDARIA II GRADO,1,7,51,90
202425,CAEE84401C,SCUOLA PRIMARIA,4,3,27,23
202425,VAEE86201P,SCUOLA PRIMARIA,3,3,30,21
202425,RMEE8FW02N,SCUOLA PRIMARIA,1,2,18,16
202425,SSEE841019,SCUOLA PRIMARIA,3,2,16,20
202425,CSEE87101A,SCUOLA PRIMARIA,3,1,6,8
202425,TVEE842054,SCUOLA PRIMARIA,1,1,10,9
202425,CSTE04601D,SCUOLA SECONDARIA II GRADO,2,6,22,70
202425,GEEE839012,SCUOLA PRIMARIA,3,3,33,39
202425,BOTD021016,SCUOLA SECONDARIA II GRADO,2,4,41,32
202425,TOEE8AF013,SCUOLA PRIMARIA,5,2,23,24
202425,CTEE894038,SCUOLA PRIMARIA,5,1,7,4
202425,KREE80801N,SCUOLA PRIMARIA,5,1,5,6
202425,PSEE832011,SCUOLA PRIMARIA,4,2,16,21
202425,CHEE034089,SCUOLA PRIMARIA,4,1,2,5
202425,VREE86301L,SCUOLA PRIMARIA,4,2,17,19
202425,BIEE80701A,SCUOLA PRIMARIA,2,1,10,11
202425,RMEE83101N,SCUOLA PRIMARIA,2,1,12,10
202425,LEEE87001V,SCUOLA PRIMARIA,4,2,21,31
202425,NAEE820018,SCUOLA PRIMARIA,3,2,28,22
202425,SSEE805016,SCUOLA PRIMARIA,4,1,10,7
202425,VIPC04000X,SCUOLA SECONDARIA II GRADO,4,16,129,268
202425,LTRH00650C,SCUOLA SECONDARIA II GRADO,2,3,30,33
202425,MTRH01150D,SCUOLA SECONDARIA II GRADO,2,1,2,9
202425,SREE816026,SCUOLA PRIMARIA,2,1,13,10
202425,AQEE84001V,SCUOLA PRIMARIA,1,2,18,12
202425,APEE80904B,SCUOLA PRIMARIA,2,1,1,3
202425,VCRI01601X,SCUOLA SECONDARIA II GRADO,4,3,34,15
202425,CNEE86601G,SCUOLA PRIMARIA,5,2,19,28
202425,VIEE88101T,SCUOLA PRIMARIA,5,2,22,16
202425,CEEE8A203D,SCUOLA PRIMARIA,4,1,6,9
202425,BGEE81601C,SCUOLA PRIMARIA,1,3,29,34
202425,TOEE866014,SCUOLA PRIMARIA,4,2,20,19
202425,PDEE82404B,SCUOLA PRIMARIA,3,1,12,3
202425,META00901E,SCUOLA SECONDARIA II GRADO,5,2,26,10
202425,VEPC050007,SCUOLA SECONDARIA II GRADO,4,10,110,115
202425,MIEE8BR01N,SCUOLA PRIMARIA,3,3,34,26
202425,FIPC001014,SCUOLA SECONDARIA II GRADO,5,3,23,44
202425,BGPS02000G,SCUOLA SECONDARIA II GRADO,1,14,201,171
202425,BSTF02301P,SCUOLA SECONDARIA II GRADO,4,4,59,20
202425,SSTD010001,SCUOLA SECONDARIA II GRADO,5,8,116,32
202425,PIEE82001V,SCUOLA PRIMARIA,3,1,9,12
202425,UDMM84501P,SCUOLA SECONDARIA I GRADO,2,1,4,6
202425,CEMM8AK01A,SCUOLA SECONDARIA I GRADO,3,4,39,29
