ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,FASCIAETA,ALUNNI
202425,BLEE809054,SCUOLA PRIMARIA,2,6 anni,1
202425,SSMM830041,SCUOLA SECONDARIA I GRADO,3,13 anni,15
202425,NAEE8EQ02Q,SCUOLA PRIMARIA,4,9 anni,44
202425,NAEE8EC02L,SCUOLA PRIMARIA,3,9 anni,1
202425,PRMM80601X,SCUOLA SECONDARIA I GRADO,3,13 anni,101
202425,MNTF011013,SCUOLA SECONDARIA II GRADO,1,15 anni,45
202425,MBEE8CP02E,SCUOLA PRIMARIA,2,6 anni,1
202425,SATL03401B,SCUOLA SECONDARIA II GRADO,1,16 anni,1
202425,PDEE854014,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,CTEE857017,SCUOLA PRIMARIA,1,6 anni,59
202425,CTEE8AZ08Q,SCUOLA PRIMARIA,3,9 anni,1
202425,VEEE867029,SCUOLA PRIMARIA,3,8 anni,36
202425,MNPS007019,SCUOLA SECONDARIA II GRADO,2,17 anni,2
202425,APEE806051,SCUOLA PRIMARIA,3,8 anni,21
202425,PAEE85801G,SCUOLA PRIMARIA,1,7 anni,2
202425,CAEE82001X,SCUOLA PRIMARIA,3,8 anni,28
202425,PZPC011015,SCUOLA SECONDARIA II GRADO,1,14 anni,39
202425,PZPS017017,SCUOLA SECONDARIA II GRADO,2,16 anni,1
202425,ROEE803069,SCUOLA PRIMARIA,1,7 anni,2
202425,RCRI03152P,SCUOLA SECONDARIA II GRADO,3,18 anni,3
202425,AQEE83302R,SCUOLA PRIMARIA,4,8 anni,1
202425,AGEE826038,SCUOLA PRIMARIA,1,8 anni,1
202425,MITF10101R,SCUOLA SECONDARIA II GRADO,4,18 anni,23
202425,VAEE81203Q,SCUOLA PRIMARIA,2,6 anni,1
202425,ARMM82401E,SCUOLA SECONDARIA I GRADO,3,13 anni,20
202425,UDRI00601V,SCUOLA SECONDARIA II GRADO,2,18 anni,2
202425,TOTL06801E,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,9
202425,GOMM814015,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202425,GETD00401B,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,3
202425,PZEE85501D,SCUOLA PRIMARIA,4,9 anni,27
202425,PAEE88801B,SCUOLA PRIMARIA,3,8 anni,15
202425,CSMM89701D,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,9
202425,BNEE80401B,SCUOLA PRIMARIA,3,9 anni,1
202425,PZPS00201D,SCUOLA SECONDARIA II GRADO,3,15 anni,7
202425,CSTA01701G,SCUOLA SECONDARIA II GRADO,4,17 anni,23
202425,VAMM85402Q,SCUOLA SECONDARIA I GRADO,3,12 anni,2
202425,NAEE362012,SCUOLA PRIMARIA,3,9 anni,2
202425,VIEE86102N,SCUOLA PRIMARIA,2,7 anni,30
202425,VREE8AC03N,SCUOLA PRIMARIA,2,7 anni,18
202425,TOTF00701V,SCUOLA SECONDARIA II GRADO,1,15 anni,6
202425,ANEE81801C,SCUOLA PRIMARIA,5,> di 10 anni,3
202425,TOTD05201E,SCUOLA SECONDARIA II GRADO,2,15 anni,68
202425,BGMM82401A,SCUOLA SECONDARIA I GRADO,1,13 anni,1
202425,COMM853015,SCUOLA SECONDARIA I GRADO,1,11 anni,117
202425,PAMM817018,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202425,BTMM866014,SCUOLA SECONDARIA I GRADO,3,13 anni,78
202425,MIEE8FP01X,SCUOLA PRIMARIA,2,7 anni,77
202425,BSMM81801G,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
202425,MIEE8BK02B,SCUOLA PRIMARIA,3,9 anni,1
202425,CHMM813031,SCUOLA SECONDARIA I GRADO,3,13 anni,42
202425,CZTL06000D,SCUOLA SECONDARIA II GRADO,3,16 anni,68
202425,CAMM84204V,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202425,CREE82703V,SCUOLA PRIMARIA,2,7 anni,11
202425,MTTD01601A,SCUOLA SECONDARIA II GRADO,4,16 anni,3
202425,RMMM81401V,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
202425,MIEE8CA026,SCUOLA PRIMARIA,3,9 anni,2
202425,RMEE8G301Q,SCUOLA PRIMARIA,4,10 anni,3
202425,MIEE8DS02L,SCUOLA PRIMARIA,4,10 anni,5
202425,ENRF01901E,SCUOLA SECONDARIA II GRADO,3,17 anni,5
202425,CZEE82508Q,SCUOLA PRIMARIA,5,10 anni,11
202425,ANSD01001R,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,8
202425,SVTD00301L,SCUOLA SECONDARIA II GRADO,1,14 anni,46
202425,BGRF00701C,SCUOLA SECONDARIA II GRADO,3,17 anni,12
202425,CSEE86703R,SCUOLA PRIMARIA,4,10 anni,1
202425,TOEE840032,SCUOLA PRIMARIA,3,8 anni,24
202425,MIEE8BF01N,SCUOLA PRIMARIA,4,10 anni,4
202425,PDEE845019,SCUOLA PRIMARIA,5,10 anni,17
202425,CNEE820016,SCUOLA PRIMARIA,3,7 anni,1
202425,VREE88001A,SCUOLA PRIMARIA,1,6 anni,19
202425,VETD06000R,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,18
202425,SAEE8BA02G,SCUOLA PRIMARIA,2,8 anni,3
202425,RMEE8G6017,SCUOLA PRIMARIA,3,9 anni,6
202425,LTEE812015,SCUOLA PRIMARIA,3,7 anni,4
202425,POPS02000G,SCUOLA SECONDARIA II GRADO,4,17 anni,178
202425,BOEE817016,SCUOLA PRIMARIA,4,10 anni,1
202425,BSEE87703E,SCUOLA PRIMARIA,5,10 anni,22
202425,FEEE816015,SCUOLA PRIMARIA,4,10 anni,2
202425,MIEE8D801E,SCUOLA PRIMARIA,5,10 anni,73
202425,LUEE82605P,SCUOLA PRIMARIA,3,8 anni,2
202425,GOTN011011,SCUOLA SECONDARIA II GRADO,3,17 anni,16
202425,BLTF00801P,SCUOLA SECONDARIA II GRADO,4,18 anni,19
202425,MCEE83203E,SCUOLA PRIMARIA,3,8 anni,37
202425,VREE87202C,SCUOLA PRIMARIA,3,8 anni,132
202425,SAPC120011,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,1
202425,BNTD01401A,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,10
202425,CNEE81603L,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,RCMM861019,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,15
202425,PGEE81703C,SCUOLA PRIMARIA,4,9 anni,20
202425,MIPS120003,SCUOLA SECONDARIA II GRADO,3,17 anni,16
202425,LETF01601R,SCUOLA SECONDARIA II GRADO,2,15 anni,10
202425,TOTD02401A,SCUOLA SECONDARIA II GRADO,4,16 anni,1
202425,MIEE8CT01X,SCUOLA PRIMARIA,4,10 anni,4
202425,GEEE83004P,SCUOLA PRIMARIA,2,7 anni,18
202425,SOMM80901T,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202425,NAEE8BW039,SCUOLA PRIMARIA,4,9 anni,42
202425,PVTF00701L,SCUOLA SECONDARIA II GRADO,2,18 anni,1
202425,TPPM03101L,SCUOLA SECONDARIA II GRADO,3,17 anni,11
202425,RMEE8BJ01N,SCUOLA PRIMARIA,5,9 anni,1
202425,PCEE00301N,SCUOLA PRIMARIA,4,9 anni,21
202425,CSEE84201A,SCUOLA PRIMARIA,1,6 anni,13
202425,TOMM8CF017,SCUOLA SECONDARIA I GRADO,3,12 anni,6
202425,SARF06802G,SCUOLA SECONDARIA II GRADO,4,16 anni,5
202425,NAPS24000P,SCUOLA SECONDARIA II GRADO,1,16 anni,1
202425,CSEE8AM027,SCUOLA PRIMARIA,4,> di 10 anni,1
202425,LITF030009,SCUOLA SECONDARIA II GRADO,1,15 anni,34
202425,PAEE8AQ037,SCUOLA PRIMARIA,5,10 anni,59
202425,MEEE8AD07A,SCUOLA PRIMARIA,1,6 anni,5
202425,BSPS03000P,SCUOLA SECONDARIA II GRADO,1,15 anni,12
202425,NAMM8BQ01T,SCUOLA SECONDARIA I GRADO,2,13 anni,6
202425,BATD069029,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,3
202425,NAPS92000G,SCUOLA SECONDARIA II GRADO,5,17 anni,46
202425,NUEE86801D,SCUOLA PRIMARIA,4,10 anni,1
202425,NATD08401G,SCUOLA SECONDARIA II GRADO,2,16 anni,8
202425,MOEE84804V,SCUOLA PRIMARIA,4,9 anni,21
202425,CERH01450N,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,94
202425,MTMM81102V,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202425,VAMM81701Q,SCUOLA SECONDARIA I GRADO,2,13 anni,9
202425,TOMM8AP01T,SCUOLA SECONDARIA I GRADO,3,13 anni,51
202425,CSEE8AL01A,SCUOLA PRIMARIA,5,10 anni,9
202425,NAEE864023,SCUOLA PRIMARIA,5,10 anni,22
202425,RAMM829018,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,3
202425,NAMM8D901V,SCUOLA SECONDARIA I GRADO,2,11 anni,14
202425,TVEE862059,SCUOLA PRIMARIA,1,7 anni,1
202425,MIMM881026,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,7
202425,LEEE831018,SCUOLA PRIMARIA,4,8 anni,1
202425,RGEE82601V,SCUOLA PRIMARIA,5,9 anni,6
202425,ISMM82601G,SCUOLA SECONDARIA I GRADO,3,13 anni,4
202425,VIRI03002Q,SCUOLA SECONDARIA II GRADO,2,15 anni,103
202425,RNMM818014,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,2
202425,TOEE89405C,SCUOLA PRIMARIA,3,8 anni,10
202425,ALEE816027,SCUOLA PRIMARIA,2,6 anni,1
202425,RCMM81505Q,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202425,VAEE849029,SCUOLA PRIMARIA,3,8 anni,38
202425,CNMM85901B,SCUOLA SECONDARIA I GRADO,2,13 anni,7
202425,SIEE80502B,SCUOLA PRIMARIA,5,> di 10 anni,2
202425,VEMM82801L,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
202425,CSPS03000G,SCUOLA SECONDARIA II GRADO,1,14 anni,167
202425,BSTD00801A,SCUOLA SECONDARIA II GRADO,1,16 anni,1
202425,MOEE845029,SCUOLA PRIMARIA,2,6 anni,1
202425,VRRH020509,SCUOLA SECONDARIA II GRADO,4,18 anni,9
202425,VRMM84801D,SCUOLA SECONDARIA I GRADO,2,12 anni,39
202425,NAEE8E401B,SCUOLA PRIMARIA,5,10 anni,58
202425,VCTF01601R,SCUOLA SECONDARIA II GRADO,4,17 anni,19
202425,BTEE852017,SCUOLA PRIMARIA,2,7 anni,43
202425,MOPC00701V,SCUOLA SECONDARIA II GRADO,1,16 anni,2
202425,GERC004014,SCUOLA SECONDARIA II GRADO,2,14 anni,4
202425,CZEE81804C,SCUOLA PRIMARIA,3,7 anni,3
202425,CBEE82002G,SCUOLA PRIMARIA,4,9 anni,20
202425,MTRH011015,SCUOLA SECONDARIA II GRADO,2,16 anni,5
202425,VREE846031,SCUOLA PRIMARIA,5,10 anni,29
202425,REMM827013,SCUOLA SECONDARIA I GRADO,2,11 anni,4
202425,FRRC00801V,SCUOLA SECONDARIA II GRADO,2,15 anni,22
202425,CAEE89804X,SCUOLA PRIMARIA,1,6 anni,47
202425,NAEE8HP05V,SCUOLA PRIMARIA,2,7 anni,18
202425,AQEE84101P,SCUOLA PRIMARIA,2,7 anni,65
202425,MITF290008,SCUOLA SECONDARIA II GRADO,3,16 anni,151
202425,PTEE81401E,SCUOLA PRIMARIA,1,7 anni,2
202425,BOEE862014,SCUOLA PRIMARIA,1,6 anni,45
202425,FREE860031,SCUOLA PRIMARIA,4,8 anni,13
202425,LESD016015,SCUOLA SECONDARIA II GRADO,1,17 anni,1
202425,PVMM82401P,SCUOLA SECONDARIA I GRADO,1,12 anni,3
202425,AVEE81202G,SCUOLA PRIMARIA,1,6 anni,9
202425,FREE829031,SCUOLA PRIMARIA,2,6 anni,1
202425,VBRI004013,SCUOLA SECONDARIA II GRADO,2,16 anni,31
202425,LEMM85101C,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202425,SRMM816014,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
202425,PZPC01801X,SCUOLA SECONDARIA II GRADO,3,16 anni,40
202425,CSSD01602T,SCUOLA SECONDARIA II GRADO,1,15 anni,2
202425,PCEE815053,SCUOLA PRIMARIA,4,10 anni,1
202425,PNEE819017,SCUOLA PRIMARIA,4,9 anni,33
202425,VVEE024029,SCUOLA PRIMARIA,3,8 anni,9
202425,VITD05050V,SCUOLA SECONDARIA II GRADO,4,18 anni,1
202425,NAPC06801P,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,2
202425,NAMM87901P,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
202425,MOEE82301B,SCUOLA PRIMARIA,2,7 anni,67
202425,NAEE03801E,SCUOLA PRIMARIA,1,7 anni,1
202425,CSEE81201E,SCUOLA PRIMARIA,2,7 anni,23
202425,BGMM82901D,SCUOLA SECONDARIA I GRADO,2,13 anni,7
202425,RMEE8ER02E,SCUOLA PRIMARIA,4,10 anni,2
202425,AGMM84501E,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
202425,CETD01401B,SCUOLA SECONDARIA II GRADO,1,14 anni,62
202425,BSEE8AG01R,SCUOLA PRIMARIA,5,> di 10 anni,3
202425,BGEE83603Q,SCUOLA PRIMARIA,2,7 anni,52
202425,CREE81404T,SCUOLA PRIMARIA,5,10 anni,13
202425,AQEE84802E,SCUOLA PRIMARIA,1,6 anni,42
202425,CREE82203Q,SCUOLA PRIMARIA,2,7 anni,47
202425,NOEE821035,SCUOLA PRIMARIA,4,8 anni,1
202425,SPMM822016,SCUOLA SECONDARIA I GRADO,1,13 anni,1
202425,GORC003527,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,31
202425,VAEE80503L,SCUOLA PRIMARIA,5,10 anni,57
202425,PDMM83104D,SCUOLA SECONDARIA I GRADO,2,12 anni,24
202425,RGEE83102B,SCUOLA PRIMARIA,2,7 anni,92
202425,MIEE85806A,SCUOLA PRIMARIA,3,7 anni,1
202425,BSMM84802C,SCUOLA SECONDARIA I GRADO,3,12 anni,2
202425,CHMM818012,SCUOLA SECONDARIA I GRADO,3,12 anni,6
202425,SAMM8CJ036,SCUOLA SECONDARIA I GRADO,3,13 anni,20
202425,CAMM825056,SCUOLA SECONDARIA I GRADO,2,12 anni,8
202425,MIEE810014,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,MITD03701C,SCUOLA SECONDARIA II GRADO,5,17 anni,4
202425,COMM817012,SCUOLA SECONDARIA I GRADO,1,11 anni,43
202425,VAEE82102D,SCUOLA PRIMARIA,4,9 anni,38
202425,PSEE838032,SCUOLA PRIMARIA,5,> di 10 anni,4
202425,BSEE887013,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,VREE853023,SCUOLA PRIMARIA,1,7 anni,1
202425,RMTD12651R,SCUOLA SECONDARIA II GRADO,4,17 anni,1
202425,SARA010005,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,6
202425,PGEE01701B,SCUOLA PRIMARIA,4,10 anni,2
202425,ARSD06000L,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,11
202425,VEEE86504Q,SCUOLA PRIMARIA,4,10 anni,1
202425,NAEE826017,SCUOLA PRIMARIA,3,9 anni,2
202425,TVPS04000Q,SCUOLA SECONDARIA II GRADO,2,16 anni,13
202425,BGTA02701R,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,2
202425,APMM82701R,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202425,ANEE85201X,SCUOLA PRIMARIA,2,8 anni,1
202425,NAEE8AM022,SCUOLA PRIMARIA,4,8 anni,6
202425,GETH020002,SCUOLA SECONDARIA II GRADO,5,17 anni,3
202425,SVEE80701G,SCUOLA PRIMARIA,5,10 anni,34
202425,RMTF350007,SCUOLA SECONDARIA II GRADO,3,17 anni,24
202425,MNRC006023,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,3
202425,GERC01902V,SCUOLA SECONDARIA II GRADO,2,16 anni,17
202425,MEPS03401T,SCUOLA SECONDARIA II GRADO,3,17 anni,1
202425,VAPC00101L,SCUOLA SECONDARIA II GRADO,2,15 anni,94
202425,BLEE82001P,SCUOLA PRIMARIA,4,> di 10 anni,1
202425,SAEE86611G,SCUOLA PRIMARIA,5,9 anni,1
202425,MCTD00301R,SCUOLA SECONDARIA II GRADO,4,16 anni,1
202425,VAEE86702V,SCUOLA PRIMARIA,4,8 anni,1
202425,MORI00901V,SCUOLA SECONDARIA II GRADO,4,18 anni,6
202425,MBEE85902V,SCUOLA PRIMARIA,5,> di 10 anni,2
202425,CAEE89303Q,SCUOLA PRIMARIA,1,7 anni,1
202425,FRMM85201V,SCUOLA SECONDARIA I GRADO,3,13 anni,34
202425,NAEE8A8018,SCUOLA PRIMARIA,1,6 anni,83
202425,VEEE846017,SCUOLA PRIMARIA,3,9 anni,6
202425,LUEE84304B,SCUOLA PRIMARIA,3,8 anni,21
202425,GOEE80301Q,SCUOLA PRIMARIA,3,8 anni,17
202425,CARH05050A,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,18
202425,PZRI021014,SCUOLA SECONDARIA II GRADO,1,14 anni,3
202425,VAMM82602G,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202425,BOMM88501Q,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
202425,VREE83903T,SCUOLA PRIMARIA,5,9 anni,1
202425,RMSD10000R,SCUOLA SECONDARIA II GRADO,2,17 anni,6
202425,SSSD020006,SCUOLA SECONDARIA II GRADO,5,18 anni,70
202425,NAMM8A501Q,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,15
202425,AVSD02402R,SCUOLA SECONDARIA II GRADO,2,18 anni,1
202425,TAEE83901R,SCUOLA PRIMARIA,1,6 anni,76
202425,OREE82206R,SCUOLA PRIMARIA,1,6 anni,15
202425,VIEE81804D,SCUOLA PRIMARIA,5,10 anni,125
202425,PAMM884024,SCUOLA SECONDARIA I GRADO,1,> di 13 anni,1
202425,SSMM848013,SCUOLA SECONDARIA I GRADO,1,12 anni,3
202425,PGEE05101V,SCUOLA PRIMARIA,1,< di 6 anni,4
202425,COEE80704G,SCUOLA PRIMARIA,3,9 anni,1
202425,TOPS004019,SCUOLA SECONDARIA II GRADO,4,16 anni,1
202425,VTPS011013,SCUOLA SECONDARIA II GRADO,4,18 anni,1
202425,TOEE867021,SCUOLA PRIMARIA,3,8 anni,30
202425,VAEE83201V,SCUOLA PRIMARIA,1,6 anni,28
202425,CNEE86205C,SCUOLA PRIMARIA,4,9 anni,3
202425,TOTA023025,SCUOLA SECONDARIA II GRADO,2,15 anni,25
202425,RMRF03650X,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,33
202425,ALEE825011,SCUOLA PRIMARIA,5,10 anni,85
202425,BSMM89201D,SCUOLA SECONDARIA I GRADO,2,12 anni,107
202425,NAEE172053,SCUOLA PRIMARIA,3,7 anni,3
202425,RMEE8DS014,SCUOLA PRIMARIA,3,8 anni,84
202425,CHEE82802P,SCUOLA PRIMARIA,5,9 anni,1
202425,LIEE81003L,SCUOLA PRIMARIA,2,7 anni,32
202425,PGMM862017,SCUOLA SECONDARIA I GRADO,1,12 anni,4
202425,NAEE8CF01T,SCUOLA PRIMARIA,5,10 anni,99
202425,BGMM81401Q,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202425,IMRI00601X,SCUOLA SECONDARIA II GRADO,5,18 anni,7
202425,CTTH007018,SCUOLA SECONDARIA II GRADO,2,15 anni,112
202425,SPEE81405C,SCUOLA PRIMARIA,1,< di 6 anni,3
202425,MIEE8EL012,SCUOLA PRIMARIA,3,9 anni,1
202425,MOMM82601T,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,8
202425,BLRH00601P,SCUOLA SECONDARIA II GRADO,3,16 anni,10
202425,MIEE8FZ01G,SCUOLA PRIMARIA,1,7 anni,3
202425,MIEE8B4023,SCUOLA PRIMARIA,5,10 anni,31
202425,FGTD010026,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,22
202425,MSRI01103G,SCUOLA SECONDARIA II GRADO,2,17 anni,1
202425,BAEE8AT032,SCUOLA PRIMARIA,4,8 anni,4
202425,VRMM84301A,SCUOLA SECONDARIA I GRADO,3,13 anni,32
202425,TOEE81202R,SCUOLA PRIMARIA,2,6 anni,3
202425,PGSD03000P,SCUOLA SECONDARIA II GRADO,2,14 anni,7
202425,PREE83601R,SCUOLA PRIMARIA,2,8 anni,2
202425,RCSL019019,SCUOLA SECONDARIA II GRADO,4,16 anni,4
202425,SAEE8BV03X,SCUOLA PRIMARIA,5,10 anni,9
202425,RIEE808045,SCUOLA PRIMARIA,4,8 anni,2
202425,PORC00601V,SCUOLA SECONDARIA II GRADO,4,17 anni,15
202425,NAEE8BE01B,SCUOLA PRIMARIA,3,10 anni,1
202425,ENEE82703R,SCUOLA PRIMARIA,1,7 anni,1
202425,LCEE82204B,SCUOLA PRIMARIA,2,6 anni,2
202425,TORI013019,SCUOLA SECONDARIA II GRADO,5,18 anni,36
202425,SAMM852015,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,7
202425,PIEE81004B,SCUOLA PRIMARIA,2,7 anni,27
202425,RAEE82803G,SCUOLA PRIMARIA,5,10 anni,21
202425,NAMM8GX013,SCUOLA SECONDARIA I GRADO,3,12 anni,4
202425,FIEE82203T,SCUOLA PRIMARIA,4,10 anni,1
202425,ORPM01000T,SCUOLA SECONDARIA II GRADO,2,15 anni,145
202425,MCEE82901L,SCUOLA PRIMARIA,4,10 anni,19
202425,VATF008512,SCUOLA SECONDARIA II GRADO,3,17 anni,4
202425,RMEE8A9046,SCUOLA PRIMARIA,3,8 anni,19
202425,ATEE80604Q,SCUOLA PRIMARIA,5,10 anni,18
202425,AVPC02000T,SCUOLA SECONDARIA II GRADO,3,17 anni,1
202425,SIEE81101N,SCUOLA PRIMARIA,3,8 anni,19
202425,RIPC009017,SCUOLA SECONDARIA II GRADO,1,15 anni,2
202425,AVMM869019,SCUOLA SECONDARIA I GRADO,3,12 anni,30
202425,FRTA00801Q,SCUOLA SECONDARIA II GRADO,3,16 anni,18
202425,LEMM831017,SCUOLA SECONDARIA I GRADO,1,11 anni,55
202425,MTMM82701B,SCUOLA SECONDARIA I GRADO,2,12 anni,180
202425,VRTA01201N,SCUOLA SECONDARIA II GRADO,2,15 anni,56
202425,SSMM80203Q,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202425,FIPM03301Q,SCUOLA SECONDARIA II GRADO,3,17 anni,10
202425,COEE82702P,SCUOLA PRIMARIA,2,7 anni,33
202425,TOPS190009,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,9
202425,TAEE80602E,SCUOLA PRIMARIA,2,6 anni,4
202425,LTEE80202G,SCUOLA PRIMARIA,4,10 anni,1
202425,MCEE80903D,SCUOLA PRIMARIA,1,6 anni,6
202425,NOEE80804Q,SCUOLA PRIMARIA,3,7 anni,1
202425,NUEE873022,SCUOLA PRIMARIA,1,6 anni,22
202425,PVEE808041,SCUOLA PRIMARIA,5,10 anni,9
202425,LEEE896013,SCUOLA PRIMARIA,3,7 anni,8
202425,TVEE820046,SCUOLA PRIMARIA,3,8 anni,13
202425,PTEE81401E,SCUOLA PRIMARIA,5,10 anni,45
202425,ALMM81902N,SCUOLA SECONDARIA I GRADO,1,11 anni,40
202425,TVEE84802X,SCUOLA PRIMARIA,3,8 anni,29
202425,SSEE856035,SCUOLA PRIMARIA,2,6 anni,1
202425,PTEE829018,SCUOLA PRIMARIA,4,8 anni,2
202425,PGRI02801E,SCUOLA SECONDARIA II GRADO,4,17 anni,21
202425,CSMM83101V,SCUOLA SECONDARIA I GRADO,1,11 anni,147
202425,BIMM80002G,SCUOLA SECONDARIA I GRADO,2,12 anni,16
202425,VREE894029,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,VEEE81503N,SCUOLA PRIMARIA,1,7 anni,1
202425,TOMM878019,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,3
202425,BSEE881014,SCUOLA PRIMARIA,4,10 anni,2
202425,NAEE8F601N,SCUOLA PRIMARIA,4,8 anni,17
202425,CNRI016018,SCUOLA SECONDARIA II GRADO,3,17 anni,7
202425,COEE854012,SCUOLA PRIMARIA,3,8 anni,14
202425,LEEE859036,SCUOLA PRIMARIA,2,7 anni,46
202425,BTEE8AD01C,SCUOLA PRIMARIA,3,7 anni,6
202425,RCEE84505L,SCUOLA PRIMARIA,3,8 anni,41
202425,BGPC00201X,SCUOLA SECONDARIA II GRADO,4,16 anni,2
202425,ALEE839042,SCUOLA PRIMARIA,1,6 anni,39
202425,SIPM011017,SCUOLA SECONDARIA II GRADO,5,18 anni,10
202425,COEE80307B,SCUOLA PRIMARIA,2,7 anni,23
202425,FEEE82603T,SCUOLA PRIMARIA,5,10 anni,21
202425,TORC02601P,SCUOLA SECONDARIA II GRADO,1,14 anni,29
202425,ALEE80604P,SCUOLA PRIMARIA,3,8 anni,3
202425,MNEE80205T,SCUOLA PRIMARIA,1,7 anni,2
202425,ALMM80701A,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202425,NAMM8BY01T,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,23
202425,RCMM85203L,SCUOLA SECONDARIA I GRADO,3,12 anni,4
202425,PDPS01701N,SCUOLA SECONDARIA II GRADO,2,14 anni,2
202425,TEEE83701G,SCUOLA PRIMARIA,4,8 anni,1
202425,GEEE841012,SCUOLA PRIMARIA,3,9 anni,2
202425,TOTD05201E,SCUOLA SECONDARIA II GRADO,2,16 anni,17
202425,IMEE82002D,SCUOLA PRIMARIA,4,9 anni,4
202425,COMM853015,SCUOLA SECONDARIA I GRADO,1,12 anni,9
202425,LUMM84202C,SCUOLA SECONDARIA I GRADO,3,13 anni,17
202425,BREE81702A,SCUOLA PRIMARIA,2,8 anni,1
202425,LEEE897031,SCUOLA PRIMARIA,4,9 anni,90
202425,VCEE805083,SCUOLA PRIMARIA,1,6 anni,9
202425,APMM809017,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202425,CSRH08401P,SCUOLA SECONDARIA II GRADO,5,18 anni,28
202425,PATF02701E,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,36
202425,LEPC13001P,SCUOLA SECONDARIA II GRADO,2,17 anni,1
202425,FETA011021,SCUOLA SECONDARIA II GRADO,3,16 anni,22
202425,MIEE8AU01E,SCUOLA PRIMARIA,1,< di 6 anni,3
202425,VAEE87206E,SCUOLA PRIMARIA,2,8 anni,2
202425,BGEE826024,SCUOLA PRIMARIA,3,7 anni,1
202425,CZMM85201Q,SCUOLA SECONDARIA I GRADO,2,11 anni,64
202425,VETF01301E,SCUOLA SECONDARIA II GRADO,3,17 anni,37
202425,TVEE870047,SCUOLA PRIMARIA,4,9 anni,36
202425,VEEE83204C,SCUOLA PRIMARIA,1,6 anni,16
202425,NATD00901T,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,3
202425,KRRI01301V,SCUOLA SECONDARIA II GRADO,4,16 anni,13
202425,LERH00101P,SCUOLA SECONDARIA II GRADO,4,17 anni,64
202425,FETD00601V,SCUOLA SECONDARIA II GRADO,2,18 anni,1
202425,CTEE899019,SCUOLA PRIMARIA,1,6 anni,27
202425,BNRC028011,SCUOLA SECONDARIA II GRADO,3,17 anni,1
202425,CZTD01801N,SCUOLA SECONDARIA II GRADO,2,18 anni,1
202425,RCEE805089,SCUOLA PRIMARIA,3,8 anni,55
202425,NAMM8E801N,SCUOLA SECONDARIA I GRADO,1,13 anni,1
