AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeP;SedeC;GruppoCODICE;Sesso;Isc
2024/2025;4201;Marche;LM-41;Medicina e Chirurgia;42.0;42002;14;F;1088
2023/2024;6601;L'Aquila;L-14;Operatore Giuridico d'Impresa;66.0;66049;8;F;1088
2023/2024;2801;Padova;LM-41;Medicina e Chirurgia;28.0;28060;14;M;1090
2023/2024;3701;Bologna;LM-41;Medicina e Chirurgia;37.0;37006;14;M;1091
2024/2025;1701;Brescia;LM-41;Medicina e Chirurgia;17.0;17029;14;F;1092
2024/2025;8001;Reggio Calabria;LM-85 bis;Scienze della Formazione Primaria;80.0;80063;1;F;1095
2024/2025;5816;Roma San Raffaele - telematica;LM-67;Scienze e Tecniche delle Attività Motorie Preventive e Adattate;58.0;58091;14;F;1096
2023/2024;4801;Firenze;L-20;Scienze Umanistiche per la Comunicazione;48.0;48017;5;F;1096
2023/2024;6303;Napoli L'Orientale;L-11;Lingue, Letterature e Culture dell'Europa e delle Americhe;63.0;63049;4;F;1097
2024/2025;5810;Roma Marconi - telematica;L-8;Ingegneria Informatica;58.0;58091;12;M;1098
2023/2024;1301;Novedrate e-Campus - telematica;L-13;Scienze Biologiche;13.0;13163;9;F;1098
2024/2025;8201;Palermo;L-24;Scienze e Tecniche Psicologiche;82.0;82053;6;F;1099
2024/2025;7201;Bari;L-10;Lettere;72.0;72006;3;F;1102
2023/2024;3401;Parma;L-19;Scienze dell'Educazione e dei Processi Formativi;34.0;34027;1;F;1103
2023/2024;5815;Roma UNICUSANO - telematica;LMG/01;Giurisprudenza;58.0;58091;8;M;1103
2023/2024;4101;Urbino;LM-85 bis;Scienze della Formazione Primaria;41.0;41067;1;F;1107
2024/2025;3801;Ferrara;LM-41;Medicina e Chirurgia;38.0;38008;14;M;1111
2024/2025;101;Torino;L-24;Scienze e Tecniche Psicologiche;1.0;1272;6;F;1112
2024/2025;5802;Roma Tor Vergata;L-19;Scienze dell'Educazione e della Formazione;58.0;58091;1;F;1112
2023/2024;6601;L'Aquila;LM-85 bis;Scienze della Formazione Primaria;66.0;66049;1;F;1115
2024/2025;3801;Ferrara;L-19;Scienze dell'Educazione;38.0;38008;1;F;1116
2024/2025;7201;Bari;L-12;Lingue e Culture per il Turismo e la Mediazione Internazionale;72.0;72006;4;F;1116
2024/2025;6301;Napoli Federico II;L-18;Economia Aziendale;63.0;63049;7;F;1117
2023/2024;1301;Novedrate e-Campus - telematica;LMG/01;Giurisprudenza;13.0;13163;8;F;1121
2024/2025;4801;Firenze;L-20;Scienze Umanistiche per la Comunicazione;48.0;48017;5;F;1125
2024/2025;6901;Chieti e Pescara;LM-41;Medicina e Chirurgia;69.0;69022;14;F;1125
2024/2025;9201;Cagliari;LM-41;Medicina e Chirurgia;92.0;92009;14;F;1125
2023/2024;8701;Catania;L-18;Economia Aziendale;87.0;87015;7;M;1128
2024/2025;1601;Bergamo;L-18;Economia Aziendale;16.0;16024;7;M;1129
2024/2025;6601;L'Aquila;LM-85 bis;Scienze della Formazione Primaria;66.0;66049;1;F;1130
2024/2025;5801;Roma La Sapienza;L-11;Lingue e Civiltà Orientali;58.0;58091;4;F;1130
2024/2025;7101;Foggia;L-19;Scienze dell'Educazione e della Formazione;71.0;71024;1;F;1131
2023/2024;6901;Chieti e Pescara;L-40;Sociologia e Criminologia;69.0;69022;5;F;1131
2023/2024;7202;Bari Politecnico;L-9;Ingegneria Meccanica;72.0;72006;12;M;1131
2023/2024;1501;Milano;L-42;Storia;15.0;15146;3;M;1131
2023/2024;5802;Roma Tor Vergata;LM-41;Medicina e Chirurgia;58.0;58091;14;F;1131
2024/2025;7202;Bari Politecnico;L-9;Ingegneria Meccanica;72.0;72006;12;M;1134
2023/2024;6501;Salerno;L-10;Lettere;65.0;65052;3;F;1134
2023/2024;6301;Napoli Federico II;L-11;Lingue, Culture e Letterature Moderne Europee;63.0;63049;4;F;1137
2023/2024;1601;Bergamo;L-18;Economia Aziendale;16.0;16024;7;M;1137
2023/2024;102;Torino Politecnico;LM-31;Ingegneria Gestionale;1.0;1272;12;M;1138
2024/2025;2701;Ca' Foscari Venezia;L-11;Lingue, Civiltà e Scienze del Linguaggio;27.0;27042;4;F;1141
2024/2025;8701;Catania;L-31;Informatica;87.0;87015;10;M;1142
2023/2024;2701;Ca' Foscari Venezia;L-1;Conservazione e Gestione dei Beni e delle Attività Culturali;27.0;27042;2;F;1144
2024/2025;5401;Perugia;L-22;Scienze Motorie e Sportive;54.0;54039;15;M;1145
2023/2024;7001;Molise;LM-85 bis;Scienze della Formazione Primaria;70.0;70006;1;F;1145
2023/2024;201;Piemonte Orientale;L-18;Economia Aziendale;3.0;3106;7;M;1145
2024/2025;6302;Napoli Parthenope;L-18;Economia Aziendale;63.0;63049;7;M;1147
2023/2024;1501;Milano;L-11;Lingue e Letterature Straniere;15.0;15146;4;F;1148
2023/2024;1701;Brescia;L-18;Economia e Gestione Aziendale;17.0;17029;7;M;1149
2023/2024;2701;Ca' Foscari Venezia;L-11;Lingue, Civiltà e Scienze del Linguaggio;27.0;27042;4;F;1149
2023/2024;5807;Roma Tre;LMG/01;Giurisprudenza;58.0;58091;8;M;1149
2024/2025;102;Torino Politecnico;LM-31;Ingegneria Gestionale;1.0;1272;12;M;1153
2024/2025;4801;Firenze;LM-41;Medicina e Chirurgia;48.0;48017;14;M;1153
2023/2024;5814;Roma  Mercatorum - telematica;L-20;Comunicazione e Multimedialita';58.0;58091;5;M;1153
2023/2024;5815;Roma UNICUSANO - telematica;L-36;Scienze Politiche e Relazioni Internazionali;58.0;58091;5;M;1154
2023/2024;3401;Parma;LM-41;Medicina e Chirurgia;34.0;34027;14;F;1159
2024/2025;101;Torino;L-14;Global Law And Transnational Legal Studies;1.0;1272;8;F;1161
2024/2025;1601;Bergamo;L-18;Economia Aziendale;16.0;16024;7;F;1161
2024/2025;1801;Pavia;LM-41;Medicina e Chirurgia;18.0;18110;14;F;1163
2024/2025;5001;Pisa;L-18;Economia Aziendale;50.0;50026;7;M;1163
2023/2024;7202;Bari Politecnico;L-8;Ingegneria Informatica e dell'Automazione;72.0;72006;12;M;1163
2024/2025;5401;Perugia;LM-41;Medicina e Chirurgia;54.0;54039;14;F;1164
2024/2025;3401;Parma;L-19;Scienze dell'Educazione e dei Processi Formativi;34.0;34027;1;F;1165
2023/2024;5807;Roma Tre;L-20;Scienze della Comunicazione;58.0;58091;5;F;1165
2023/2024;4801;Firenze;LM-41;Medicina e Chirurgia;48.0;48017;14;M;1165
2023/2024;4301;Macerata;LM-85 bis;Scienze della Formazione Primaria;43.0;43023;1;F;1167
2024/2025;1301;Novedrate e-Campus - telematica;L-11;Lingue e Culture Europee e del Resto del Mondo;13.0;13163;4;F;1169
2023/2024;1301;Novedrate e-Campus - telematica;LM-51;Psicologia;13.0;13163;6;F;1169
2024/2025;5801;Roma La Sapienza;L-8;Ingegneria Informatica e Automatica;58.0;58091;12;M;1170
2024/2025;7202;Bari Politecnico;L-8;Ingegneria Informatica e dell'Automazione;72.0;72006;12;M;1173
2023/2024;5801;Roma La Sapienza;LM-4cu;Architettura;58.0;58091;11;F;1173
2024/2025;1701;Brescia;L-18;Economia e Gestione Aziendale;17.0;17029;7;M;1174
2023/2024;1301;Novedrate e-Campus - telematica;L-10;Letteratura, Arte, Musica e Spettacolo;13.0;13163;3;F;1174
2024/2025;1501;Milano;L-42;Storia;15.0;15146;3;M;1178
2023/2024;7201;Bari;L-10;Lettere;72.0;72006;3;F;1178
2023/2024;102;Torino Politecnico;L-9;Ingegneria Aerospaziale;1.0;1272;12;M;1178
2024/2025;1505;Milano IULM;L-20;Comunicazione, Media e Pubblicità;15.0;15146;5;F;1180
2023/2024;5810;Roma Marconi - telematica;LM-51;Psicologia;58.0;58091;6;F;1182
2023/2024;8301;Messina;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);83.0;83048;14;F;1183
2023/2024;7101;Foggia;L-19;Scienze dell'Educazione e della Formazione;71.0;71024;1;F;1185
2023/2024;1301;Novedrate e-Campus - telematica;L-24;Scienze e Tecniche Psicologiche;13.0;13163;6;M;1185
2024/2025;2801;Padova;L-9;Ingegneria Aerospaziale;28.0;28060;12;M;1186
2024/2025;1509;Milano Bicocca;L-31;Informatica;15.0;15146;10;M;1188
2023/2024;8201;Palermo;LM-41;Medicina e Chirurgia;82.0;82053;14;M;1188
2023/2024;5801;Roma La Sapienza;L-8;Ingegneria Informatica e Automatica;58.0;58091;12;M;1188
2023/2024;5801;Roma La Sapienza;L-11;Lingue e Civiltà Orientali;58.0;58091;4;F;1191
2023/2024;1505;Milano IULM;L-20;Comunicazione, Media e Pubblicità;15.0;15146;5;F;1192
2023/2024;5201;Siena;LM-41;Medicina e Chirurgia;52.0;52032;14;F;1194
2024/2025;5801;Roma La Sapienza;L-20;Comunicazione Pubblica e d'Impresa;58.0;58091;5;F;1195
2024/2025;1301;Novedrate e-Campus - telematica;LM-67;Scienze dell'esercizio fisico per il benessere e la salute;13.0;13163;14;M;1198
2023/2024;7801;Calabria;LM-85 bis;Scienze della Formazione Primaria;78.0;78102;1;F;1200
2024/2025;5801;Roma La Sapienza;LM-4cu;Architettura;58.0;58091;11;F;1202
2023/2024;8201;Palermo;L-24;Scienze e Tecniche Psicologiche;82.0;82053;6;F;1203
2023/2024;1301;Novedrate e-Campus - telematica;LM-37;Lingue e Letterature Moderne e Traduzione Interculturale;13.0;13163;4;F;1203
2024/2025;102;Torino Politecnico;L-9;Ingegneria Aerospaziale;1.0;1272;12;M;1204
2024/2025;5816;Roma San Raffaele - telematica;L-26;Scienze dell'Alimentazione e Gastronomia;58.0;58091;13;M;1206
2024/2025;1501;Milano;L-11;Lingue e Letterature Straniere;15.0;15146;4;F;1207
2024/2025;3801;Ferrara;L-18;Economia;38.0;38008;7;F;1208
2023/2024;7201;Bari;L-12;Lingue e Culture per il Turismo e la Mediazione Internazionale;72.0;72006;4;F;1208
2024/2025;6301;Napoli Federico II;LMG/01;Corso di Laurea Magistrale in Giurisprudenza;63.0;63049;8;F;1215
2024/2025;8201;Palermo;LM-41;Medicina e Chirurgia;82.0;82053;14;M;1215
2023/2024;1601;Bergamo;L-18;Economia Aziendale;16.0;16024;7;F;1215
2024/2025;1301;Novedrate e-Campus - telematica;L-7;Ingegneria Civile e Ambientale;13.0;13163;11;M;1217
2023/2024;5001;Pisa;LM-41;Medicina e Chirurgia;50.0;50026;14;F;1217
2023/2024;6301;Napoli Federico II;L-18;Economia Aziendale;63.0;63049;7;F;1220
2024/2025;4101;Urbino;LM-85 bis;Scienze della Formazione Primaria;41.0;41067;1;F;1221
2023/2024;1001;Genova;LM-41;Medicina e Chirurgia;10.0;10025;14;F;1221
2024/2025;1301;Novedrate e-Campus - telematica;LM-51;Psicologia;13.0;13163;6;F;1224
2023/2024;1504;Milano Cattolica;LM-41;Medicina e Chirurgia;58.0;58091;14;F;1224
2024/2025;101;Torino;L-18;Economia Aziendale;1.0;1272;7;F;1226
2024/2025;3701;Bologna;L-20;Scienze della Comunicazione;37.0;37006;5;F;1228
2023/2024;5813;Roma UNINETTUNO - telematica;L-24;Discipline Psicosociali;58.0;58091;6;M;1228
2023/2024;3801;Ferrara;L-18;Economia;38.0;38008;7;F;1228
2023/2024;1504;Milano Cattolica;LM-85 bis;Scienze della Formazione Primaria;15.0;15146;1;F;1229
2023/2024;6301;Napoli Federico II;LM-41;Medicina e Chirurgia;63.0;63049;14;M;1232
2024/2025;2301;Verona;L-12;Lingue e Culture per il Turismo e il Commercio Internazionale;23.0;23091;4;F;1234
2024/2025;101;Torino;L-12;Scienze della Mediazione Linguistica;1.0;1272;4;F;1234
2024/2025;6301;Napoli Federico II;LMG/01;Giurisprudenza;63.0;63049;8;M;1235
2024/2025;1502;Milano Politecnico;LM-33;Mechanical Engineering - Ingegneria Meccanica;15.0;15146;12;M;1236
2024/2025;3401;Parma;LM-41;Medicina e Chirurgia;34.0;34027;14;F;1239
2023/2024;5816;Roma San Raffaele - telematica;LM-67;Scienze e Tecniche delle Attività Motorie Preventive e Adattate;58.0;58091;14;M;1239
2023/2024;1504;Milano Cattolica;LM-85 bis;Scienze della Formazione Primaria;17.0;17029;1;F;1240
2023/2024;1501;Milano;LM-41;Medicina e Chirurgia;15.0;15146;14;M;1241
2023/2024;2801;Padova;L-9;Ingegneria Meccanica;28.0;28060;12;M;1241
2023/2024;1509;Milano Bicocca;L-31;Informatica;15.0;15146;10;M;1242
2024/2025;4801;Firenze;L-11;Lingue, Letterature e Studi Interculturali;48.0;48017;4;F;1244
2024/2025;6303;Napoli L'Orientale;L-11;Lingue e Culture Comparate;63.0;63049;4;F;1245
2024/2025;101;Torino;LM-41;Medicina e Chirurgia;1.0;1272;14;M;1246
2023/2024;101;Torino;LM-41;Medicina e Chirurgia;1.0;1272;14;M;1249
2024/2025;5801;Roma La Sapienza;L-9;Ingegneria Meccanica;58.0;58091;12;M;1250
2023/2024;5818;Roma Saint Camillus;LM-41;Medicina e Chirurgia;58.0;58091;14;F;1250
2024/2025;6601;L'Aquila;L-14;Operatore Giuridico d'Impresa;66.0;66049;8;F;1251
2023/2024;4801;Firenze;L-19;Scienze dell'Educazione e della Formazione;48.0;48017;1;F;1253
2024/2025;4801;Firenze;L-19;Scienze dell'Educazione e della Formazione;48.0;48017;1;F;1254
2024/2025;1504;Milano Cattolica;LM-85 bis;Scienze della Formazione Primaria;15.0;15146;1;F;1255
2023/2024;5802;Roma Tor Vergata;L-24;Psicologia Generale, dello Sviluppo, del Genere e del Comportamento Sociale;58.0;58091;6;F;1255
2024/2025;5807;Roma Tre;L-20;Scienze della Comunicazione;58.0;58091;5;F;1258
2023/2024;101;Torino;L-18;Economia Aziendale;1.0;1272;7;F;1258
2024/2025;1504;Milano Cattolica;LM-85 bis;Scienze della formazione primaria;17.0;17029;1;F;1260
2023/2024;3701;Bologna;L-20;Scienze della Comunicazione;37.0;37006;5;F;1260
2023/2024;7901;Catanzaro;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);79.0;79023;14;F;1261
2024/2025;1509;Milano Bicocca;L-24;Scienze e Tecniche Psicologiche;15.0;15146;6;F;1262
2024/2025;4801;Firenze;L-24;Scienze e Tecniche Psicologiche;48.0;48017;6;F;1262
2024/2025;4301;Macerata;LM-85 bis;Scienze della Formazione Primaria;43.0;43023;1;F;1263
2024/2025;7001;Molise;LM-85 bis;Scienze della Formazione Primaria;70.0;70006;1;F;1263
2024/2025;7801;Calabria;LM-85 bis;Scienze della Formazione Primaria;78.0;78102;1;F;1263
2024/2025;2801;Padova;L-9;Ingegneria Meccanica;28.0;28060;12;M;1267
2024/2025;5201;Siena;LM-41;Medicina e Chirurgia;52.0;52032;14;F;1270
2023/2024;3801;Ferrara;L-22;Scienze Motorie;38.0;38008;15;M;1270
2023/2024;5801;Roma La Sapienza;L-20;Comunicazione Pubblica e d'Impresa;58.0;58091;5;F;1270
2024/2025;1601;Bergamo;L-11;Lingue e Letterature Straniere Moderne;16.0;16024;4;F;1272
2024/2025;5814;Roma  Mercatorum - telematica;LM-77;Management;58.0;58091;7;F;1272
2024/2025;8701;Catania;L-18;Economia Aziendale;87.0;87015;7;M;1272
2024/2025;1502;Milano Politecnico;L-17;Progettazione dell’Architettura;15.0;15146;11;M;1275
2023/2024;5801;Roma La Sapienza;L-9;Ingegneria Meccanica;58.0;58091;12;M;1276
2024/2025;7901;Catanzaro;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);79.0;79023;14;F;1278
2024/2025;5801;Roma La Sapienza;L-10;Lettere Moderne;58.0;58091;3;F;1279
2023/2024;1301;Novedrate e-Campus - telematica;L-7;Ingegneria Civile e Ambientale;13.0;13163;11;M;1281
2024/2025;6301;Napoli Federico II;L-13;Biologia;63.0;63049;9;F;1285
2023/2024;5001;Pisa;L-31;Informatica;50.0;50026;10;M;1285
2023/2024;1502;Milano Politecnico;L-17;Progettazione dell’Architettura;15.0;15146;11;M;1286
2024/2025;8701;Catania;L-19;Scienze dell'Educazione e della Formazione;87.0;87015;1;F;1287
2023/2024;8701;Catania;LM-41;Medicina e Chirurgia;87.0;87015;14;M;1287
2024/2025;3801;Ferrara;L-18;Economia;38.0;38008;7;M;1288
2023/2024;5801;Roma La Sapienza;L-11;Lingue, Culture, Letterature, Traduzione;58.0;58091;4;F;1289
2024/2025;6501;Salerno;L-18;Economia e Management;65.0;65052;7;M;1290
2023/2024;1509;Milano Bicocca;L-24;Scienze e Tecniche Psicologiche;15.0;15146;6;F;1290
2024/2025;8301;Messina;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);83.0;83048;14;F;1291
2023/2024;1601;Bergamo;L-11;Lingue e Letterature Straniere Moderne;16.0;16024;4;F;1291
2023/2024;4801;Firenze;L-24;Scienze e Tecniche Psicologiche;48.0;48017;6;F;1294
2023/2024;5814;Roma  Mercatorum - telematica;LM-77;Management;58.0;58091;7;F;1294
2023/2024;102;Torino Politecnico;LM-32;Ingegneria Informatica;1.0;1272;12;M;1296
2023/2024;5814;Roma  Mercatorum - telematica;LM-31;Ingegneria Gestionale;58.0;58091;12;M;1297
2023/2024;6501;Salerno;L-18;Economia e Management;65.0;65052;7;M;1297
2024/2025;1502;Milano Politecnico;LM-31;Management Engineering - Ingegneria Gestionale;15.0;15146;12;M;1301
2024/2025;8701;Catania;LM-41;Medicina e Chirurgia;87.0;87015;14;M;1302
2024/2025;5001;Pisa;LM-41;Medicina e Chirurgia;50.0;50026;14;F;1303
2023/2024;6301;Napoli Federico II;L-39;Servizio Sociale;63.0;63049;14;F;1306
2023/2024;2301;Verona;L-12;Lingue e Culture per il Turismo e il Commercio Internazionale;23.0;23091;4;F;1306
2023/2024;7501;Salento;L-19;Educazione Sociale e Tecniche dell'Intervento Educativo;75.0;75035;1;F;1308
2024/2025;3401;Parma;L-18;Economia e Management;34.0;34027;7;M;1310
2024/2025;1501;Milano;LM-41;Medicina e Chirurgia;15.0;15146;14;M;1311
2024/2025;5813;Roma UNINETTUNO - telematica;L-24;Discipline Psicosociali;58.0;58091;6;M;1312
2024/2025;2801;Padova;LM-85 bis;Scienze della Formazione Primaria;28.0;28060;1;F;1315
2024/2025;1001;Genova;LM-41;Medicina e Chirurgia;10.0;10025;14;F;1316
2023/2024;2801;Padova;LM-85 bis;Scienze della Formazione Primaria;28.0;28060;1;F;1316
2024/2025;5802;Roma Tor Vergata;LM-41;Medicina e Chirurgia;58.0;58091;14;F;1318
2024/2025;5818;Roma Saint Camillus;LM-41;Medicina e Chirurgia;58.0;58091;14;F;1318
2024/2025;7201;Bari;LM-41;Medicina e Chirurgia;72.0;72006;14;M;1318
2023/2024;101;Torino;L-12;Scienze della Mediazione Linguistica;1.0;1272;4;F;1327
2023/2024;7201;Bari;LM-41;Medicina e Chirurgia;72.0;72006;14;M;1331
2023/2024;5801;Roma La Sapienza;L-10;Lettere Moderne;58.0;58091;3;F;1336
2024/2025;102;Torino Politecnico;LM-32;Ingegneria Informatica;1.0;1272;12;M;1337
2024/2025;5814;Roma  Mercatorum - telematica;L-20;Comunicazione e Multimedialita';58.0;58091;5;M;1339
2024/2025;5814;Roma  Mercatorum - telematica;LM-31;Ingegneria Gestionale;58.0;58091;12;M;1339
2024/2025;3801;Ferrara;L-22;Scienze Motorie;38.0;38008;15;M;1341
2024/2025;5001;Pisa;L-31;Informatica;50.0;50026;10;M;1344
2023/2024;3801;Ferrara;L-18;Economia;38.0;38008;7;M;1345
2023/2024;6306;Napoli Vanvitelli;LM-41;Medicina e Chirurgia;61.0;61022;14;F;1350
2024/2025;1601;Bergamo;L-19;Scienze dell'Educazione;16.0;16024;1;F;1351
2023/2024;5001;Pisa;LMG/01;Giurisprudenza;50.0;50026;8;F;1355
2023/2024;2801;Padova;LM-41;Medicina e Chirurgia;28.0;28060;14;F;1360
2023/2024;5816;Roma San Raffaele - telematica;L-22;Scienze Motorie;58.0;58091;15;M;1367
2023/2024;5806;Roma Foro Italico;L-22;Corso di Laurea in Scienze Motorie e Sportive;58.0;58091;15;M;1371
2023/2024;7901;Catanzaro;LM-41;Medicina e Chirurgia;79.0;79023;14;F;1371
2024/2025;1504;Milano Cattolica;LM-41;Medicina e chirurgia;58.0;58091;14;F;1374
2023/2024;4801;Firenze;L-11;Lingue, Letterature e Studi Interculturali;48.0;48017;4;F;1375
2023/2024;1701;Brescia;L-18;Economia e Gestione Aziendale;17.0;17029;7;F;1375
2024/2025;5815;Roma UNICUSANO - telematica;L-18;Economia Aziendale e Management,;58.0;58091;7;M;1377
2024/2025;6307;Napoli Pegaso - telematica;LM-26;Ingegneria della Sicurezza;63.0;63049;12;M;1382
2023/2024;1502;Milano Politecnico;LM-31;Management Engineering - Ingegneria Gestionale;15.0;15146;12;M;1382
2023/2024;1501;Milano;L-10;Lettere;15.0;15146;3;F;1383
2024/2025;5801;Roma La Sapienza;L-18;Scienze Aziendali;58.0;58091;7;F;1384
2023/2024;6303;Napoli L'Orientale;L-11;Lingue e Culture Comparate;63.0;63049;4;F;1387
2023/2024;3401;Parma;L-18;Economia e Management;34.0;34027;7;M;1394
2023/2024;5801;Roma La Sapienza;L-36;Scienze Politiche e Relazioni Internazionali;58.0;58091;5;F;1395
2024/2025;4801;Firenze;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);48.0;48017;14;F;1397
2024/2025;8201;Palermo;LM-85 bis;Scienze della Formazione Primaria;82.0;82053;1;F;1397
2023/2024;4801;Firenze;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);48.0;48017;14;F;1397
2024/2025;5001;Pisa;LMG/01;Giurisprudenza;50.0;50026;8;F;1398
2024/2025;7501;Salento;L-19;Educazione Sociale e Tecniche dell'Intervento Educativo;75.0;75035;1;F;1403
2024/2025;1504;Milano Cattolica;L-18;Economia e Gestione Aziendale;15.0;15146;7;F;1406
2024/2025;6301;Napoli Federico II;LM-41;Medicina e Chirurgia;63.0;63049;14;M;1408
2023/2024;5813;Roma UNINETTUNO - telematica;L-9;Ingegneria Gestionale;58.0;58091;12;M;1409
2024/2025;6301;Napoli Federico II;L-39;Servizio Sociale;63.0;63049;14;F;1413
2024/2025;5806;Roma Foro Italico;L-22;Corso di Laurea in Scienze Motorie e Sportive;58.0;58091;15;M;1413
2024/2025;5807;Roma Tre;L-18;Economia e Gestione Aziendale;58.0;58091;7;M;1418
2023/2024;1504;Milano Cattolica;L-24;Scienze e Tecniche Psicologiche;15.0;15146;6;F;1425
2024/2025;1501;Milano;L-10;Lettere;15.0;15146;3;F;1426
2024/2025;1701;Brescia;L-18;Economia e Gestione Aziendale;17.0;17029;7;F;1426
2023/2024;1502;Milano Politecnico;LM-32;Computer Science And Engineering - Ingegneria Informatica;15.0;15146;12;M;1435
2024/2025;5814;Roma  Mercatorum - telematica;LM-77;Management;58.0;58091;7;M;1438
2023/2024;3701;Bologna;LM-41;Medicina e Chirurgia;37.0;37006;14;F;1438
2024/2025;1504;Milano Cattolica;L-12;Scienze linguistiche;15.0;15146;4;F;1439
2023/2024;6301;Napoli Federico II;L-13;Biologia;63.0;63049;9;F;1441
2024/2025;6303;Napoli L'Orientale;L-12;Mediazione Linguistica e Culturale;63.0;63049;4;F;1443
2024/2025;5801;Roma La Sapienza;L-36;Scienze Politiche e Relazioni Internazionali;58.0;58091;5;F;1443
2023/2024;6307;Napoli Pegaso - telematica;LM-26;Ingegneria della Sicurezza;63.0;63049;12;M;1444
2023/2024;6901;Chieti e Pescara;L-24;Scienze e Tecniche Psicologiche;69.0;69022;6;F;1444
2024/2025;6901;Chieti e Pescara;L-24;Scienze e Tecniche Psicologiche;69.0;69022;6;F;1446
2023/2024;5807;Roma Tre;L-18;Economia e Gestione Aziendale;58.0;58091;7;M;1446
2023/2024;8201;Palermo;LM-85 bis;Scienze della Formazione Primaria;82.0;82053;1;F;1451
2024/2025;1301;Novedrate e-Campus - telematica;L-8;Ingegneria Informatica e dell'Automazione;13.0;13163;12;M;1452
2024/2025;1502;Milano Politecnico;L-9;Ingegneria Aerospaziale;15.0;15146;12;M;1454
2024/2025;6306;Napoli Vanvitelli;LM-41;Medicina e Chirurgia;61.0;61022;14;F;1455
2023/2024;3701;Bologna;LM-85 bis;Scienze della Formazione Primaria;37.0;37006;1;F;1455
2023/2024;1504;Milano Cattolica;L-18;Economia e Gestione Aziendale;15.0;15146;7;F;1459
2024/2025;1301;Novedrate e-Campus - telematica;LM-14;Letteratura, Lingua e Cultura Italiana;13.0;13163;3;F;1468
2023/2024;1601;Bergamo;L-19;Scienze dell'Educazione;16.0;16024;1;F;1470
2023/2024;5816;Roma San Raffaele - telematica;L-26;Scienze dell'Alimentazione e Gastronomia;58.0;58091;13;F;1471
2024/2025;6301;Napoli Federico II;L-18;Economia Aziendale;63.0;63049;7;M;1474
2023/2024;5801;Roma La Sapienza;L-18;Scienze Aziendali;58.0;58091;7;F;1477
2024/2025;5813;Roma UNINETTUNO - telematica;L-9;Ingegneria Gestionale;58.0;58091;12;M;1478
