ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCRITTI
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CLAVICEMBALO;-;Clavicembalo e strumenti affini;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);ORGANO E COMPOSIZIONE ORGANISTICA;-;Organo e composizione organistica;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Pianoforte;M;5
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Pianoforte;F;5
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);PIANOFORTE;-;Pianoforte;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);PIANOFORTE;-;Pianoforte;F;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti a tastiera e a percussione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);STRUMENTI A PERCUSSIONE;-;Strumenti a percussione;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;ARPA;DCPL01;Arpa;F;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;M;7
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;F;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CONTRABBASSO;DCPL16;Contrabbasso;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;Viola;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;Viola;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;Violino;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;Violino;F;7
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;Violoncello;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;Violoncello;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);ARPA;-;Arpa;F;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CHITARRA;-;Chitarra;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLA;-;Viola;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLINO;-;Violino;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso sperimentale biennale_2L (ad esaurim.);VIOLINO;-;Violino;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CHITARRA;-;Chitarra;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);VIOLINO;-;Violino;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);VIOLINO;-;Violino;F;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;Composizione;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;Composizione;F;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;MUSICA CORALE E DIREZIONE DI CORO;DCPL33;Direzione di Coro e Composizione corale;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;MUSICA CORALE E DIREZIONE DI CORO;DCPL33;Direzione di Coro e Composizione corale;F;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;STRUMENTAZIONE PER BANDA;DCPL43;Strumentazione per orchestra di fiati;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMPOSIZIONE;-;Composizione;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);COMPOSIZIONE;-;Composizione;F;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);COMPOSIZIONE;-;Composizione;F;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);MUSICA CORALE E DIREZIONE DI CORO;-;Musica Corale e Direzione Coro;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Jacopo Tomadini;UDINE;7335;FRIULI VENEZIA GIULIA;Teoria e analisi, composizione e direzione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);STRUMENTAZIONE PER BANDA;-;Strumentazione per banda;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;M;7
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;F;7
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL08;Canto rinascimentale barocco;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL08;Canto rinascimentale barocco;F;10
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;MUSICA VOCALE DA CAMERA;DCPL35;Musica vocale da camera;F;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto;M;16
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Canto;F;20
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Regia del Teatro Musicale;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CANTO;-;Regia del Teatro Musicale;F;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA DA CAMERA;-;Musica da camera;M;11
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Canto e teatro musicale;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA DA CAMERA;-;Musica da camera;F;7
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Canto e teatro musicale;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CANTO;-;Canto;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Canto e teatro musicale;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CANTO;-;Canto;F;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Didattica;AFAM_Corso Diploma accademico 1L;DIDATTICA DELLA MUSICA E DELLO STRUMENTO;DCPL21;Didattica della Musica;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Didattica;AFAM_Corso Diploma accademico 1L;DIDATTICA DELLA MUSICA E DELLO STRUMENTO;DCPL21;Didattica della Musica;F;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Musica antica;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DISCIPLINE MUSICALI;-;Musica Antica;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Musica antica;AFAM_Corso sperimentale biennale_2L (ad esaurim.);DISCIPLINE MUSICALI;-;Musica Antica;F;7
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL03;Basso Elettrico;M;19
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL03;Basso Elettrico;F;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL05;Batteria e Percussioni Jazz;M;29
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL05;Batteria e Percussioni Jazz;F;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;Canto Jazz;M;5
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;Canto Jazz;F;40
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;Chitarra Jazz;M;36
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL17;Contrabbasso Jazz;M;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL40;Pianoforte Jazz;M;24
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL40;Pianoforte Jazz;F;6
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL42;Saxofono Jazz;M;11
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL47;Tromba Jazz;M;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL47;Tromba Jazz;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL56;Violino Jazz;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL56;Violino Jazz;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;MUSICA ELETTRONICA;DCPL34;Musica Elettronica;M;75
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;MUSICA ELETTRONICA;DCPL34;Musica Elettronica;F;6
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso sperimentale biennale_2L (ad esaurim.);JAZZ;-;Jazz;M;19
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso sperimentale biennale_2L (ad esaurim.);JAZZ;-;Jazz;F;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Nuove tecnologie e linguaggi musicali;AFAM_Corso sperimentale biennale_2L (ad esaurim.);MUSICA ELETTRONICA;-;Musica e nuove tecnologie;M;12
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;BASSO TUBA;DCPL04;Basso tuba;M;5
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;Clarinetto;M;6
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;Clarinetto;F;6
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;Corno;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;Flauto;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;Flauto;F;8
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;Saxofono;M;6
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;Saxofono;F;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;Tromba;M;7
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;Tromba;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL49;Trombone;M;5
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL49;Trombone;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CLARINETTO;-;Clarinetto;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);FLAUTO;-;Flauto;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);FLAUTO;-;Flauto;F;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);SAXOFONO;-;Saxofono;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso sperimentale biennale_2L (ad esaurim.);TROMBA;-;Tromba;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CLARINETTO;-;Clarinetto;M;9
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CLARINETTO;-;Clarinetto;F;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CORNO;-;Corno;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);FLAUTO;-;Flauto;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);FLAUTO;-;Flauto;F;7
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);SAXOFONO;-;Saxofono;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);SAXOFONO;-;Saxofono;F;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);TROMBA;-;Tromba e trombone;M;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;CLAVICEMBALO;DCPL14;Clavicembalo e Tastiere Storiche;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;FISARMONICA;DCPL26;Fisarmonica;M;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL38;Organo;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL38;Organo Liturgico;M;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL38;Organo Liturgico;F;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL31;Maestro collaboratore;F;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;M;14
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;F;22
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;Strumenti a percussione;M;1
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;Strumenti a percussione;F;2
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CLAVICEMBALO;-;Clavicembalo e strumenti affini;M;5
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);CLAVICEMBALO;-;Clavicembalo e strumenti affini;F;3
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);FISARMONICA;-;Fisarmonica;M;4
2016-2017;Conservatorio di Musica;Area Musicale/Coreutica;Licinio Refice;FROSINONE;7331;LAZIO;Strumenti a tastiera e a percussione;AFAM_Corso sperimentale biennale_2L (ad esaurim.);PIANOFORTE;-;Pianoforte;M;9
