ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCRITTI-I-ANNO
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL03;BASSO ELETTRICO;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL05;BATTERIA E PERCUSSIONI JAZZ;M;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;CANTO JAZZ;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;CHITARRA JAZZ;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL05;BATTERIA E PERCUSSIONI JAZZ;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL07;CANTO JAZZ;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL07;CANTO JAZZ;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL10;CHITARRA JAZZ;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL40;PIANOFORTE JAZZ;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL42;SAXOFONO JAZZ;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;FLAUTO;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;FLAUTO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;STRUMENTI A PERCUSSIONE;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;5
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;F;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;VIOLONCELLO;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;VIOLONCELLO;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;LIUTO;DCSL30;LIUTO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Franco Vittadini;PAVIA;7255 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;VIOLONCELLO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;G. Lettimi;RIMINI;7319 ;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;TROMBA;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;G. Lettimi;RIMINI;7319 ;EMILIA ROMAGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBA;DCSL46;TROMBA;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;G. Lettimi;RIMINI;7319 ;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;G. Lettimi;RIMINI;7319 ;EMILIA ROMAGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;M;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;G. Lettimi;RIMINI;7319 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;G. Lettimi;RIMINI;7319 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;F;4
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;G. Lettimi;RIMINI;7319 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;VIOLONCELLO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;G. Lettimi;RIMINI;7319 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;G. Lettimi;RIMINI;7319 ;EMILIA ROMAGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;5
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;5
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Batteria e percussioni Pop/Rock;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Canto Pop/Rock;F;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Chitarra Pop/Rock;M;6
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Pianoforte e tastiere Pop/Rock;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Pianoforte e tastiere Pop/Rock;M;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL67;POPULAR MUSIC - Canto Pop/Rock;F;5
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL67;POPULAR MUSIC - Chitarra Pop/Rock;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL67;POPULAR MUSIC - Pianoforte e tastiere Pop/Rock;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;CORNO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FAGOTTO;DCPL24;FAGOTTO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;FLAUTO;F;5
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;TROMBA;M;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL49;TROMBONE;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL49;TROMBONE;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FAGOTTO;DCSL24;FAGOTTO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;FLAUTO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;FLAUTO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBA;DCSL46;TROMBA;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBONE;DCSL49;TROMBONE;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;CLAVICEMBALO;DCPL14;CLAVICEMBALO E TASTIERE STORICHE;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;6
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;M;4
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;STRUMENTI A PERCUSSIONE;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;CLAVICEMBALO;DCSL14;CLAVICEMBALO E TASTIERE STORICHE;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;MAESTRO COLLABORATORE;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;ARPA;DCPL01;ARPA;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;M;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;F;4
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Gaetano Donizetti;BERGAMO;7315 ;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;COMPOSIZIONE;DCSL15;COMPOSIZIONE;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giacomo Puccini;GALLARATE (VA);7323 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;5
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giacomo Puccini;GALLARATE (VA);7323 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giacomo Puccini;GALLARATE (VA);7323 ;LOMBARDIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giacomo Puccini;GALLARATE (VA);7323 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;TROMBA;M;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giacomo Puccini;GALLARATE (VA);7323 ;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giacomo Puccini;GALLARATE (VA);7323 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giacomo Puccini;GALLARATE (VA);7323 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giacomo Puccini;GALLARATE (VA);7323 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giacomo Puccini;GALLARATE (VA);7323 ;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giacomo Puccini;GALLARATE (VA);7323 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;CHITARRA;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giacomo Puccini;GALLARATE (VA);7323 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giacomo Puccini;GALLARATE (VA);7323 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giacomo Puccini;GALLARATE (VA);7323 ;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;7
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;5
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;8
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;6
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA DA CAMERA;M;7
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA DA CAMERA;F;5
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;CANTO JAZZ;F;5
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL40;PIANOFORTE JAZZ;M;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL40;PIANOFORTE JAZZ;F;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL07;CANTO JAZZ;F;5
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL40;PIANOFORTE JAZZ;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;M;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;CORNO;F;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;CORNO;M;1
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FAGOTTO;DCPL24;FAGOTTO;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;FLAUTO;F;5
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;FLAUTO;M;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;OBOE;DCPL36;OBOE;M;3
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;SAXOFONO;F;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;SAXOFONO;M;2
2021-2022;Istituto Musicale Pareggiato;Area Musicale/Coreutica;Giovanni Paisiello;TARANTO;7261 ;PUGLIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;TROMBA;F;1
