ANNO_ACCADEMICO;REGIONE_ISTITUTO;TIPO_ISTITUTO;Area_Istituto;PROVENIENZA_STUDENTE;ISCR_ITALIANI;;
2020-2021;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;CAMPANIA;2;;
2020-2021;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;EMILIA ROMAGNA;112;;
2020-2021;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;LAZIO;3;;
2020-2021;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;LOMBARDIA;2;;
2020-2021;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;MARCHE;14;;
2020-2021;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;PUGLIA;7;;
2020-2021;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;SICILIA;3;;
2020-2021;EMILIA ROMAGNA;Istituto superiore per le Industrie Artistiche;Area Artistica;VENETO;1;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;ABRUZZO;7;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;BASILICATA;1;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CALABRIA;2;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CAMPANIA;5;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;EMILIA ROMAGNA;249;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;FRIULI VENEZIA GIULIA;4;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LAZIO;5;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LIGURIA;9;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LOMBARDIA;15;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;MARCHE;95;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;MOLISE;1;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;PIEMONTE;5;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;PUGLIA;14;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;SARDEGNA;4;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;SICILIA;17;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;TOSCANA;12;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;TRENTINO-ALTO ADIGE;1;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;UMBRIA;1;;
2020-2021;EMILIA ROMAGNA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;VENETO;13;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;1;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;1;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;4;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;5;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;4;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;419;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;4;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LIGURIA;1;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;4;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;MARCHE;1;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;MOLISE;1;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;4;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;4;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;Residenti all'Estero;5;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;1;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;9;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;1;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;1;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;VALLE D'AOSTA;1;;
2020-2021;FRIULI VENEZIA GIULIA;Conservatorio di Musica statale;Area Musicale/Coreutica;VENETO;67;;
2020-2021;FRIULI VENEZIA GIULIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;FRIULI VENEZIA GIULIA;168;;
2020-2021;FRIULI VENEZIA GIULIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LOMBARDIA;1;;
2020-2021;FRIULI VENEZIA GIULIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;SICILIA;1;;
2020-2021;FRIULI VENEZIA GIULIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;VENETO;19;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;ABRUZZO;62;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;BASILICATA;29;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;CALABRIA;72;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;CAMPANIA;68;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;EMILIA ROMAGNA;16;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;FRIULI VENEZIA GIULIA;11;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;LAZIO;2031;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;LIGURIA;3;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;LOMBARDIA;11;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;MARCHE;27;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;MOLISE;21;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;PIEMONTE;6;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;PUGLIA;96;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;SARDEGNA;25;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;SICILIA;68;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;TOSCANA;34;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;TRENTINO-ALTO ADIGE;3;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;UMBRIA;40;;
2020-2021;LAZIO;Accademia di Belle Arti statale;Area Artistica;VENETO;5;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;ABRUZZO;29;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;BASILICATA;13;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;CALABRIA;29;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;CAMPANIA;93;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;EMILIA ROMAGNA;14;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;FRIULI VENEZIA GIULIA;3;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;LAZIO;719;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;LIGURIA;3;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;LOMBARDIA;15;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;MARCHE;24;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;MOLISE;5;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;PIEMONTE;5;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;PUGLIA;62;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;Residenti all'Estero;3;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;SARDEGNA;9;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;SICILIA;34;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;TOSCANA;27;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;TRENTINO-ALTO ADIGE;12;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;UMBRIA;22;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;VALLE D'AOSTA;4;;
2020-2021;LAZIO;Accademia Legalmente Riconosciuta;Area Artistica;VENETO;16;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;ABRUZZO;4;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;BASILICATA;1;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;CALABRIA;6;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;CAMPANIA;14;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;EMILIA ROMAGNA;8;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;LAZIO;46;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;LIGURIA;3;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;LOMBARDIA;8;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;MARCHE;7;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;PIEMONTE;5;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;PUGLIA;4;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;SARDEGNA;3;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;SICILIA;9;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;TOSCANA;6;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;TRENTINO-ALTO ADIGE;1;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;UMBRIA;1;;
2020-2021;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;VENETO;9;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;ABRUZZO;20;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;BASILICATA;4;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;CALABRIA;6;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;CAMPANIA;64;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;EMILIA ROMAGNA;5;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;5;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;LAZIO;59;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;LIGURIA;2;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;LOMBARDIA;11;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;MARCHE;20;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;MOLISE;3;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;PIEMONTE;2;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;PUGLIA;19;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;SARDEGNA;6;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;SICILIA;21;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;TOSCANA;3;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;UMBRIA;9;;
2020-2021;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;VENETO;7;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;24;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;16;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;32;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;51;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;3;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;2;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;1359;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;LIGURIA;2;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;4;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;MARCHE;7;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;MOLISE;8;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;1;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;24;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;Residenti all'Estero;10;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;9;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;33;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;7;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;UMBRIA;16;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;VALLE D'AOSTA;1;;
2020-2021;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;VENETO;5;;
2020-2021;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;BASILICATA;1;;
2020-2021;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;CAMPANIA;3;;
2020-2021;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;FRIULI VENEZIA GIULIA;123;;
2020-2021;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;LAZIO;121;;
2020-2021;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;LOMBARDIA;1;;
2020-2021;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;MARCHE;5;;
2020-2021;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;PUGLIA;5;;
2020-2021;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;SICILIA;1;;
2020-2021;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;TOSCANA;3;;
2020-2021;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;UMBRIA;2;;
2020-2021;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;VENETO;72;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;ABRUZZO;51;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;ABRUZZO;18;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;BASILICATA;19;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;BASILICATA;13;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CALABRIA;37;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;CALABRIA;12;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CAMPANIA;121;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;CAMPANIA;22;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;EMILIA ROMAGNA;29;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;EMILIA ROMAGNA;4;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;1;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;FRIULI VENEZIA GIULIA;7;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LAZIO;1169;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;LAZIO;429;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LIGURIA;6;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;LIGURIA;2;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LOMBARDIA;23;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;LOMBARDIA;3;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;MARCHE;20;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;MARCHE;4;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;MOLISE;16;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;MOLISE;8;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;PIEMONTE;17;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;PIEMONTE;1;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;PUGLIA;86;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;PUGLIA;22;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Residenti all'Estero;6;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;SARDEGNA;13;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;SARDEGNA;11;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;SICILIA;68;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;SICILIA;20;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;TOSCANA;16;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;TOSCANA;35;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;TRENTINO-ALTO ADIGE;2;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;UMBRIA;37;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;UMBRIA;11;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;VENETO;25;;
2020-2021;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;VENETO;2;;
2020-2021;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;CAMPANIA;3;;
2020-2021;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;EMILIA ROMAGNA;1;;
2020-2021;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;LIGURIA;412;;
2020-2021;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;LOMBARDIA;8;;
2020-2021;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;PIEMONTE;43;;
2020-2021;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;SARDEGNA;3;;
2020-2021;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;TOSCANA;5;;
2020-2021;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;UMBRIA;1;;
2020-2021;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;1;;
2020-2021;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;2;;
2020-2021;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;2;;
2020-2021;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LIGURIA;291;;
2020-2021;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;3;;
2020-2021;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;MARCHE;1;;
2020-2021;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;18;;
2020-2021;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;1;;
2020-2021;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;2;;
2020-2021;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;3;;
2020-2021;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;51;;
2020-2021;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;VALLE D'AOSTA;2;;
2020-2021;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;ABRUZZO;23;;
2020-2021;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;BASILICATA;9;;
2020-2021;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;CALABRIA;33;;
2020-2021;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;CAMPANIA;42;;
