ANNO_ACCADEMICO;COD_Ateneo;NOME_ATENEO;CODICE_CLASSE;DESCRIZIONE_CLASSE;CONTRIBUZIONE_LAUREA;CONTRIBUZIONE_DOTTORATO;CONTRIBUZIONE_SPECIALIZZAZIONE;CONTRIBUZIONE_MASTER
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";11c;da 1.200,01 a 1.300,00;1;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";11d;da 1.300,01 a 1.400,00;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";11e;da 1.400,01 a 1.500,00;22;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";12a;da 1.500,01 a 1.600,00;47;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";12b;da 1.600,01 a 1.700,00;2;0;0;1
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";12c;da 1.700,01 a 1.800,00;0;0;0;7
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";12d;da 1.800,01 a 1.900,00;2;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";12e;da 1.900,01 a 2.000,00;0;0;0;1
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";13 ;da 2.000,01 a 2.500,00;94;0;0;6
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";14 ;da 2.500,01 a 3.000,00;1;0;0;6
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";15 ;da 3.000,01 a 3.500,00;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";16 ;da 3.500,01 a 4.000,00;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";18 ;da 4.500,01 a 5.000,00;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";21b;oltre 10.000,00;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;00 ;contribuzione non prevista (esclusi esoneri);0;1;5;0
2023-2024;07001;Campobasso - Università degli studi del Molise;00a;contribuzione finanziata da enti esterni;0;0;0;20
2023-2024;07001;Campobasso - Università degli studi del Molise;01 ;da 0,01 a 100,00 (esclusi esoneri);12;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;02 ;da 100,01 a 200,00;22;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;03 ;da 200,01 a 300,00;166;1;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;04 ;da 300,01 a 400,00;95;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;05 ;da 400,01 a 500,00;213;39;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;06 ;da 500,01 a 600,00;160;88;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;07 ;da 600,01 a 700,00;124;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;08 ;da 700,01 a 800,00;57;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;09 ;da 800,01 a 900,00;49;0;2;0
2023-2024;07001;Campobasso - Università degli studi del Molise;10 ;da 900,01 a 1.000,00;103;0;0;84
2023-2024;07001;Campobasso - Università degli studi del Molise;11a;da 1.000,01 a 1.100,00;156;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;11b;da 1.100,01 a 1.200,00;124;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;11c;da 1.200,01 a 1.300,00;209;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;11d;da 1.300,01 a 1.400,00;203;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;11e;da 1.400,01 a 1.500,00;166;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;12a;da 1.500,01 a 1.600,00;605;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;12b;da 1.600,01 a 1.700,00;826;0;82;0
2023-2024;07001;Campobasso - Università degli studi del Molise;12c;da 1.700,01 a 1.800,00;87;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;12d;da 1.800,01 a 1.900,00;69;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;12e;da 1.900,01 a 2.000,00;57;0;0;43
2023-2024;07001;Campobasso - Università degli studi del Molise;13 ;da 2.000,01 a 2.500,00;344;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;14 ;da 2.500,01 a 3.000,00;6;0;0;38
2023-2024;07001;Campobasso - Università degli studi del Molise;15 ;da 3.000,01 a 3.500,00;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;16 ;da 3.500,01 a 4.000,00;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;18 ;da 4.500,01 a 5.000,00;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;07001;Campobasso - Università degli studi del Molise;21b;oltre 10.000,00;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;00 ;contribuzione non prevista (esclusi esoneri);0;28;8;23
2023-2024;07101;Foggia - Università degli studi;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;01 ;da 0,01 a 100,00 (esclusi esoneri);472;0;0;0
2023-2024;07101;Foggia - Università degli studi;02 ;da 100,01 a 200,00;354;3;0;0
2023-2024;07101;Foggia - Università degli studi;03 ;da 200,01 a 300,00;1383;191;0;0
2023-2024;07101;Foggia - Università degli studi;04 ;da 300,01 a 400,00;119;1;0;0
2023-2024;07101;Foggia - Università degli studi;05 ;da 400,01 a 500,00;232;0;0;11
2023-2024;07101;Foggia - Università degli studi;06 ;da 500,01 a 600,00;95;0;0;0
2023-2024;07101;Foggia - Università degli studi;07 ;da 600,01 a 700,00;32;0;0;0
2023-2024;07101;Foggia - Università degli studi;08 ;da 700,01 a 800,00;7;2;2;0
2023-2024;07101;Foggia - Università degli studi;09 ;da 800,01 a 900,00;16;0;0;0
2023-2024;07101;Foggia - Università degli studi;10 ;da 900,01 a 1.000,00;24;0;0;0
2023-2024;07101;Foggia - Università degli studi;11a;da 1.000,01 a 1.100,00;24;0;0;0
2023-2024;07101;Foggia - Università degli studi;11b;da 1.100,01 a 1.200,00;114;0;1;0
2023-2024;07101;Foggia - Università degli studi;11c;da 1.200,01 a 1.300,00;642;0;0;0
2023-2024;07101;Foggia - Università degli studi;11d;da 1.300,01 a 1.400,00;233;0;0;0
2023-2024;07101;Foggia - Università degli studi;11e;da 1.400,01 a 1.500,00;230;0;485;0
2023-2024;07101;Foggia - Università degli studi;12a;da 1.500,01 a 1.600,00;163;0;0;0
2023-2024;07101;Foggia - Università degli studi;12b;da 1.600,01 a 1.700,00;95;0;0;0
2023-2024;07101;Foggia - Università degli studi;12c;da 1.700,01 a 1.800,00;1421;0;0;0
2023-2024;07101;Foggia - Università degli studi;12d;da 1.800,01 a 1.900,00;68;0;0;0
2023-2024;07101;Foggia - Università degli studi;12e;da 1.900,01 a 2.000,00;412;0;0;0
2023-2024;07101;Foggia - Università degli studi;13 ;da 2.000,01 a 2.500,00;22;0;0;0
2023-2024;07101;Foggia - Università degli studi;14 ;da 2.500,01 a 3.000,00;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;15 ;da 3.000,01 a 3.500,00;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;16 ;da 3.500,01 a 4.000,00;0;0;0;13
2023-2024;07101;Foggia - Università degli studi;17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;18 ;da 4.500,01 a 5.000,00;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;07101;Foggia - Università degli studi;21b;oltre 10.000,00;0;0;0;0
2023-2024;07201;Bari - Università degli studi;00 ;contribuzione non prevista (esclusi esoneri);0;21;2;11
2023-2024;07201;Bari - Università degli studi;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;07201;Bari - Università degli studi;01 ;da 0,01 a 100,00 (esclusi esoneri);28;0;0;0
2023-2024;07201;Bari - Università degli studi;02 ;da 100,01 a 200,00;1006;0;1;6
2023-2024;07201;Bari - Università degli studi;03 ;da 200,01 a 300,00;166;4;5;0
2023-2024;07201;Bari - Università degli studi;04 ;da 300,01 a 400,00;726;3;3;0
2023-2024;07201;Bari - Università degli studi;05 ;da 400,01 a 500,00;418;0;6;26
2023-2024;07201;Bari - Università degli studi;06 ;da 500,01 a 600,00;820;0;1;0
2023-2024;07201;Bari - Università degli studi;07 ;da 600,01 a 700,00;567;0;4;11
2023-2024;07201;Bari - Università degli studi;08 ;da 700,01 a 800,00;2337;0;1;1
2023-2024;07201;Bari - Università degli studi;09 ;da 800,01 a 900,00;865;54;9;0
2023-2024;07201;Bari - Università degli studi;10 ;da 900,01 a 1.000,00;1077;0;3;0
2023-2024;07201;Bari - Università degli studi;11a;da 1.000,01 a 1.100,00;1173;0;0;3
2023-2024;07201;Bari - Università degli studi;11b;da 1.100,01 a 1.200,00;978;0;2;1
2023-2024;07201;Bari - Università degli studi;11c;da 1.200,01 a 1.300,00;842;0;0;34
2023-2024;07201;Bari - Università degli studi;11d;da 1.300,01 a 1.400,00;1338;0;3;0
2023-2024;07201;Bari - Università degli studi;11e;da 1.400,01 a 1.500,00;1141;0;3;4
2023-2024;07201;Bari - Università degli studi;12a;da 1.500,01 a 1.600,00;836;0;0;0
2023-2024;07201;Bari - Università degli studi;12b;da 1.600,01 a 1.700,00;626;0;1751;0
2023-2024;07201;Bari - Università degli studi;12c;da 1.700,01 a 1.800,00;609;0;1;17
2023-2024;07201;Bari - Università degli studi;12d;da 1.800,01 a 1.900,00;810;0;0;0
2023-2024;07201;Bari - Università degli studi;12e;da 1.900,01 a 2.000,00;1125;0;0;11
2023-2024;07201;Bari - Università degli studi;13 ;da 2.000,01 a 2.500,00;3892;0;10;8
2023-2024;07201;Bari - Università degli studi;14 ;da 2.500,01 a 3.000,00;0;0;12;3
2023-2024;07201;Bari - Università degli studi;15 ;da 3.000,01 a 3.500,00;0;0;149;0
2023-2024;07201;Bari - Università degli studi;16 ;da 3.500,01 a 4.000,00;0;0;0;11
2023-2024;07201;Bari - Università degli studi;17 ;da 4.000,01 a 4.500,00;0;0;0;4
2023-2024;07201;Bari - Università degli studi;18 ;da 4.500,01 a 5.000,00;0;0;0;8
2023-2024;07201;Bari - Università degli studi;19 ;da 5.000,01 a 6.000,00;0;0;0;13
2023-2024;07201;Bari - Università degli studi;20 ;da 6.000,01 a 8.000,00;3;0;0;55
2023-2024;07201;Bari - Università degli studi;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;07201;Bari - Università degli studi;21b;oltre 10.000,00;0;0;0;0
2023-2024;07202;Bari - Politecnico;00 ;contribuzione non prevista (esclusi esoneri);0;3;0;0
2023-2024;07202;Bari - Politecnico;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;07202;Bari - Politecnico;01 ;da 0,01 a 100,00 (esclusi esoneri);99;0;0;0
2023-2024;07202;Bari - Politecnico;02 ;da 100,01 a 200,00;1455;0;0;0
2023-2024;07202;Bari - Politecnico;03 ;da 200,01 a 300,00;109;0;0;0
2023-2024;07202;Bari - Politecnico;04 ;da 300,01 a 400,00;133;0;0;0
2023-2024;07202;Bari - Politecnico;05 ;da 400,01 a 500,00;162;0;0;0
2023-2024;07202;Bari - Politecnico;06 ;da 500,01 a 600,00;171;0;0;0
2023-2024;07202;Bari - Politecnico;07 ;da 600,01 a 700,00;201;0;0;0
2023-2024;07202;Bari - Politecnico;08 ;da 700,01 a 800,00;373;0;0;0
2023-2024;07202;Bari - Politecnico;09 ;da 800,01 a 900,00;331;0;0;0
2023-2024;07202;Bari - Politecnico;10 ;da 900,01 a 1.000,00;370;0;0;8
2023-2024;07202;Bari - Politecnico;11a;da 1.000,01 a 1.100,00;331;0;0;0
2023-2024;07202;Bari - Politecnico;11b;da 1.100,01 a 1.200,00;229;0;0;0
2023-2024;07202;Bari - Politecnico;11c;da 1.200,01 a 1.300,00;210;0;0;0
2023-2024;07202;Bari - Politecnico;11d;da 1.300,01 a 1.400,00;172;0;0;0
2023-2024;07202;Bari - Politecnico;11e;da 1.400,01 a 1.500,00;111;0;9;0
2023-2024;07202;Bari - Politecnico;12a;da 1.500,01 a 1.600,00;87;0;0;0
2023-2024;07202;Bari - Politecnico;12b;da 1.600,01 a 1.700,00;84;0;0;0
2023-2024;07202;Bari - Politecnico;12c;da 1.700,01 a 1.800,00;57;0;0;0
2023-2024;07202;Bari - Politecnico;12d;da 1.800,01 a 1.900,00;99;0;0;0
2023-2024;07202;Bari - Politecnico;12e;da 1.900,01 a 2.000,00;36;0;0;5
2023-2024;07202;Bari - Politecnico;13 ;da 2.000,01 a 2.500,00;1271;0;0;0
2023-2024;07202;Bari - Politecnico;14 ;da 2.500,01 a 3.000,00;0;0;0;0
2023-2024;07202;Bari - Politecnico;15 ;da 3.000,01 a 3.500,00;0;0;0;0
2023-2024;07202;Bari - Politecnico;16 ;da 3.500,01 a 4.000,00;0;0;0;0
2023-2024;07202;Bari - Politecnico;17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;07202;Bari - Politecnico;18 ;da 4.500,01 a 5.000,00;0;0;0;0
2023-2024;07202;Bari - Politecnico;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;07202;Bari - Politecnico;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;07202;Bari - Politecnico;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;07202;Bari - Politecnico;21b;oltre 10.000,00;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";00 ;contribuzione non prevista (esclusi esoneri);0;0;0;447
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";00a;contribuzione finanziata da enti esterni;0;0;0;66
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";01 ;da 0,01 a 100,00 (esclusi esoneri);0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";02 ;da 100,01 a 200,00;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";03 ;da 200,01 a 300,00;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";04 ;da 300,01 a 400,00;0;0;0;1
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";05 ;da 400,01 a 500,00;0;0;0;13
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";06 ;da 500,01 a 600,00;0;0;0;10
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";07 ;da 600,01 a 700,00;0;0;0;36
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";08 ;da 700,01 a 800,00;0;0;0;52
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";09 ;da 800,01 a 900,00;0;0;0;61
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";10 ;da 900,01 a 1.000,00;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";11a;da 1.000,01 a 1.100,00;3;0;0;53
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";11b;da 1.100,01 a 1.200,00;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";11c;da 1.200,01 a 1.300,00;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";11d;da 1.300,01 a 1.400,00;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";11e;da 1.400,01 a 1.500,00;47;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";12a;da 1.500,01 a 1.600,00;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";12b;da 1.600,01 a 1.700,00;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";12c;da 1.700,01 a 1.800,00;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";12d;da 1.800,01 a 1.900,00;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";12e;da 1.900,01 a 2.000,00;0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";13 ;da 2.000,01 a 2.500,00;1;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";14 ;da 2.500,01 a 3.000,00;3;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";15 ;da 3.000,01 a 3.500,00;190;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";16 ;da 3.500,01 a 4.000,00;0;0;0;3
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";17 ;da 4.000,01 a 4.500,00;33;1;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";18 ;da 4.500,01 a 5.000,00;80;0;0;8
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";19 ;da 5.000,01 a 6.000,00;1079;2;0;141
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";20 ;da 6.000,01 a 8.000,00;1;0;0;13
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";21a;da 8.000,01 a 10.000,00;14;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";21b;oltre 10.000,00;351;0;0;0
2023-2024;07501;Lecce - Università del Salento;00 ;contribuzione non prevista (esclusi esoneri);0;0;0;0
2023-2024;07501;Lecce - Università del Salento;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;07501;Lecce - Università del Salento;01 ;da 0,01 a 100,00 (esclusi esoneri);39;0;0;0
2023-2024;07501;Lecce - Università del Salento;02 ;da 100,01 a 200,00;1490;0;0;0
2023-2024;07501;Lecce - Università del Salento;03 ;da 200,01 a 300,00;387;0;0;0
2023-2024;07501;Lecce - Università del Salento;04 ;da 300,01 a 400,00;166;0;0;0
2023-2024;07501;Lecce - Università del Salento;05 ;da 400,01 a 500,00;431;0;0;0
2023-2024;07501;Lecce - Università del Salento;06 ;da 500,01 a 600,00;334;0;0;0
2023-2024;07501;Lecce - Università del Salento;07 ;da 600,01 a 700,00;351;0;0;0
2023-2024;07501;Lecce - Università del Salento;08 ;da 700,01 a 800,00;220;0;0;0
2023-2024;07501;Lecce - Università del Salento;09 ;da 800,01 a 900,00;288;0;0;0
2023-2024;07501;Lecce - Università del Salento;10 ;da 900,01 a 1.000,00;266;0;0;0
2023-2024;07501;Lecce - Università del Salento;11a;da 1.000,01 a 1.100,00;262;0;0;0
2023-2024;07501;Lecce - Università del Salento;11b;da 1.100,01 a 1.200,00;243;0;0;0
2023-2024;07501;Lecce - Università del Salento;11c;da 1.200,01 a 1.300,00;148;0;38;0
2023-2024;07501;Lecce - Università del Salento;11d;da 1.300,01 a 1.400,00;150;0;0;0
2023-2024;07501;Lecce - Università del Salento;11e;da 1.400,01 a 1.500,00;218;0;0;0
2023-2024;07501;Lecce - Università del Salento;12a;da 1.500,01 a 1.600,00;213;0;0;0
2023-2024;07501;Lecce - Università del Salento;12b;da 1.600,01 a 1.700,00;318;0;0;0
2023-2024;07501;Lecce - Università del Salento;12c;da 1.700,01 a 1.800,00;257;0;0;0
2023-2024;07501;Lecce - Università del Salento;12d;da 1.800,01 a 1.900,00;145;0;0;0
2023-2024;07501;Lecce - Università del Salento;12e;da 1.900,01 a 2.000,00;107;0;0;0
2023-2024;07501;Lecce - Università del Salento;13 ;da 2.000,01 a 2.500,00;213;0;0;0
2023-2024;07501;Lecce - Università del Salento;14 ;da 2.500,01 a 3.000,00;1108;0;0;27
2023-2024;07501;Lecce - Università del Salento;15 ;da 3.000,01 a 3.500,00;295;0;0;20
2023-2024;07501;Lecce - Università del Salento;16 ;da 3.500,01 a 4.000,00;76;0;0;0
2023-2024;07501;Lecce - Università del Salento;17 ;da 4.000,01 a 4.500,00;30;0;0;0
2023-2024;07501;Lecce - Università del Salento;18 ;da 4.500,01 a 5.000,00;11;0;0;0
2023-2024;07501;Lecce - Università del Salento;19 ;da 5.000,01 a 6.000,00;3;0;0;0
2023-2024;07501;Lecce - Università del Salento;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;07501;Lecce - Università del Salento;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;07501;Lecce - Università del Salento;21b;oltre 10.000,00;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;00 ;contribuzione non prevista (esclusi esoneri);0;4;0;12
2023-2024;07601;Potenza - Università degli studi della Basilicata;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;01 ;da 0,01 a 100,00 (esclusi esoneri);126;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;02 ;da 100,01 a 200,00;234;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;03 ;da 200,01 a 300,00;85;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;04 ;da 300,01 a 400,00;166;80;18;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;05 ;da 400,01 a 500,00;315;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;06 ;da 500,01 a 600,00;100;3;1;0
