ANNO_ACCADEMICO;COD_ATENEO;NOME_ATENEO;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_LAUREA;INTERVENTI_LAUREA_EXTRA_UE;INTERVENTI_DOTTORATO;INTERVENTI_SPECIALIZZAZIONE;INTERVENTI_MASTER
2023-2024;07601;Potenza - Università degli studi della Basilicata;061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;0;0;2;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;13;;
2023-2024;07601;Potenza - Università degli studi della Basilicata;063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);22;3;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;0;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;0;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;0;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;0;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;0;0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;10;0;10
2023-2024;07601;Potenza - Università degli studi della Basilicata;111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;3;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;98;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;21;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;5;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;87;1;47;3;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);326;61;107;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;26;3;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;92;19;18;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;107;;
2023-2024;07801;Arcavacata di Rende - Università della Calabria;063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);133;42;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;0;0;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;5;5;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;1548;0;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;114;10;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;30;23;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;30;23;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;0;0;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;2063;69;17;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;1863;64;17;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;329;18;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;54;0;120
2023-2024;07801;Arcavacata di Rende - Università della Calabria;111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;35,5;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;221;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;32;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;1,5;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;0;0;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);74;3;49;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;5;0;47;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;0;0;2;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;0;;
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);30;15;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;7;0;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;2;2;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;0;0;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;76;3;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;0;0;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;0;0;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;2;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;117,5;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;7,5;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;84;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;0;60;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;1;0;0
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;4;0;3;0;0
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);191;2;9;0;0
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;49;0;0;0;0
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;0;0;0;0;0
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;8;;
