AnnoA;AteneoNOME;CorsoTIPO;ClasseNUMERO;ClasseNOME;SESSO;Isc
2011/2012;Brescia;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;F;81
2011/2012;Cagliari;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;F;81
2011/2012;Sassari;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;F;81
2011/2012;Salerno;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;M;81
2011/2012;Pisa;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;F;81
2011/2012;Napoli Federico II;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;M;81
2011/2012;Napoli Federico II;Laurea - dm 270/04;L-35;Scienze matematiche;F;81
2011/2012;Milano;Laurea - dm 270/04;L-6;Geografia;F;81
2011/2012;Milano;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;M;81
2011/2012;Macerata;Laurea - dm 270/04;L-10;Lettere;F;81
2011/2012;Napoli Vanvitelli;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;M;81
2011/2012;Palermo;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;M;81
2011/2012;Palermo;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;F;80
2011/2012;Padova;Laurea - dm 270/04;L-25;Scienze e tecnologie agrarie e forestali;F;80
2011/2012;Napoli Vanvitelli;Laurea - dm 270/04;L-33;Scienze economiche;F;80
2011/2012;Messina;Laurea Magistrale - dm 270/04;LM-6;Biologia;F;80
2011/2012;Napoli Federico II;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;F;80
2011/2012;Napoli Federico II;Laurea - dm 270/04;L-1;Beni culturali;M;80
2011/2012;Milano Cattolica;Laurea - dm 270/04;L-10;Lettere;M;80
2011/2012;Pisa;Laurea Magistrale - dm 270/04;LM-6;Biologia;F;80
2011/2012;Roma La Sapienza;Laurea - dm 270/04;L-29;Scienze e tecnologie farmaceutiche;F;80
2011/2012;Siena;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;80
2011/2012;Torino Politecnico;Laurea Magistrale - dm 270/04;LM-24;Ingegneria dei sistemi edilizi;M;80
2011/2012;Calabria;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;80
2011/2012;Calabria;Laurea - dm 270/04;L-29;Scienze e tecnologie farmaceutiche;M;80
2011/2012;Bologna;Laurea Magistrale - dm 270/04;LM-31;Ingegneria gestionale;F;80
2011/2012;Bologna;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;M;80
2011/2012;Bari;Laurea Magistrale - dm 270/04;LM-85;Scienze pedagogiche;F;80
2011/2012;Firenze;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;M;80
2011/2012;Genova;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;M;80
2011/2012;Genova;Laurea - dm 270/04;L-4;Disegno industriale;F;80
2011/2012;Insubria;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;79
2011/2012;Foggia;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;79
2011/2012;Firenze;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;F;79
2011/2012;Enna KORE;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;F;79
2011/2012;Catania;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;M;79
2011/2012;Basilicata;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;F;79
2011/2012;Teramo;Laurea - dm 270/04;L-20;Scienze della comunicazione;M;79
2011/2012;Udine;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;M;79
2011/2012;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-17;Fisica;M;79
2011/2012;Pisa;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;M;79
2011/2012;Salento;Laurea - dm 270/04;L-1;Beni culturali;F;79
2011/2012;Macerata;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;79
2011/2012;Milano;Laurea - dm 270/04;L-35;Scienze matematiche;F;79
2011/2012;Milano;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;F;78
2011/2012;Napoli Federico II;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;F;78
2011/2012;Napoli Pegaso - telematica;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;F;78
2011/2012;Roma La Sapienza;Laurea - dm 270/04;L-35;Scienze matematiche;M;78
2011/2012;Urbino;Laurea Magistrale - dm 270/04;LM-6;Biologia;M;78
2011/2012;Torino;Laurea - dm 270/04;L-5;Filosofia;F;78
2011/2012;Sassari;Laurea - dm 270/04;L-25;Scienze e tecnologie agrarie e forestali;M;78
2011/2012;Bergamo;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;M;78
2011/2012;Brescia;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;F;78
2011/2012;Calabria;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;M;78
2011/2012;Catania;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;F;78
2011/2012;Ferrara;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;F;78
2011/2012;Firenze;Laurea - dm 270/04;L-17;Scienze dell'architettura;M;78
2011/2012;Enna KORE;Laurea - dm 270/04;L-11;Lingue e culture moderne;F;78
2011/2012;Catania;Laurea - dm 270/04;L-26;Scienze e tecnologie alimentari;F;77
2011/2012;Genova;Laurea - dm 270/04;L-13;Scienze biologiche;F;77
2011/2012;L'Aquila;Laurea - dm 270/04;L-10;Lettere;F;77
2011/2012;Calabria;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;F;77
2011/2012;Calabria;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;M;77
2011/2012;Cagliari;Laurea - dm 270/04;L-13;Scienze biologiche;F;77
2011/2012;Ca' Foscari Venezia;Laurea - dm 270/04;L-10;Lettere;F;77
2011/2012;Brescia;Laurea - dm 270/04;L-9;Ingegneria industriale;F;77
2011/2012;Bologna;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;F;77
2011/2012;Bologna;Laurea - dm 270/04;L-26;Scienze e tecnologie alimentari;M;77
2011/2012;Torino;Laurea - dm 270/04;L-42;Storia;M;77
2011/2012;Torino;Laurea - dm 270/04;L-10;Lettere;M;77
2011/2012;Udine;Laurea - dm 270/04;L-15;Scienze del turismo;F;77
2011/2012;Trieste;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;77
2011/2012;Roma La Sapienza;Laurea - dm 270/04;L-2;Biotecnologie;F;77
2011/2012;Pisa;Laurea - dm 270/04;L-27;Scienze e tecnologie chimiche;M;77
2011/2012;Roma Marconi - telematica;Laurea Magistrale - dm 270/04;LM-51;Psicologia;F;77
2011/2012;Padova;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;77
2011/2012;Pavia;Laurea - dm 270/04;L-2;Biotecnologie;F;77
2011/2012;Pavia;Laurea - dm 270/04;L-33;Scienze economiche;M;77
2011/2012;Palermo;Laurea Magistrale - dm 270/04;LM-6;Biologia;F;77
2011/2012;Perugia;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;M;77
2011/2012;Modena e Reggio Emilia;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;M;77
2011/2012;Milano Politecnico;Laurea Magistrale - dm 270/04;LM-29;Ingegneria elettronica;M;77
2011/2012;Milano;Laurea - dm 270/04;L-29;Scienze e tecnologie farmaceutiche;F;77
2011/2012;Messina;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;F;77
2011/2012;Milano;Laurea - dm 270/04;L-6;Geografia;M;77
2011/2012;Milano Politecnico;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;76
2011/2012;Napoli Federico II;Laurea - dm 270/04;L-17;Scienze dell'architettura;F;76
2011/2012;Napoli Federico II;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;F;76
2011/2012;Parma;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;M;76
2011/2012;Padova;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;F;76
2011/2012;Napoli Parthenope;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;M;76
2011/2012;Padova;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;M;76
2011/2012;Roma Tor Vergata;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;M;76
2011/2012;Salerno;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;F;76
2011/2012;Roma La Sapienza;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;F;76
2011/2012;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-81;Scienze per la cooperazione allo sviluppo;F;76
2011/2012;Verona;Laurea - dm 270/04;L-20;Scienze della comunicazione;M;76
2011/2012;Siena;Laurea - dm 270/04;L-11;Lingue e culture moderne;F;76
2011/2012;Bari;Laurea - dm 270/04;L-10;Lettere;M;76
2011/2012;Firenze;Laurea - dm 270/04;L-4;Disegno industriale;M;76
2011/2012;Ferrara;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);F;76
2011/2012;Firenze;Laurea - dm 270/04;L-17;Scienze dell'architettura;F;75
2011/2012;Enna KORE;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;M;75
2011/2012;Chieti e Pescara;Laurea - dm 270/04;L-10;Lettere;M;75
2011/2012;Chieti e Pescara;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;75
2011/2012;Catania;Laurea - dm 270/04;L-13;Scienze biologiche;M;75
2011/2012;Insubria;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;75
2011/2012;Brescia;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;M;75
2011/2012;Ca' Foscari Venezia;Laurea - dm 270/04;L-39;Servizio sociale;F;75
2011/2012;Bologna;Laurea Magistrale - dm 270/04;LM-39;Linguistica;F;75
2011/2012;Salerno;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;M;75
2011/2012;Torino;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-42;Medicina veterinaria;F;75
2011/2012;Verona;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;F;75
2011/2012;Udine;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;M;75
2011/2012;Trento;Laurea - dm 270/04;L-10;Lettere;F;75
2011/2012;Pisa;Laurea - dm 270/04;L-13;Scienze biologiche;M;75
2011/2012;Pisa;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;F;75
2011/2012;Pisa;Laurea Magistrale - dm 270/04;LM-18;Informatica;M;75
2011/2012;Roma La Sapienza;Laurea - dm 270/04;L/SNT4;Professioni sanitarie della prevenzione;F;75
2011/2012;Napoli L'Orientale;Laurea - dm 270/04;L-12;Mediazione linguistica;M;75
2011/2012;Padova;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;M;75
2011/2012;Milano Politecnico;Laurea Magistrale - dm 270/04;LM-24;Ingegneria dei sistemi edilizi;F;75
2011/2012;Milano;Laurea Magistrale - dm 270/04;LM-89;Storia dell'arte;F;75
2011/2012;Marche;Laurea - dm 270/04;L-13;Scienze biologiche;F;75
2011/2012;Milano Cattolica;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;M;74
2011/2012;Padova;Laurea - dm 270/04;L-35;Scienze matematiche;M;74
2011/2012;Napoli Parthenope;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;74
2011/2012;Novedrate e-Campus - telematica;Laurea - dm 270/04;L-10;Lettere;F;74
2011/2012;Parma;Laurea - dm 270/04;L-17;Scienze dell'architettura;F;74
2011/2012;Parma;Laurea - dm 270/04;L-9;Ingegneria industriale;F;74
2011/2012;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-52;Relazioni internazionali;M;74
2011/2012;Roma Marconi - telematica;Laurea - dm 270/04;L-33;Scienze economiche;F;74
2011/2012;Roma Tre;Laurea - dm 270/04;L-13;Scienze biologiche;F;74
2011/2012;Verona;Laurea Magistrale - dm 270/04;LM-19;Informazione e sistemi editoriali;F;74
2011/2012;Urbino;Laurea Magistrale - dm 270/04;LM-51;Psicologia;F;74
2011/2012;Torino;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;M;74
2011/2012;Torino;Laurea - dm 270/04;L-2;Biotecnologie;F;74
2011/2012;Siena;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;F;74
2011/2012;Bolzano;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;74
2011/2012;L'Aquila;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;M;74
2011/2012;Genova;Laurea - dm 270/04;L-12;Mediazione linguistica;F;74
2011/2012;Cassino;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;74
2011/2012;Camerino;Laurea Magistrale - dm 270/04;LM-4;Architettura e ingegneria edile-architettura;F;73
2011/2012;Catania;Laurea Magistrale - dm 270/04;LM-14;Filologia moderna;F;73
2011/2012;Foggia;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;M;73
2011/2012;Firenze;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;F;73
2011/2012;Firenze;Laurea Magistrale - dm 270/04;LM-33;Ingegneria meccanica;M;73
2011/2012;Cagliari;Laurea - dm 270/04;L-11;Lingue e culture moderne;F;73
2011/2012;Bologna;Laurea - dm 270/04;L-29;Scienze e tecnologie farmaceutiche;M;73
2011/2012;Sannio;Laurea - dm 270/04;L-2;Biotecnologie;F;73
2011/2012;Teramo;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;73
2011/2012;Torino Politecnico;Laurea Magistrale - dm 270/04;LM-21;Ingegneria biomedica;F;73
2011/2012;Roma Marconi - telematica;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;F;73
2011/2012;Roma Tor Vergata;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;F;73
2011/2012;Roma UNITELMA - telematica;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;73
2011/2012;Roma LUMSA;Laurea - dm 270/04;L-20;Scienze della comunicazione;M;73
2011/2012;Pisa;Laurea - dm 270/04;L-29;Scienze e tecnologie farmaceutiche;F;73
2011/2012;Pavia;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;M;73
2011/2012;Pavia;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;F;73
2011/2012;Napoli Federico II;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;F;73
2011/2012;Napoli Benincasa;Laurea - dm 270/04;L-11;Lingue e culture moderne;F;73
2011/2012;L'Aquila;Laurea Magistrale - dm 270/04;LM-51;Psicologia;M;73
2011/2012;Milano Bicocca;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;F;73
2011/2012;Milano Bicocca;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;73
2011/2012;Milano Bicocca;Laurea Magistrale - dm 270/04;LM-6;Biologia;F;73
2011/2012;Marche;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;72
2011/2012;Messina;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;M;72
2011/2012;Parma;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-13;Farmacia e farmacia industriale;M;72
2011/2012;Parma;Laurea - dm 270/04;L-26;Scienze e tecnologie alimentari;F;72
2011/2012;Parma;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;F;72
2011/2012;Padova;Laurea - dm 270/04;L-40;Sociologia;F;72
2011/2012;Padova;Laurea Magistrale - dm 270/04;LM-28;Ingegneria elettrica;M;72
2011/2012;Roma Marconi - telematica;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;F;72
2011/2012;Verona;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;F;72
2011/2012;Udine;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;M;72
2011/2012;Trieste;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;72
2011/2012;Bologna;Laurea - dm 270/04;L-26;Scienze e tecnologie alimentari;F;72
2011/2012;Bologna;Laurea - dm 270/04;L-35;Scienze matematiche;F;72
2011/2012;Bari Politecnico;Laurea Magistrale - dm 270/04;LM-31;Ingegneria gestionale;M;72
2011/2012;Bari;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;M;72
2011/2012;Bari;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;F;72
2011/2012;Bari;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;F;72
2011/2012;Bari;Laurea Magistrale - dm 270/04;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;F;72
2011/2012;Calabria;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;M;72
2011/2012;Firenze;Laurea - dm 270/04;L-42;Storia;M;72
2011/2012;Castellanza LIUC;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;F;72
2011/2012;Cassino;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;F;72
2011/2012;Enna KORE;Laurea  - dm 509/99;DS1;Scienze della difesa e della sicurezza;M;72
2011/2012;Chieti e Pescara;Laurea Magistrale - dm 270/04;LM-51;Psicologia;M;72
2011/2012;Ferrara;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;M;72
2011/2012;Enna KORE;Laurea - dm 270/04;L-24;Scienze e tecniche psicologiche;M;71
2011/2012;Ferrara;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;F;71
2011/2012;Chieti e Pescara;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;F;71
2011/2012;Cassino;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;M;71
2011/2012;Catania;Laurea - dm 270/04;L-22;Scienze delle attività motorie e sportive;M;71
2011/2012;Genova;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;M;71
2011/2012;Firenze;Laurea Magistrale - dm 270/04;LM-89;Storia dell'arte;F;71
2011/2012;L'Aquila;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;F;71
2011/2012;Cagliari;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;F;71
2011/2012;Ca' Foscari Venezia;Laurea Magistrale - dm 270/04;LM-37;Lingue e letterature moderne europee e americane;F;71
2011/2012;Trieste;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;F;71
2011/2012;Tuscia;Laurea - dm 270/04;L-25;Scienze e tecnologie agrarie e forestali;F;71
2011/2012;Trieste;Laurea Magistrale - dm 270/04;LM-94;Traduzione specialistica e interpretariato;F;71
2011/2012;Urbino;Laurea - dm 270/04;L-13;Scienze biologiche;M;71
2011/2012;Sannio;Laurea - dm 270/04;L-9;Ingegneria industriale;M;71
2011/2012;Siena;Laurea - dm 270/04;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;71
2011/2012;Roma La Sapienza;Laurea - dm 270/04;L-23;Scienze e tecniche dell'edilizia;F;71
2011/2012;Reggio Calabria;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);F;71
2011/2012;Roma UNINETTUNO - telematica;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;F;71
2011/2012;Roma Tor Vergata;Laurea - dm 270/04;L/SNT2;Professioni sanitarie della riabilitazione;M;71
2011/2012;Roma Tre;Laurea - dm 270/04;L-5;Filosofia;F;71
2011/2012;Palermo;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;71
2011/2012;Perugia;Laurea - dm 270/04;L-39;Servizio sociale;F;71
2011/2012;Perugia;Laurea - dm 270/04;L-1;Beni culturali;F;71
2011/2012;L'Aquila;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;M;71
2011/2012;Milano Bicocca;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;M;71
2011/2012;Milano;Laurea Magistrale - dm 270/04;LM-61;Scienze della nutrizione umana;F;71
2011/2012;Modena e Reggio Emilia;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-41;Medicina e chirurgia;F;71
2011/2012;Modena e Reggio Emilia;Laurea - dm 270/04;L-33;Scienze economiche;F;71
2011/2012;Molise;Laurea - dm 270/04;L-18;Scienze dell'economia e della gestione aziendale;F;70
2011/2012;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-21;Ingegneria biomedica;F;70
2011/2012;Marche;Laurea - dm 270/04;L-25;Scienze e tecnologie agrarie e forestali;M;70
2011/2012;Parma;Laurea - dm 270/04;L-10;Lettere;F;70
2011/2012;Padova;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;M;70
2011/2012;Napoli Vanvitelli;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);F;70
2011/2012;Napoli Vanvitelli;Laurea - dm 270/04;L-16;Scienze dell'amministrazione e dell'organizzazione;M;70
2011/2012;Napoli L'Orientale;Laurea Magistrale - dm 270/04;LM-36;Lingue e letterature dell'Africa e dell'Asia;F;70
2011/2012;Roma Tre;Laurea Magistrale - dm 270/04;LM-19;Informazione e sistemi editoriali;F;70
2011/2012;Roma Tor Vergata;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;F;70
2011/2012;Salento;Laurea - dm 270/04;L-20;Scienze della comunicazione;F;70
2011/2012;Pisa;Laurea - dm 270/04;L-35;Scienze matematiche;M;70
2011/2012;Calabria;Laurea - dm 270/04;L-20;Scienze della comunicazione;M;70
2011/2012;Basilicata;Laurea - dm 270/04;L-9;Ingegneria industriale;M;70
2011/2012;Bergamo;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;70
2011/2012;Genova;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;M;70
2011/2012;Cassino;Laurea - dm 270/04;L-33;Scienze economiche;F;70
2011/2012;Chieti e Pescara;Laurea - dm 270/04;L-12;Mediazione linguistica;M;70
2011/2012;Catanzaro;Laurea - dm 270/04;L-8;Ingegneria dell'informazione;M;69
2011/2012;Genova;Laurea - dm 270/04;L-42;Storia;M;69
2011/2012;Foggia;Laurea - dm 270/04;L-33;Scienze economiche;M;69
2011/2012;Bologna;Laurea Magistrale - dm 270/04;LM-84;Scienze storiche;M;69
2011/2012;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM/SNT1;Scienze infermieristiche e ostetriche;F;69
2011/2012;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;M;69
