ANNO_ACCADEMICO;CODICE_REGIONE;NOME_REGIONE;CODICE_ENTE;NOME_ENTE;CODICE_ISTITUTO;NOME_ISTITUTO;TIPO_ISTITUTO;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_LAUREA;INTERVENTI_LAUREA_EXTRA_UE;INTERVENTI_DOTTORATO;INTERVENTI_SPECIALIZZAZIONE
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;2;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;12;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;57;2;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;6;0;;
2024-2025 ;16;Puglia;1600;ADISU Puglia;907202;Scuola Superiore per Mediatori Linguistici Bona Sforza di Bari;MedLinguistici;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);36;1;;
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;1;Borse di studio - N° domande;95;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;2;Borse di studio - N° idonei (beneficiari e non beneficiari);82;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);82;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;6;Mobilità internazionale - N° domande contributi;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;7;Mobilità internazionale - N° contributi concessi;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;8;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;1;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;1;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;1;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;5;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;36;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;33;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;13;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;0150402;Università Cattolica del Sacro Cuore di Milano (corsi attivati in Basilicata);Ateneo;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;1;Borse di studio - N° domande;1301;0;7;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;2;Borse di studio - N° idonei (beneficiari e non beneficiari);1183;0;5;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);1183;0;5;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;6;Mobilità internazionale - N° domande contributi;16;0;9;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;7;Mobilità internazionale - N° contributi concessi;12;0;8;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;8;Mobilità internazionale - N° complessivo di mesi in mobilità;79;0;40;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;85;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;85;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;61;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;24;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;2;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;2;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);2;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;32;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;464;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;480;0;5;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;239;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;07601;Università degli Studi della Basilicata;Ateneo;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);308;0;0;0
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;076401076063;"Conservatorio ''Gesualdo da Venosa"" di Potenza";AltaFormazione;1;Borse di studio - N° domande;41;0;;
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;076401076063;"Conservatorio ''Gesualdo da Venosa"" di Potenza";AltaFormazione;2;Borse di studio - N° idonei (beneficiari e non beneficiari);38;0;;
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;076401076063;"Conservatorio ''Gesualdo da Venosa"" di Potenza";AltaFormazione;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);38;0;;
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;076401076063;"Conservatorio ''Gesualdo da Venosa"" di Potenza";AltaFormazione;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;;
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;076401076063;"Conservatorio ''Gesualdo da Venosa"" di Potenza";AltaFormazione;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;;
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;076401076063;"Conservatorio ''Gesualdo da Venosa"" di Potenza";AltaFormazione;6;Mobilità internazionale - N° domande contributi;0;0;;
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;076401076063;"Conservatorio ''Gesualdo da Venosa"" di Potenza";AltaFormazione;7;Mobilità internazionale - N° contributi concessi;0;0;;
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;076401076063;"Conservatorio ''Gesualdo da Venosa"" di Potenza";AltaFormazione;8;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;;
2024-2025 ;17;Basilicata;1701;ARDSU della Basilicata;076401076063;"Conservatorio ''Gesualdo da Venosa"" di Potenza";AltaFormazione;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;;
