Year,Series,Subject,Region,Local authority,Sex,Ethnicity,Ethnic group,Special educational needs (SEN) status,Disadvantaged status,Free school meal status,First language,Unit measure,Observation status,GeoCode,Value
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Female,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,Male,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Warrington,,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Female,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,Male,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wigan,,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Female,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,,,,Not known to be disadvantaged,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,,,,,FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,,,,,Not known to be FSM eligible,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,,,,,,First language unclassified,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,,,,,,Known or believed to be english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,,,,,,Known or believed to be other than english,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,Male,,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,,Other ethnic group,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,,Asian,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,,Black,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,,Mixed,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,,Unclassified,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,,White,,,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,,,,All SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,,,,No SEN,,,,Percentage (%),Missing value,E12000002,
2019 to 2020,Attainment at age 11,Maths,North West,Wirral,,,,,Disadvantaged,,,Percentage (%),Missing value,E12000002,
